id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
TIER_ONE-2017-1-HAP-SGO,1,TIER_ONE,2017,1,FINISHED,2017-01-07,16:00,Lạch Tray,HAP,Hải Phòng,0,1,SGO,Sài Gòn,
TIER_ONE-2017-1-THH-NAN,1,TIER_ONE,2017,1,FINISHED,2017-01-07,16:00,Thanh Hóa,THH,Đông Á Thanh Hóa,2,0,NAN,Sông Lam Nghệ An,
TIER_ONE-2017-1-DAN-GLA,1,TIER_ONE,2017,1,FINISHED,2017-01-07,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,1,0,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2017-1-CAT-LAN,1,TIER_ONE,2017,1,FINISHED,2017-01-07,17:00,Cần Thơ,CAT,Cần Thơ,1,2,LAN,Long An,
TIER_ONE-2017-1-HAN-QNI,1,TIER_ONE,2017,1,FINISHED,2017-01-07,17:30,Hàng Đẫy,HAN,Hà Nội,3,2,QNI,Than Quảng Ninh,
TIER_ONE-2017-1-HCM-QNA,1,TIER_ONE,2017,1,FINISHED,2017-01-07,17:30,Thống Nhất,HCM,TP Hồ Chí Minh,1,1,QNA,Quảng Nam,
TIER_ONE-2017-1-BIDU-KHH,1,TIER_ONE,2017,1,FINISHED,2017-01-07,18:00,Bình Dương,BIDU,Becamex Bình Dương,0,1,KHH,Khánh Hòa,
TIER_ONE-2017-2-QNI-HCM,1,TIER_ONE,2017,2,FINISHED,2017-01-13,16:00,Cẩm Phả,QNI,Than Quảng Ninh,2,0,HCM,TP Hồ Chí Minh,
TIER_ONE-2017-2-GLA-HAP,1,TIER_ONE,2017,2,FINISHED,2017-01-13,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,1,2,HAP,Hải Phòng,
TIER_ONE-2017-2-QNA-HAN,1,TIER_ONE,2017,2,FINISHED,2017-01-13,17:00,Quảng Nam,QNA,Quảng Nam,2,1,HAN,Hà Nội,
TIER_ONE-2017-2-LAN-BIDU,1,TIER_ONE,2017,2,FINISHED,2017-01-13,17:30,Long An,LAN,Long An,1,1,BIDU,Becamex Bình Dương,
