"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000062","Senator, 3rd Class","George","Aiken","George Aiken","R","VT",""
"A000161","Senator, 2nd Class","Gordon","Allott","Gordon Allott","R","CO",""
"A000186","Senator, 2nd Class","Clinton","Anderson","Clinton Anderson","D","NM",""
"B000145","Senator, 2nd Class","Alben","Barkley","Alben Barkley","D","KY",""
"B000176","Senator, 1st Class","Frank","Barrett","Frank Barrett","R","WY",""
"B000271","Senator, 1st Class","James","Beall","James Beall","R","MD",""
"B000356","Senator, 3rd Class","George","Bender","George Bender","R","OH",""
"B000384","Senator, 3rd Class","Wallace","Bennett","Wallace Bennett","R","UT",""
"B000436","Senator, 3rd Class","Alan","Bible","Alan Bible","D","NV",""
"B000820","Senator, 1st Class","John","Bricker","John Bricker","R","OH",""
"B000823","Senator, 2nd Class","Henry","Bridges","Henry Bridges","R","NH",""
"B001167","Senator, 3rd Class","Prescott","Bush","Prescott Bush","R","CT",""
"B001180","Senator, 3rd Class","John","Butler","John Butler","R","MD",""
"B001208","Senator, 1st Class","Harry","Byrd","Harry Byrd","D","VA",""
"C000128","Senator, 3rd Class","Homer","Capehart","Homer Capehart","R","IN",""
"C000154","Senator, 3rd Class","Frank","Carlson","Frank Carlson","R","KS",""
"C000220","Senator, 2nd Class","Clifford","Case","Clifford Case","R","NJ",""
"C000221","Senator, 3rd Class","Francis","Case","Francis Case","R","SD",""
"C000338","Senator, 1st Class","Dennis","Chavez","Dennis Chavez","D","NM",""
"C000506","Senator, 3rd Class","Earle","Clements","Earle Clements","D","KY",""
"C000758","Senator, 2nd Class","John","Cooper","John Cooper","R","KY",""
"C000802","Senator, 3rd Class","Norris","Cotton","Norris Cotton","R","NH",""
"C001006","Senator, 2nd Class","Carl","Curtis","Carl Curtis","R","NE",""
"D000036","Senator, 1st Class","Marion","Daniel","Marion Daniel","D","TX",""
"D000360","Senator, 3rd Class","Everett","Dirksen","Everett Dirksen","R","IL",""
"D000456","Senator, 2nd Class","Paul","Douglas","Paul Douglas","D","IL",""
"D000516","Senator, 3rd Class","James","Duff","James Duff","R","PA",""
"D000585","Senator, 2nd Class","Henry","Dworshak","Henry Dworshak","R","ID",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","D","MS",""
"E000112","Senator, 2nd Class","Allen","Ellender","Allen Ellender","D","LA",""
"E000210","Senator, 3rd Class","Joseph","Ervin","Joseph Ervin","D","NC",""
"F000190","Senator, 1st Class","Ralph","Flanders","Ralph Flanders","R","VT",""
"F000356","Senator, 2nd Class","Joseph","Frear","Joseph Frear","D","DE",""
"F000401","Senator, 3rd Class","James","Fulbright","James Fulbright","D","AR",""
"G000131","Senator, 3rd Class","Walter","George","Walter George","D","GA",""
"G000267","Senator, 1st Class","Barry","Goldwater","Barry Goldwater","R","AZ",""
"G000320","Senator, 1st Class","Albert","Gore","Albert Gore","D","TN",""
"G000418","Senator, 2nd Class","Theodore","Green","Theodore Green","D","RI",""
"H000385","Senator, 3rd Class","Carl","Hayden","Carl Hayden","D","AZ",""
"H000502","Senator, 3rd Class","Thomas","Hennings","Thomas Hennings","D","MO",""
"H000559","Senator, 3rd Class","Bourke","Hickenlooper","Bourke Hickenlooper","R","IA",""
"H000598","Senator, 3rd Class","Joseph","Hill","Joseph Hill","D","AL",""
"H000720","Senator, 1st Class","Spessard","Holland","Spessard Holland","D","FL",""
"H000875","Senator, 1st Class","Roman","Hruska","Roman Hruska","R","NE",""
