"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000014","Representative","Neil","Abercrombie","Neil Abercrombie","D","HI",""
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000109","Representative","Wayne","Allard","Wayne Allard","R","CO",""
"A000210","Representative","Robert","Andrews","Robert Andrews","D","NJ",""
"A000215","Representative","Bill","Archer","Bill Archer","R","TX",""
"A000217","Representative","Richard","Armey","Richard Armey","R","TX",""
"B000013","Representative","Spencer","Bachus","Spencer Bachus","R","AL",""
"B000028","Representative","Scotty","Baesler","Scotty Baesler","D","KY",""
"B000072","Representative","Richard","Baker","Richard Baker","R","LA",""
"B000078","Representative","Bill","Baker","Bill Baker","R","CA",""
"B000081","Representative","John","Baldacci","John Baldacci","D","ME",""
"B000104","Representative","Cass","Ballenger","Cass Ballenger","R","NC",""
"B000134","Representative","James","Barcia","James Barcia","D","MI",""
"B000169","Representative","Bob","Barr","Bob Barr","R","GA",""
"B000177","Representative","Thomas","Barrett","Thomas Barrett","D","WI",""
"B000179","Representative","Bill","Barrett","Bill Barrett","R","NE",""
"B000208","Representative","Roscoe","Bartlett","Roscoe Bartlett","R","MD",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000220","Representative","Charles","Bass","Charles Bass","R","NH",""
"B000229","Representative","Herbert","Bateman","Herbert Bateman","R","VA",""
"B000287","Representative","Xavier","Becerra","Xavier Becerra","D","CA",""
"B000318","Representative","Anthony","Beilenson","Anthony Beilenson","D","CA",""
"B000400","Representative","Ken","Bentsen","Ken Bentsen","D","TX",""
"B000403","Representative","Douglas","Bereuter","Douglas Bereuter","R","NE",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000431","Representative","Tom","Bevill","Tom Bevill","D","AL",""
"B000461","Representative","Brian","Bilbray","Brian Bilbray","R","CA",""
"B000463","Representative","Michael","Bilirakis","Michael Bilirakis","R","FL",""
"B000490","Representative","Sanford","Bishop","Sanford Bishop","D","GA",""
"B000556","Representative","Tom","Bliley","Tom Bliley","R","VA",""
"B000574","Representative","Earl","Blumenauer","Earl Blumenauer","D","OR",""
"B000576","Representative","Peter","Blute","Peter Blute","R","MA",""
"B000586","Representative","Sherwood","Boehlert","Sherwood Boehlert","R","NY",""
"B000589","Representative","John","Boehner","John Boehner","R","OH",""
"B000617","Representative","Henry","Bonilla","Henry Bonilla","R","TX",""
"B000619","Representative","David","Bonior","David Bonior","D","MI",""
"B000622","Representative","Sonny","Bono","Sonny Bono","R","CA",""
"B000644","Representative","Robert","Borski","Robert Borski","D","PA",""
"B000657","Representative","Rick","Boucher","Rick Boucher","D","VA",""
"B000817","Representative","Bill","Brewster","Bill Brewster","D","OK",""
"B000897","Representative","Glen","Browder","Glen Browder","D","AL",""
"B000911","Representative","Corrine","Brown","Corrine Brown","D","FL",""
"B000918","Representative","George","Brown","George Brown","D","CA",""
"B000944","Representative","Sherrod","Brown","Sherrod Brown","D","OH",""
"B000953","Representative","Sam","Brownback","Sam Brownback","R","KS",""
"B000996","Representative","Ed","Bryant","Ed Bryant","R","TN",""
"B000997","Representative","John","Bryant","John Bryant","D","TX",""
"B001063","Representative","Jim","Bunn","Jim Bunn","R","OR",""
"B001066","Representative","Jim","Bunning","Jim Bunning","R","KY",""
"B001135","Representative","Richard","Burr","Richard Burr","R","NC",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001203","Representative","Steve","Buyer","Steve Buyer","R","IN",""
"C000052","Representative","Sonny","Callahan","Sonny Callahan","R","AL",""
"C000059","Representative","Ken","Calvert","Ken Calvert","R","CA",""
"C000071","Representative","Dave","Camp","Dave Camp","R","MI",""
"C000100","Representative","Tom","Campbell","Tom Campbell","R","CA",""
"C000107","Representative","Charles","Canady","Charles Canady","R","FL",""
"C000141","Representative","Benjamin","Cardin","Benjamin Cardin","D","MD",""
"C000243","Representative","Michael","Castle","Michael Castle","R","DE",""
"C000266","Representative","Steven","Chabot","Steven Chabot","R","OH",""
"C000286","Representative","Saxby","Chambliss","Saxby Chambliss","R","GA",""
"C000312","Representative","Jim","Chapman","Jim Chapman","D","TX",""
"C000345","Representative","Helen","Chenoweth-Hage","Helen Chenoweth-Hage","R","ID",""
"C000377","Representative","Jon","Christensen","Jon Christensen","R","NE",""
"C000385","Representative","Dick","Chrysler","Dick Chrysler","R","MI",""
"C000488","Representative","William","Clay","William Clay","D","MO",""
"C000494","Representative","Eva","Clayton","Eva Clayton","D","NC",""
"C000503","Representative","Bob","Clement","Bob Clement","D","TN",""
"C000523","Representative","William","Clinger","William Clinger","R","PA",""
"C000537","Representative","James","Clyburn","James Clyburn","D","SC",""
"C000556","Representative","Howard","Coble","Howard Coble","R","NC",""
"C000560","Representative","Tom","Coburn","Tom Coburn","R","OK",""
"C000621","Representative","Ronald","Coleman","Ronald Coleman","D","TX",""
"C000633","Representative","Barbara-Rose","Collins","Barbara-Rose Collins","D","MI",""
"C000634","Representative","Cardiss","Collins","Cardiss Collins","D","IL",""
