number_of_dates,percentage,symbol
0,-1,AAT
0,-1,AGE
0,-1,AGX
0,-1,AMC
0,-1,AMP
0,-1,APL
0,-1,APT
0,-1,ARM
0,-1,ART
0,-1,ASA
0,-1,ASG
0,-1,ATS
0,-1,AUM
0,-1,BAX
0,-1,BBS
0,-1,BCB
0,-1,BCF
0,-1,BCP
0,-1,BCV
0,-1,BDB
0,-1,BDW
0,-1,BED
0,-1,BEL
0,-1,BGW
0,-1,BHG
0,-1,BHK
0,-1,BHT
0,-1,BKC
0,-1,BKH
0,-1,BLF
0,-1,BLT
0,-1,BLW
0,-1,BMD
0,-1,BMG
0,-1,BMV
0,-1,BNW
0,-1,BPC
0,-1,BSC
0,-1,BSD
0,-1,BSH
0,-1,BSP
0,-1,BST
0,-1,BT6
0,-1,BTH
0,-1,BTU
0,-1,BWA
0,-1,BXH
0,-1,C12
0,-1,C21
0,-1,C22
0,-1,CC4
0,-1,CCI
0,-1,CCP
0,-1,CCT
0,-1,CCV
0,-1,CDG
0,-1,CDH
0,-1,CE1
0,-1,CH5
0,-1,CHC
0,-1,CI5
0,-1,CJC
0,-1,CKA
0,-1,CKV
0,-1,CMF
0,-1,CMK
0,-1,CMP
0,-1,CMW
0,-1,CNA
0,-1,CPA
0,-1,CPH
0,-1,CQN
0,-1,CTT
0,-1,CTW
0,-1,CTX
0,-1,CVP
0,-1,CVT
0,-1,CYC
0,-1,DAC
0,-1,DAS
0,-1,DBW
0,-1,DCF
0,-1,DCG
0,-1,DCH
0,-1,DDH
0,-1,DFC
0,-1,DHD
0,-1,DHN
0,-1,DHP
0,-1,DKC
0,-1,DLD
0,-1,DLR
0,-1,DLT
0,-1,DNC
0,-1,DNE
0,-1,DNH
0,-1,DNL
0,-1,DNM
0,-1,DNN
0,-1,DNT
0,-1,DOC
0,-1,DP2
0,-1,DPC
0,-1,DPD
0,-1,DPH
0,-1,DSD
0,-1,DSV
0,-1,DTB
0,-1,DTE
0,-1,DTH
0,-1,DTI
0,-1,DTP
0,-1,DTV
0,-1,DUS
0,-1,DVC
0,-1,DVW
0,-1,DWC
0,-1,DXL
0,-1,ECI
0,-1,EMC
0,-1,EME
0,-1,EMG
0,-1,EPC
0,-1,FBA
0,-1,FBC
0,-1,FCC
0,-1,FCS
0,-1,FGL
0,-1,FHN
0,-1,FLC
0,-1,FRM
0,-1,FSO
0,-1,FTI
0,-1,GAB
0,-1,GCB
0,-1,GER
0,-1,GH3
0,-1,GLC
0,-1,GLW
0,-1,GMA
0,-1,GSM
0,-1,GTD
0,-1,GVT
0,-1,HAI
0,-1,HAM
0,-1,HBD
0,-1,HBH
0,-1,HC1
0,-1,HCB
0,-1,HCI
0,-1,HCT
0,-1,HDW
0,-1,HEC
0,-1,HEM
0,-1,HEP
0,-1,HES
0,-1,HEV
0,-1,HFB
0,-1,HFC
0,-1,HFX
0,-1,HGM
0,-1,HGT
0,-1,HGW
0,-1,HHC
0,-1,HHN
0,-1,HHR
0,-1,HJC
0,-1,HJS
0,-1,HKP
0,-1,HLR
0,-1,HLS
0,-1,HLT
0,-1,HLY
0,-1,HMG
0,-1,HNB
0,-1,HNP
0,-1,HNR
0,-1,HPB
0,-1,HPH
0,-1,HPI
0,-1,HPM
0,-1,HRB
0,-1,HRC
0,-1,HSA
0,-1,HTC
0,-1,HTM
0,-1,HTR
0,-1,HTW
0,-1,HU6
0,-1,IBD
0,-1,IBN
0,-1,ICI
0,-1,IHK
0,-1,IME
0,-1,IN4
0,-1,INC
0,-1,IRC
0,-1,ISG
0,-1,KAC
0,-1,KDM
0,-1,KGM
0,-1,KHW
0,-1,KIP
0,-1,KLM
0,-1,KMT
0,-1,KTC
0,-1,KTS
0,-1,L10
0,-1,L35
0,-1,L61
0,-1,L63
0,-1,LAF
0,-1,LAI
0,-1,LAW
0,-1,LCC
0,-1,LCD
0,-1,LCS
0,-1,LCW
0,-1,LDW
0,-1,LG9
0,-1,LM3
0,-1,LMC
0,-1,LNC
0,-1,LQN
0,-1,LWS
0,-1,LYF
0,-1,M10
0,-1,MA1
0,-1,MBN
0,-1,MCC
0,-1,MDA
0,-1,MEF
0,-1,MES
0,-1,MIM
0,-1,MLC
0,-1,MNB
0,-1,MND
0,-1,MPY
0,-1,MQB
0,-1,MRF
0,-1,MTB
0,-1,MTC
0,-1,MTH
0,-1,MVB
0,-1,NAC
0,-1,NAW
0,-1,NDP
0,-1,NDW
0,-1,NHC
0,-1,NLS
0,-1,NNT
0,-1,NQB
0,-1,NQN
0,-1,NQT
0,-1,NSG
0,-1,NSS
0,-1,NTF
0,-1,NTH
0,-1,NTT
0,-1,NVP
0,-1,NWT
0,-1,ONW
0,-1,PAI
0,-1,PBT
0,-1,PCE
0,-1,PDN
0,-1,PEC
0,-1,PEQ
0,-1,PHN
0,-1,PID
0,-1,PIS
0,-1,PLE
0,-1,PLO
0,-1,PMC
0,-1,PMJ
0,-1,PMS
0,-1,PND
0,-1,PNG
0,-1,PNP
0,-1,POB
0,-1,PQN
0,-1,PRC
0,-1,PSN
0,-1,PTD
0,-1,PTG
0,-1,PTH
0,-1,PTO
0,-1,PTP
0,-1,PTX
0,-1,PWS
0,-1,PX1
0,-1,PXC
0,-1,QCC
0,-1,QHD
0,-1,QNT
0,-1,QNU
0,-1,QNW
0,-1,QSP
0,-1,QST
0,-1,RAT
0,-1,S74
0,-1,SAF
0,-1,SAL
0,-1,SBH
0,-1,SBM
0,-1,SCO
0,-1,SCV
0,-1,SDC
0,-1,SDJ
0,-1,SDK
0,-1,SDX
0,-1,SEP
0,-1,SFN
0,-1,SGC
0,-1,SGD
0,-1,SGH
0,-1,SHX
0,-1,SJE
0,-1,SMA
0,-1,SMN
0,-1,SNC
0,-1,SPD
0,-1,SPH
0,-1,SPV
0,-1,SSC
0,-1,SSF
0,-1,STC
0,-1,STG
0,-1,STS
0,-1,STW
0,-1,SVC
0,-1,SVH
0,-1,TA3
0,-1,TA6
0,-1,TAG
0,-1,TAN
0,-1,TAW
0,-1,TB8
0,-1,TBT
0,-1,TBX
0,-1,TCJ
0,-1,TCK
0,-1,TDS
0,-1,TDW
0,-1,TED
0,-1,TEL
0,-1,TET
0,-1,TFC
0,-1,THB
0,-1,THN
0,-1,THS
0,-1,THU
0,-1,THW
0,-1,TJC
0,-1,TKA
