api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-08 03:06:16 -0400,,,45,3.36,ocd-division/country:us/state:hi/cd:1,,D,,,8,Rep.,HI,,Representative,2,1340,neilabercrombie,,13.9,87.4,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-08 03:06:16 -0400,,L.,99,7.39,ocd-division/country:us/state:ny/cd:5,,D,,,14,Rep.,NY,,Representative,0,1340,repgaryackerman,,5.86,95.42,,RepAckerman
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,,1943-12-02,4,,,,,Wayne,M,0804,,300003,15801,A000109,,False,Allard,2019-10-08 03:06:16 -0400,,A.,34,2.54,ocd-division/country:us/state:co/cd:4,,R,,,6,Rep.,CO,,Representative,0,1340,,,7.69,93.58,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-08 03:06:16 -0400,,E.,90,6.72,ocd-division/country:us/state:nj/cd:1,,D,,,8,Rep.,NJ,,Representative,0,1340,RepAndrews,http://andrews.house.gov/,22.14,79.12,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2019-10-08 03:06:16 -0400,,,35,2.61,ocd-division/country:us/state:tx/cd:7,,R,,,26,Rep.,TX,,Representative,0,1340,,,4.96,95.91,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-08 03:06:16 -0400,,K.,27,2.01,ocd-division/country:us/state:tx/cd:26,,R,,,12,Rep.,TX,,Representative,0,1340,,,4.73,96.53,,
https://api.propublica.org/congress/v1/members/B000013.json,False,,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2019-10-08 03:06:16 -0400,,,26,1.94,ocd-division/country:us/state:al/cd:6,,R,,,4,Rep.,AL,,Representative,1,1340,BachusAL06,http://bachus.house.gov,5.2,96.06,,congressmanbachus
https://api.propublica.org/congress/v1/members/B000028.json,False,,,,,1941-07-09,6,,,,,Scotty,M,2106,,401033,29353,B000028,,False,Baesler,2019-10-08 03:06:16 -0400,,,26,1.94,ocd-division/country:us/state:ky/cd:6,,D,,,4,Rep.,KY,,Representative,0,1340,,,27.24,74.04,,
https://api.propublica.org/congress/v1/members/B000078.json,False,,,,,1940-06-14,10,,,,,Bill,M,0610,,401081,29310,B000078,,False,Baker,2019-10-08 03:06:16 -0400,,,18,1.34,ocd-division/country:us/state:ca/cd:10,,R,,,4,Rep.,CA,,Representative,0,1340,,,5.48,95.77,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2019-10-08 03:06:16 -0400,,Hugh,83,6.19,ocd-division/country:us/state:la/cd:6,,R,,,10,Rep.,LA,,Representative,0,1340,,,4.77,96.54,,
