industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Health Care,17969247.0,17969247.0,06/10/2015 00:00:00,393831986499.0,AGIMEXPHARM Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,AGP
Health Care,13000000.0,13000000.0,12/01/2017 00:00:00,141700000000.0,Armephaco Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,AMP
Health Care,6000000.0,6000000.0,14/09/2015 00:00:00,43200000000.0,Enlie Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,BCP
Health Care,8562000.0,8562000.0,30/08/2018 00:00:00,206946300000.0,Nha Trang Vaccines and Biological Products Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,BIO
Health Care,18270000.0,18270000.0,13/07/2018 00:00:00,218487391200.0,Codupha Central Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,CDP
Health Care,11364325.0,11364325.0,25/06/2014 00:00:00,323883262500.0,Traphaco High Tech Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,CNC
Health Care,21127000.0,21127000.0,22/12/2021 00:00:00,621858600000.0,Danapha Pharmaceutical joint stock company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DAN
Health Care,74883559.0,74883559.0,16/01/2017 00:00:00,2911411138600.0,Binh Dinh Pharmaceutical and Medical Equipment Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DBD
Health Care,1941588.0,1941588.0,17/12/2009 00:00:00,67955440000.0,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DBM
Health Care,14205116.0,14205116.0,30/10/2009 00:00:00,156256276000.0,Ben Tre Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DBT
Health Care,73041030.0,73041030.0,17/09/2008 00:00:00,1694551896000.0,Cuu Long Pharmaceutical Joint Stock Corporation,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DCL
Health Care,15349328.0,15349328.0,24/06/2009 00:00:00,142196174592.0,Danang Pharmaceutical Medical Equipment Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DDN
Health Care,14999785.0,14999785.0,05/05/2017 00:00:00,314995485000.0,Hai Duong Pharmaceutical Medical Material Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DHD
Health Care,130746071.0,130746071.0,21/12/2006 00:00:00,11191863677600.0,Hau Giang Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DHG
Health Care,6290900.0,6290900.0,19/04/2018 00:00:00,139028890000.0,Ha Noi Pharmar Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DHN
Health Care,34727465.0,34727465.0,25/12/2006 00:00:00,1434244304500.0,Domesco Medical Import - Export Joint Stock Corporation,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DMC
Health Care,20979000.0,20979000.0,12/06/2018 00:00:00,432628938000.0,Central Pharmaceutical CPC1. JSC ,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DP1
Health Care,20000000.0,20000000.0,19/05/2017 00:00:00,130000000000.0,Central Phamarceutical Joint Stock Company No 2,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DP2
Health Care,8600000.0,8600000.0,17/07/2015 00:00:00,799800000000.0,Central Phamarceutical Joint Stock Company No 3,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DP3
Health Care,3000000.0,3000000.0,20/01/2017 00:00:00,105000000000.0,Hai Phong Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DPH
Health Care,3000010.0,3000010.0,19/05/2010 00:00:00,48000160000.0,Dong Nai Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DPP
Health Care,6315928.0,6315928.0,28/02/2017 00:00:00,145266344000.0,Tipharco Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DTG
Health Care,16229042.0,16229042.0,18/06/2020 00:00:00,1306437881000.0,Ha Noi CPC1 Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DTP
Health Care,35650000.0,35650000.0,19/07/2022 00:00:00,452755000000.0,Vietnam Medicinal Materials Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DVM
Health Care,237000000.0,237000000.0,19/05/2017 00:00:00,3955767000000.0,Vietnam Pharmaceutical Corporation (VINAPHARM),Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,DVN
Health Care,9461418.0,9461418.0,16/03/2017 00:00:00,137124771654.0,HaTinh Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,HDP
Health Care,66705370.0,66705370.0,04/12/2006 00:00:00,3933622630000.0,Imexpharm Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,IMP
Health Care,12703167.0,12703167.0,20/07/2010 00:00:00,62245361500.0,Lam Dong Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,LDP
Health Care,12410000.0,12410000.0,18/03/2020 00:00:00,266815000000.0,Mediplantex National Phamaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,MED
Health Care,25545867.0,25545867.0,29/01/2018 00:00:00,681812407243.0,Mekophar Chemical Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,MKP
Health Care,5000038.0,5000038.0,21/11/2008 00:00:00,55000000000.0,Cai Lay Veterinary Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,MKV
Health Care,7455406.0,7455406.0,23/09/2010 00:00:00,61841689800.0,Medipharco Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,MTP
Health Care,5964000.0,5964000.0,11/03/2010 00:00:00,626220000000.0,Nam Duoc Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,NDC
Health Care,11100000.0,11100000.0,09/04/2013 00:00:00,260850000000.0,National Day Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,NDP
Health Care,6000000.0,6000000.0,04/07/2019 00:00:00,126000000000.0,Nghe An Pharmaceutical Medical Material and Equipment Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,NTF
Health Care,64050892.0,64050892.0,30/10/2008 00:00:00,1710158816400.0,OPC Pharmaceutial Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,OPC
Health Care,113299902.0,113299902.0,26/11/2019 00:00:00,1615769902422.0,Pharbaco Central Pharmaceutical Joint Stock Company No. 1,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,PBC
Health Care,9332573.0,9332573.0,09/10/2009 00:00:00,662612683000.0,Pharmedic Pharmaceutical Medicinal Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,PMC
Health Care,8799991.0,8799991.0,18/07/2011 00:00:00,116159881200.0,Phong Phu Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,PPP
Health Care,14000000.0,14000000.0,21/05/2010 00:00:00,192780000000.0,S.P.M Corporation,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,SPM
Health Care,41453673.0,41453673.0,26/11/2008 00:00:00,3730548600000.0,Traphaco Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,TRA
Health Care,29493529.0,29493529.0,17/08/2017 00:00:00,678347625000.0,TV.Pharm Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,TVP
Health Care,1750000.0,1750000.0,18/10/2016 00:00:00,20431200000.0,Central Pharmaceutical Joint Stock Company No.3,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,TW3
Health Care,13294641.0,13294641.0,29/12/2016 00:00:00,210055327800.0,No 25 Central Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,UPH
Health Care,16831904.0,16831904.0,15/08/2017 00:00:00,589116640000.0,VIDIPHA Central Pharmaceutical Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,VDP
Health Care,33140000.0,33140000.0,14/01/2019 00:00:00,106047987200.0,Viet Nam Herbs and Foods Joint Stock Company,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,VHE
