industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Technology,4050000.0,4050000.0,11/03/2010 00:00:00,77832800000.0,CokyVina Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,CKV
Technology,58778843.0,58778843.0,13/10/2010 00:00:00,558986796930.0,ELCOM Technology Communications Corporation,Technology Hardware & Equipment,Telecommunications Equipment,Technology,ELC
Technology,5992020.0,5992020.0,29/12/2010 00:00:00,77896260000.0,Kasati Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,KST
Technology,1800000.0,1800000.0,29/06/2016 00:00:00,25200000000.0,Posts and Telecommunications Material Supply Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,PMJ
Technology,5000000.0,5000000.0,22/07/2010 00:00:00,39026000000.0,Telvina Vietnam Communication Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,PMT
Technology,379960971.0,379960971.0,28/07/2000 00:00:00,2294964264840.0,SAM Holdings Corporation,Technology Hardware & Equipment,Telecommunications Equipment,Technology,SAM
Technology,5467432.0,5467432.0,30/07/2010 00:00:00,38272024000.0,SAMETEL Corporation,Technology Hardware & Equipment,Telecommunications Equipment,Technology,SMT
Technology,4612953.0,4612953.0,15/12/2010 00:00:00,4594947483.0,Van Xuan VT Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,VAT
Technology,2061244.0,2061244.0,06/05/2011 00:00:00,23281722400.0,VITECO Vietnam Telecommunications Technology Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,VIE
Technology,4534696.0,4534696.0,24/01/2003 00:00:00,54349716000.0,VTC Telecommunications Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,VTC
Technology,15600000.0,15600000.0,05/06/2018 00:00:00,90480000000.0,VINACAP Kim Long Joint Stock Company,Technology Hardware & Equipment,Telecommunications Equipment,Technology,VTE
