"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000055","Representative","Robert","Aderholt","Robert Aderholt","R","AL",""
"A000210","Representative","Robert","Andrews","Robert Andrews","D","NJ",""
"A000358","Representative","Todd","Akin","Todd Akin","R","MO",""
"A000361","Representative","Rodney","Alexander","Rodney Alexander","R","LA",""
"A000362","Representative","Jason","Altmire","Jason Altmire","D","PA",""
"A000365","Representative","Steve","Austria","Steve Austria","R","OH",""
"A000366","Representative","Sandra","Adams","Sandra Adams","R","FL",""
"A000367","Representative","Justin","Amash","Justin Amash","R","MI",""
"A000369","Representative","Mark","Amodei","Mark Amodei","R","NV",""
"B000013","Representative","Spencer","Bachus","Spencer Bachus","R","AL",""
"B000208","Representative","Roscoe","Bartlett","Roscoe Bartlett","R","MD",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000220","Representative","Charles","Bass","Charles Bass","R","NH",""
"B000287","Representative","Xavier","Becerra","Xavier Becerra","D","CA",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000461","Representative","Brian","Bilbray","Brian Bilbray","R","CA",""
"B000490","Representative","Sanford","Bishop","Sanford Bishop","D","GA",""
"B000574","Representative","Earl","Blumenauer","Earl Blumenauer","D","OR",""
"B000589","Representative","John","Boehner","John Boehner","R","OH",""
"B000652","Representative","Leonard","Boswell","Leonard Boswell","D","IA",""
"B000755","Representative","Kevin","Brady","Kevin Brady","R","TX",""
"B000911","Representative","Corrine","Brown","Corrine Brown","D","FL",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001227","Representative","Robert","Brady","Robert Brady","D","PA",""
"B001228","Representative","Mary","Bono Mack","Mary Bono Mack","R","CA",""
"B001230","Representative","Tammy","Baldwin","Tammy Baldwin","D","WI",""
"B001231","Representative","Shelley","Berkley","Shelley Berkley","D","NV",""
"B001232","Representative","Judy","Biggert","Judy Biggert","R","IL",""
"B001234","Representative","Joe","Baca","Joe Baca","D","CA",""
"B001242","Representative","Timothy","Bishop","Timothy Bishop","D","NY",""
"B001243","Representative","Marsha","Blackburn","Marsha Blackburn","R","TN",""
"B001244","Representative","Jo","Bonner","Jo Bonner","R","AL",""
"B001245","Delegate","Madeleine","Bordallo","Madeleine Bordallo","D","GU",""
"B001248","Representative","Michael","Burgess","Michael Burgess","R","TX",""
"B001250","Representative","Rob","Bishop","Rob Bishop","R","UT",""
"B001251","Representative","G.","Butterfield","G. Butterfield","D","NC",""
"B001252","Representative","John","Barrow","John Barrow","D","GA",""
"B001254","Representative","Dan","Boren","Dan Boren","D","OK",""
"B001255","Representative","Charles","Boustany","Charles Boustany","R","LA",""
"B001256","Representative","Michele","Bachmann","Michele Bachmann","R","MN",""
"B001257","Representative","Gus","Bilirakis","Gus Bilirakis","R","FL",""
"B001259","Representative","Bruce","Braley","Bruce Braley","D","IA",""
"B001260","Representative","Vern","Buchanan","Vern Buchanan","R","FL",""
"B001262","Representative","Paul","Broun","Paul Broun","R","GA",""
"B001269","Representative","Lou","Barletta","Lou Barletta","R","PA",""
"B001270","Representative","Karen","Bass","Karen Bass","D","CA",""
"B001271","Representative","Dan","Benishek","Dan Benishek","R","MI",""
"B001272","Representative","Rick","Berg","Rick Berg","R","ND",""
"B001273","Representative","Diane","Black","Diane Black","R","TN",""
"B001274","Representative","Mo","Brooks","Mo Brooks","R","AL",""
"B001275","Representative","Larry","Bucshon","Larry Bucshon","R","IN",""
"B001276","Representative","Ann Marie","Buerkle","Ann Marie Buerkle","R","NY",""
"B001278","Representative","Suzanne","Bonamici","Suzanne Bonamici","D","OR",""
"B001279","Representative","Ron","Barber","Ron Barber","D","AZ",""
"C000059","Representative","Ken","Calvert","Ken Calvert","R","CA",""
"C000071","Representative","Dave","Camp","Dave Camp","R","MI",""
"C000266","Representative","Steven","Chabot","Steven Chabot","R","OH",""
"C000380","Delegate","Donna","Christensen","Donna Christensen","D","VI",""
"C000537","Representative","James","Clyburn","James Clyburn","D","SC",""
"C000556","Representative","Howard","Coble","Howard Coble","R","NC",""
"C000714","Representative","John","Conyers","John Conyers","D","MI",""
"C000754","Representative","Jim","Cooper","Jim Cooper","D","TN",""
"C000794","Representative","Jerry","Costello","Jerry Costello","D","IL",""
"C000984","Representative","Elijah","Cummings","Elijah Cummings","D","MD",""
"C001036","Representative","Lois","Capps","Lois Capps","D","CA",""
"C001037","Representative","Michael","Capuano","Michael Capuano","D","MA",""
"C001038","Representative","Joseph","Crowley","Joseph Crowley","D","NY",""
"C001045","Representative","Ander","Crenshaw","Ander Crenshaw","R","FL",""
"C001046","Representative","Eric","Cantor","Eric Cantor","R","VA",""
"C001047","Representative","Shelley","Capito","Shelley Capito","R","WV",""
"C001048","Representative","John","Culberson","John Culberson","R","TX",""
"C001049","Representative","William","Clay","William Clay","D","MO",""
"C001050","Representative","Dennis","Cardoza","Dennis Cardoza","D","CA",""
"C001051","Representative","John","Carter","John Carter","R","TX",""
"C001053","Representative","Tom","Cole","Tom Cole","R","OK",""
"C001058","Representative","Ben","Chandler","Ben Chandler","D","KY",""
"C001059","Representative","Jim","Costa","Jim Costa","D","CA",""
"C001060","Representative","Russ","Carnahan","Russ Carnahan","D","MO",""
"C001061","Representative","Emanuel","Cleaver","Emanuel Cleaver","D","MO",""
"C001062","Representative","K.","Conaway","K. Conaway","R","TX",""
"C001063","Representative","Henry","Cuellar","Henry Cuellar","D","TX",""
"C001064","Representative","John","Campbell","John Campbell","R","CA",""
"C001066","Representative","Kathy","Castor","Kathy Castor","D","FL",""
"C001067","Representative","Yvette","Clarke","Yvette Clarke","D","NY",""
"C001068","Representative","Steve","Cohen","Steve Cohen","D","TN",""
"C001069","Representative","Joe","Courtney","Joe Courtney","D","CT",""
"C001072","Representative","André","Carson","André Carson","D","IN",""
"C001075","Representative","Bill","Cassidy","Bill Cassidy","R","LA",""
"C001076","Representative","Jason","Chaffetz","Jason Chaffetz","R","UT",""
"C001077","Representative","Mike","Coffman","Mike Coffman","R","CO",""
"C001078","Representative","Gerald","Connolly","Gerald Connolly","D","VA",""
"C001080","Representative","Judy","Chu","Judy Chu","D","CA",""
"C001081","Representative","Mark","Critz","Mark Critz","D","PA",""
"C001082","Representative","Francisco","Canseco","Francisco Canseco","R","TX",""
"C001083","Representative","John","Carney","John Carney","D","DE",""
"C001084","Representative","David","Cicilline","David Cicilline","D","RI",""
"C001085","Representative","Hansen","Clarke","Hansen Clarke","D","MI",""
"C001086","Representative","Chip","Cravaack","Chip Cravaack","R","MN",""
"C001087","Representative","Rick","Crawford","Rick Crawford","R","AR",""
"C001089","Representative","David","Curson","David Curson","D","MI",""
"D000096","Representative","Danny","Davis","Danny Davis","D","IL",""
"D000191","Representative","Peter","DeFazio","Peter DeFazio","D","OR",""
"D000197","Representative","Diana","DeGette","Diana DeGette","D","CO",""
"D000216","Representative","Rosa","DeLauro","Rosa DeLauro","D","CT",""
"D000327","Representative","Norman","Dicks","Norman Dicks","D","WA",""
"D000355","Representative","John","Dingell","John Dingell","D","MI",""
"D000399","Representative","Lloyd","Doggett","Lloyd Doggett","D","TX",""
"D000482","Representative","Mike","Doyle","Mike Doyle","D","PA",""
"D000492","Representative","David","Dreier","David Dreier","R","CA",""
"D000533","Representative","John","Duncan","John Duncan","R","TN",""
"D000598","Representative","Susan","Davis","Susan Davis","D","CA",""
"D000600","Representative","Mario","Diaz-Balart","Mario Diaz-Balart","R","FL",""
"D000603","Representative","Geoff","Davis","Geoff Davis","R","KY",""
"D000604","Representative","Charlie","Dent","Charlie Dent","R","PA",""
"D000607","Representative","Joe","Donnelly","Joe Donnelly","D","IN",""
"D000610","Representative","Ted","Deutch","Ted Deutch","D","FL",""
"D000612","Representative","Jeffrey","Denham","Jeffrey Denham","R","CA",""
"D000613","Representative","Robert","Dold","Robert Dold","R","IL",""
"D000614","Representative","Sean","Duffy","Sean Duffy","R","WI",""
"D000615","Representative","Jeffrey","Duncan","Jeffrey Duncan","R","SC",""
"D000616","Representative","Scott","DesJarlais","Scott DesJarlais","R","TN",""
"D000617","Representative","Suzan","DelBene","Suzan DelBene","D","WA",""
"E000172","Representative","Jo Ann","Emerson","Jo Ann Emerson","R","MO",""
"E000179","Representative","Eliot","Engel","Eliot Engel","D","NY",""
"E000215","Representative","Anna","Eshoo","Anna Eshoo","D","CA",""
"E000288","Representative","Keith","Ellison","Keith Ellison","D","MN",""
"E000290","Representative","Donna","Edwards","Donna Edwards","D","MD",""
"E000291","Representative","Renee","Ellmers","Renee Ellmers","R","NC",""
"F000010","Delegate","Eni","Faleomavaega","Eni Faleomavaega","D","AS",""
"F000030","Representative","Sam","Farr","Sam Farr","D","CA",""
"F000043","Representative","Chaka","Fattah","Chaka Fattah","D","PA",""
"F000116","Representative","Bob","Filner","Bob Filner","D","CA",""
"F000339","Representative","Barney","Frank","Barney Frank","D","MA",""
