"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000031","Senator, 3rd Class","Brockman","Adams","Brockman Adams","D","WA",""
"A000069","Senator, 1st Class","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000219","Senator, 2nd Class","William","Armstrong","William Armstrong","R","CO",""
"B000243","Senator, 2nd Class","Max","Baucus","Max Baucus","D","MT",""
"B000401","Senator, 1st Class","Lloyd","Bentsen","Lloyd Bentsen","D","TX",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000468","Senator, 1st Class","Jeff","Bingaman","Jeff Bingaman","D","NM",""
"B000611","Senator, 3rd Class","Christopher","Bond","Christopher Bond","R","MO",""
"B000639","Senator, 2nd Class","David","Boren","David Boren","D","OK",""
"B000647","Senator, 2nd Class","Rudolph","Boschwitz","Rudolph Boschwitz","R","MN",""
"B000780","Senator, 3rd Class","John","Breaux","John Breaux","D","LA",""
"B000993","Senator, 1st Class","Richard","Bryan","Richard Bryan","D","NV",""
"B001057","Senator, 3rd Class","Dale","Bumpers","Dale Bumpers","D","AR",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","D","ND",""
"B001126","Senator, 1st Class","Conrad","Burns","Conrad Burns","R","MT",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"B001225","Senator, 2nd Class","William","Bradley","William Bradley","D","NJ",""
"C000269","Senator, 1st Class","John","Chafee","John Chafee","R","RI",""
"C000542","Senator, 3rd Class","Daniel","Coats","Daniel Coats","R","IN",""
"C000567","Senator, 2nd Class","Thad","Cochran","Thad Cochran","R","MS",""
"C000598","Senator, 2nd Class","William","Cohen","William Cohen","R","ME",""
"C000705","Senator, 3rd Class","Kent","Conrad","Kent Conrad","D","ND",""
"C000877","Senator, 3rd Class","Alan","Cranston","Alan Cranston","D","CA",""
"D000018","Senator, 3rd Class","Alfonse","D'Amato","Alfonse D'Amato","R","NY",""
"D000030","Senator, 1st Class","John","Danforth","John Danforth","R","MO",""
