"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"A000062","Senator, 3rd Class","George","Aiken","George Aiken","VT","R",""
"B000095","Senator, 1st Class","Raymond","Baldwin","Raymond Baldwin","CT","R",""
"B000099","Senator, 2nd Class","Joseph","Ball","Joseph Ball","MN","R",""
"B000145","Senator, 3rd Class","Alben","Barkley","Alben Barkley","KY","D",""
"B000460","Senator, 1st Class","Theodore","Bilbo","Theodore Bilbo","MS","D",""
"B000816","Senator, 1st Class","Ralph","Brewster","Ralph Brewster","ME","R",""
"B000820","Senator, 1st Class","John","Bricker","John Bricker","OH","R",""
"B000823","Senator, 2nd Class","Henry","Bridges","Henry Bridges","NH","R",""
"B000874","Senator, 2nd Class","Charles","Brooks","Charles Brooks","IL","R",""
"B000894","Senator, 2nd Class","Joseph","Broughton","Joseph Broughton","NC","D",""
"B001013","Senator, 2nd Class","Clayton","Buck","Clayton Buck","DE","R",""
"B001168","Senator, 2nd Class","Harlan","Bushfield","Harlan Bushfield","SD","R",""
"B001169","Senator, 2nd Class","Vera","Bushfield","Vera Bushfield","SD","R",""
"B001177","Senator, 1st Class","Hugh","Butler","Hugh Butler","NE","R",""
"B001208","Senator, 1st Class","Harry","Byrd","Harry Byrd","VA","D",""
"C000021","Senator, 1st Class","Harry","Cain","Harry Cain","WA","R",""
"C000128","Senator, 3rd Class","Homer","Capehart","Homer Capehart","IN","R",""
"C000133","Senator, 2nd Class","Arthur","Capper","Arthur Capper","KS","R",""
"C000338","Senator, 1st Class","Dennis","Chavez","Dennis Chavez","NM","D",""
"C000684","Senator, 1st Class","Thomas","Connally","Thomas Connally","TX","D",""
"C000758","Senator, 2nd Class","John","Cooper","John Cooper","KY","R",""
"C000774","Senator, 2nd Class","Guy","Cordon","Guy Cordon","OR","R",""
"D000414","Senator, 3rd Class","Forrest","Donnell","Forrest Donnell","MO","R",""
"D000469","Senator, 3rd Class","Sheridan","Downey","Sheridan Downey","CA","D",""
"D000585","Senator, 2nd Class","Henry","Dworshak","Henry Dworshak","ID","R",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","MS","D",""
"E000037","Senator, 1st Class","Zales","Ecton","Zales Ecton","MT","R",""
"E000112","Senator, 2nd Class","Allen","Ellender","Allen Ellender","LA","D",""
"F000057","Senator, 3rd Class","William","Feazel","William Feazel","LA","D",""
"F000081","Senator, 2nd Class","Homer","Ferguson","Homer Ferguson","MI","R",""
"F000190","Senator, 1st Class","Ralph","Flanders","Ralph Flanders","VT","R",""
"F000401","Senator, 3rd Class","James","Fulbright","James Fulbright","AR","D",""
"G000131","Senator, 3rd Class","Walter","George","Walter George","GA","D",""
"G000418","Senator, 2nd Class","Theodore","Green","Theodore Green","RI","D",""
"G000532","Senator, 3rd Class","John","Gurney","John Gurney","SD","R",""
"H000334","Senator, 2nd Class","Carl","Hatch","Carl Hatch","NM","D",""
"H000365","Senator, 2nd Class","Albert","Hawkes","Albert Hawkes","NJ","R",""
"H000385","Senator, 3rd Class","Carl","Hayden","Carl Hayden","AZ","D",""
"H000559","Senator, 3rd Class","Bourke","Hickenlooper","Bourke Hickenlooper","IA","R",""
"H000598","Senator, 3rd Class","Joseph","Hill","Joseph Hill","AL","D",""
"H000679","Senator, 3rd Class","Clyde","Hoey","Clyde Hoey","NC","D",""
"H000720","Senator, 1st Class","Spessard","Holland","Spessard Holland","FL","D",""
"I000050","Senator, 1st Class","Irving","Ives","Irving Ives","NY","R",""
"J000093","Senator, 1st Class","William","Jenner","William Jenner","IN","R",""
"J000127","Senator, 2nd Class","Edwin","Johnson","Edwin Johnson","CO","D",""
"J000195","Senator, 3rd Class","Olin","Johnston","Olin Johnston","SC","D",""
"K000082","Senator, 1st Class","James","Kem","James Kem","MO","R",""
"K000176","Senator, 1st Class","Harley","Kilgore","Harley Kilgore","WV","D",""
"K000292","Senator, 1st Class","William","Knowland","William Knowland","CA","R",""
"L000070","Senator, 1st Class","William","Langer","William Langer","ND","R",""
"L000394","Senator, 1st Class","Henry","Lodge","Henry Lodge","MA","R",""
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","LA","D",""
"L000493","Senator, 3rd Class","Scott","Lucas","Scott Lucas","IL","D",""
