api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000374.json,False,,,N00036633,76236,1954-09-16,5,0.508,CongressmanRalphAbraham,202-225-5639,H4LA05221,Ralph,M,2205,/m/012dwd7_,412630,21522,A000374,,False,Abraham,2019-10-07 10:26:54 -0400,,,18,1.49,2018,ocd-division/country:us/state:la/cd:5,417 Cannon House Office Building,R,202-225-8490,https://abraham.house.gov/rss.xml,4,Rep.,LA,,Representative,0,1211,RepAbraham,https://abraham.house.gov,2.44,97.56,155414,
https://api.propublica.org/congress/v1/members/A000370.json,False,,,N00035451,76386,1946-05-27,12,-0.469,CongresswomanAdams,202-225-1512,H4NC12100,Alma,F,3712,/m/02b45d,412607,21545,A000370,,False,Adams,2021-03-02 02:35:22 -0500,,,32,2.64,2018,ocd-division/country:us/state:nc/cd:12,222 Cannon House Office Building,D,202-225-1510,https://adams.house.gov/rss.xml,6,Rep.,NC,,Representative,2,1211,RepAdams,https://adams.house.gov,1.48,98.52,5935,
https://api.propublica.org/congress/v1/members/A000055.json,False,,,N00003028,45516,1965-07-22,4,0.361,RobertAderholt,202-225-5587,H6AL04098,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2021-03-02 02:35:23 -0500,,B.,50,4.13,2018,ocd-division/country:us/state:al/cd:4,235 Cannon House Office Building,R,202-225-4876,https://aderholt.house.gov/rss.xml,22,Rep.,AL,,Representative,0,1211,Robert_Aderholt,https://aderholt.house.gov,2.42,97.58,441,RobertAderholt
https://api.propublica.org/congress/v1/members/A000371.json,False,,,N00033997,79994,1979-06-19,31,-0.285,reppeteaguilar,202-226-6962,H2CA31125,Pete,M,0631,/m/0jwv0xf,412615,21506,A000371,,False,Aguilar,2021-03-02 02:35:23 -0500,,,14,1.16,2018,ocd-division/country:us/state:ca/cd:31,1223 Longworth House Office Building,D,202-225-3201,,4,Rep.,CA,,Representative,2,1211,reppeteaguilar,https://aguilar.house.gov,4.81,95.19,70114,
https://api.propublica.org/congress/v1/members/A000372.json,False,,,N00033720,62545,1951-11-07,12,0.611,CongressmanRickAllen,202-225-3377,H2GA12121,Rick,M,1312,/m/0127y9dk,412625,21516,A000372,,False,Allen,2021-03-02 02:35:23 -0500,,,16,1.32,2018,ocd-division/country:us/state:ga/cd:12,426 Cannon House Office Building,R,202-225-2823,,4,Rep.,GA,,Representative,0,1211,reprickallen,https://allen.house.gov,1.43,98.57,136062,
https://api.propublica.org/congress/v1/members/A000367.json,False,,,N00031938,1033767,1980-04-18,3,0.648,repjustinamash,202-225-5144,H0MI03126,Justin,M,2603,/m/0c00p_n,412438,21143,A000367,,False,Amash,2019-10-07 10:26:54 -0400,,,1,0.08,2018,ocd-division/country:us/state:mi/cd:3,114 Cannon House Office Building,R,202-225-3831,https://amash.house.gov/rss.xml,8,Rep.,MI,,Representative,2,1211,justinamash,https://amash.house.gov,33.8,66.2,105566,repjustinamash
https://api.propublica.org/congress/v1/members/A000369.json,False,,,N00031177,62817,1958-06-12,2,0.375,MarkAmodeiNV2,202-225-5679,H2NV02395,Mark,M,3202,/m/03bzdkn,412500,21196,A000369,,False,Amodei,2021-03-02 02:35:23 -0500,,,36,2.97,2018,ocd-division/country:us/state:nv/cd:2,332 Cannon House Office Building,R,202-225-6155,,8,Rep.,NV,,Representative,2,1211,MarkAmodeiNV2,https://amodei.house.gov,3.59,96.41,12537,markamodeinv2
https://api.propublica.org/congress/v1/members/A000375.json,False,,,N00038285,1016482,1972-03-09,19,0.549,JodeyArrington,,H6TX19099,Jodey,M,4819,/m/0g9_f_1,412726,21700,A000375,,False,Arrington,2021-03-02 02:35:23 -0500,,,32,2.64,2018,ocd-division/country:us/state:tx/cd:19,1029 Longworth House Office Building,R,202-225-4005,,2,Rep.,TX,,Representative,0,1211,RepArrington,https://arrington.house.gov,0.77,99.23,155685,
https://api.propublica.org/congress/v1/members/B001291.json,False,,,N00005736,44883,1948-03-23,36,0.693,RepBrianBabin,202-226-0396,H6TX02079,Brian,M,4836,/m/010qgj35,412655,21551,B001291,,False,Babin,2021-03-02 02:35:23 -0500,,,20,1.65,2018,ocd-division/country:us/state:tx/cd:36,316 Cannon House Office Building,R,202-225-1555,,4,Rep.,TX,,Representative,0,1211,RepBrianBabin,https://babin.house.gov,3.71,96.29,360,
https://api.propublica.org/congress/v1/members/B001298.json,False,,,N00037049,103442,1963-08-16,2,0.432,RepDonBacon,,H6NE02125,Don,M,3102,/m/01311t71,412713,21701,B001298,,False,Bacon,2021-03-02 02:35:23 -0500,,,1,0.08,2018,ocd-division/country:us/state:ne/cd:2,1516 Longworth House Office Building,R,202-225-4155,,2,Rep.,NE,,Representative,0,1211,repdonbacon,https://bacon.house.gov,3.16,96.84,166299,
https://api.propublica.org/congress/v1/members/B001306.json,False,,,N00042194,,1962-01-16,12,,,,,Troy,M,3912,/m/09ry4tm,412747,,B001306,,False,Balderson,2021-03-02 02:35:24 -0500,,,1,0.86,,ocd-division/country:us/state:oh/cd:12,,R,,,2,Rep.,OH,,Representative,0,116,RepBalderson,https://balderson.house.gov,0.0,100.0,102781,
https://api.propublica.org/congress/v1/members/B001299.json,False,,,N00037185,89806,1979-07-16,3,0.653,RepJimBanks,,H6IN03229,Jim,M,1803,/m/0j621nj,412702,21702,B001299,,False,Banks,2021-03-02 02:35:24 -0500,,,5,0.41,2018,ocd-division/country:us/state:in/cd:3,509 Cannon House Office Building,R,202-225-4436,,2,Rep.,IN,,Representative,0,1211,RepJimBanks,https://banks.house.gov,2.58,97.42,116801,
https://api.propublica.org/congress/v1/members/B001269.json,False,,,N00025495,29618,1956-01-28,11,0.278,CongressmanLouBarletta,202-225-0764,H2PA11098,Lou,M,4211,/m/03wcvjl,412469,21171,B001269,,False,Barletta,2019-10-07 10:26:54 -0400,,,139,11.48,2018,ocd-division/country:us/state:pa/cd:11,2049 Rayburn House Office Building,R,202-225-6511,,8,Rep.,PA,,Representative,0,1211,RepLouBarletta,https://barletta.house.gov,4.13,95.87,47143,reploubarletta
https://api.propublica.org/congress/v1/members/B001282.json,False,,,N00031233,61848,1973-07-24,6,0.488,RepAndyBarr,,H0KY06104,Andy,M,2106,/m/0ddc6r6,412541,21333,B001282,,False,Barr,2021-03-02 02:35:24 -0500,,,22,1.82,2018,ocd-division/country:us/state:ky/cd:6,1427 Longworth House Office Building,R,202-225-4706,,6,Rep.,KY,,Representative,0,1211,RepAndyBarr,https://barr.house.gov,2.79,97.21,117290,RepAndyBarr
https://api.propublica.org/congress/v1/members/B001300.json,False,,,N00037019,104730,1976-09-15,44,-0.508,CongresswomanBarragan,,H6CA44103,Nanette,F,0644,/g/11bx55ybbz,412687,21703,B001300,,False,Barragán,2021-03-02 02:35:24 -0500,,,31,2.56,2018,ocd-division/country:us/state:ca/cd:44,1320 Longworth House Office Building,D,202-225-8220,https://barragan.house.gov/feed/,2,Rep.,CA,,Representative,2,1211,RepBarragan,https://barragan.house.gov,2.79,97.22,166270,
https://api.propublica.org/congress/v1/members/B000213.json,False,,,N00005656,5248,1949-09-15,6,0.528,RepJoeBarton,202-225-3052,H4TX06117,Joe,M,4806,/m/03rspq,400018,15085,B000213,,False,Barton,2019-10-07 10:26:54 -0400,,L.,56,4.62,2018,ocd-division/country:us/state:tx/cd:6,2107 Rayburn House Office Building,R,202-225-2002,,34,Rep.,TX,,Representative,0,1211,RepJoeBarton,https://joebarton.house.gov,3.48,96.52,27082,repjoebarton
https://api.propublica.org/congress/v1/members/B001270.json,False,,,N00031877,62502,1953-10-03,37,-0.586,RepKarenBass,202-225-2422,H0CA33117,Karen,F,0637,/m/027g9m6,412404,21110,B001270,,False,Bass,2021-03-02 02:35:24 -0500,,,104,8.59,2018,ocd-division/country:us/state:ca/cd:37,2241 Rayburn House Office Building,D,202-225-7084,https://bass.house.gov/rss.xml,8,Rep.,CA,,Representative,0,1211,RepKarenBass,https://bass.house.gov,3.81,96.19,28963,RepKarenBass
https://api.propublica.org/congress/v1/members/B001281.json,False,,,N00033904,67294,1950-03-12,3,-0.428,RepJoyceBeatty,202-225-1984,H2OH03125,Joyce,F,3903,/m/03lcwb,412565,21352,B001281,,False,Beatty,2021-03-02 02:35:24 -0500,,,68,5.62,2018,ocd-division/country:us/state:oh/cd:3,133 Cannon House Office Building,D,202-225-4324,https://beatty.house.gov/rss.xml,6,Rep.,OH,,Representative,2,1211,RepBeatty,https://beatty.house.gov,2.78,97.22,2427,
https://api.propublica.org/congress/v1/members/B000287.json,False,,,,26567,1958-01-26,34,-0.512,XavierBecerra,,H2CA30143,Xavier,M,0634,/m/024trk,400021,29316,B000287,,False,Becerra,2019-10-07 10:26:54 -0400,,,42,68.85,2018,ocd-division/country:us/state:ca/cd:34,,D,202-225-6235,https://becerra.house.gov/rss/press-releases.xml,26,Rep.,CA,,Representative,0,61,RepBecerra,http://becerra.house.gov,0.0,100.0,,XavierBecerra
https://api.propublica.org/congress/v1/members/B001287.json,False,,,N00030717,1033636,1965-03-02,7,-0.228,RepAmiBera,202-226-1298,H0CA03078,Ami,M,0607,/m/0dgqnts,412512,21304,B001287,,False,Bera,2021-03-02 02:35:24 -0500,,,1,0.08,2018,ocd-division/country:us/state:ca/cd:7,1431 Longworth House Office Building,D,202-225-5716,https://bera.house.gov/rss.xml,6,Rep.,CA,,Representative,0,1211,RepBera,https://bera.house.gov,6.7,93.3,120030,repamibera
