api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-07 14:02:50 -0400,,,57,4.7,ocd-division/country:us/state:hi/cd:1,,D,,,12,Rep.,HI,,Representative,5,1214,neilabercrombie,,9.0,91.08,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-07 14:02:50 -0400,,L.,163,13.43,ocd-division/country:us/state:ny/cd:5,,D,,,18,Rep.,NY,,Representative,2,1214,repgaryackerman,,4.63,95.66,,RepAckerman
https://api.propublica.org/congress/v1/members/A000055.json,False,,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2021-03-02 02:35:23 -0500,,B.,16,1.32,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,4,Rep.,AL,,Representative,0,1214,Robert_Aderholt,https://aderholt.house.gov,9.86,90.31,441,RobertAderholt
https://api.propublica.org/congress/v1/members/A000357.json,False,,,,,1945-04-16,1,,,,,Thomas,M,2301,,400007,29728,A000357,,False,Allen,2019-10-07 14:02:50 -0400,,H.,23,1.89,ocd-division/country:us/state:me/cd:1,,D,,,4,Rep.,ME,,Representative,1,1214,,,4.77,95.49,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-07 14:02:50 -0400,,E.,30,2.47,ocd-division/country:us/state:nj/cd:1,,D,,,12,Rep.,NJ,,Representative,0,1214,RepAndrews,http://andrews.house.gov/,9.07,91.1,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2019-10-07 14:02:50 -0400,,,86,7.08,ocd-division/country:us/state:tx/cd:7,,R,,,30,Rep.,TX,,Representative,0,1214,,,7.11,92.89,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-07 14:02:50 -0400,,K.,29,2.39,ocd-division/country:us/state:tx/cd:26,,R,,,16,Rep.,TX,,Representative,0,1214,,,4.56,95.7,,
https://api.propublica.org/congress/v1/members/B001234.json,False,,,,81682,1947-01-23,42,,,,,Joe,M,0642,/m/024xk0,400009,29942,B001234,,False,Baca,2019-10-07 14:02:50 -0400,,,37,6.07,ocd-division/country:us/state:ca/cd:42,,D,,,2,Rep.,CA,,Representative,0,610,,,8.32,92.21,,
https://api.propublica.org/congress/v1/members/B000013.json,False,,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2019-10-07 14:02:50 -0400,,,19,1.57,ocd-division/country:us/state:al/cd:6,,R,,,8,Rep.,AL,,Representative,1,1214,BachusAL06,http://bachus.house.gov,6.99,93.27,,congressmanbachus
https://api.propublica.org/congress/v1/members/B001229.json,False,,,,45981,1956-03-07,3,,,,,Brian,M,5303,/m/02593n,400011,29938,B001229,,False,Baird,2019-10-07 14:02:50 -0400,,,19,1.57,ocd-division/country:us/state:wa/cd:3,,D,,,2,Rep.,WA,,Representative,2,1214,,,11.62,88.63,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2019-10-07 14:02:50 -0400,,Hugh,54,4.45,ocd-division/country:us/state:la/cd:6,,R,,,14,Rep.,LA,,Representative,0,1214,,,5.35,94.82,,
https://api.propublica.org/congress/v1/members/B000081.json,False,,,,,1955-01-30,2,,,,,John,M,2302,,400525,29528,B000081,,False,Baldacci,2019-10-07 14:02:50 -0400,,,17,1.4,ocd-division/country:us/state:me/cd:2,,D,,,6,Rep.,ME,,Representative,0,1214,,,6.36,93.89,,
