id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
TIER_ONE-2016-1-THH-HAN,1,TIER_ONE,2016,1,FINISHED,2016-02-20,16:00,Thanh Hóa,THH,Đông Á Thanh Hóa,3,0,HAN,Hà Nội,
TIER_ONE-2016-1-DAN-DOT,1,TIER_ONE,2016,1,FINISHED,2016-02-20,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,2,1,DOT,Đồng Tháp,
TIER_ONE-2016-1-BIDU-CAT,1,TIER_ONE,2016,1,FINISHED,2016-02-20,17:00,Bình Dương,BIDU,Becamex Bình Dương,2,0,CAT,Cần Thơ,
TIER_ONE-2016-1-QNI-KHH,1,TIER_ONE,2016,1,FINISHED,2016-02-21,16:00,Cẩm Phả,QNI,Than Quảng Ninh,1,2,KHH,Khánh Hòa,
TIER_ONE-2016-1-NAN-HAP,1,TIER_ONE,2016,1,FINISHED,2016-02-21,16:00,Vinh,NAN,Sông Lam Nghệ An,0,2,HAP,Hải Phòng,
TIER_ONE-2016-1-LAN-QNA,1,TIER_ONE,2016,1,FINISHED,2016-02-21,16:30,Long An,LAN,Long An,1,0,QNA,Quảng Nam,
TIER_ONE-2016-1-SGO-GLA,1,TIER_ONE,2016,1,FINISHED,2016-02-21,17:00,Thống Nhất,SGO,Sài Gòn,0,5,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2016-2-NAN-QNA,1,TIER_ONE,2016,2,FINISHED,2016-03-05,16:00,Vinh,NAN,Sông Lam Nghệ An,3,3,QNA,Quảng Nam,
TIER_ONE-2016-2-DAN-KHH,1,TIER_ONE,2016,2,FINISHED,2016-03-05,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,1,0,KHH,Khánh Hòa,
TIER_ONE-2016-2-HAP-CAT,1,TIER_ONE,2016,2,FINISHED,2016-03-05,17:00,Lạch Tray,HAP,Hải Phòng,1,0,CAT,Cần Thơ,
TIER_ONE-2016-2-LAN-BIDU,1,TIER_ONE,2016,2,FINISHED,2016-03-06,16:30,Long An,LAN,Long An,1,1,BIDU,Becamex Bình Dương,
TIER_ONE-2016-2-GLA-QNI,1,TIER_ONE,2016,2,FINISHED,2016-03-06,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,0,0,QNI,Than Quảng Ninh,
TIER_ONE-2016-2-HAN-SGO,1,TIER_ONE,2016,2,FINISHED,2016-03-06,17:30,Hàng Đẫy,HAN,Hà Nội,1,1,SGO,Sài Gòn,
TIER_ONE-2016-2-BIDU-NAN,1,TIER_ONE,2016,2,FINISHED,2016-03-10,17:00,Bình Dương,BIDU,Becamex Bình Dương,1,2,NAN,Sông Lam Nghệ An,
TIER_ONE-2016-3-QNI-THH,1,TIER_ONE,2016,3,FINISHED,2016-03-12,16:00,Cẩm Phả,QNI,Than Quảng Ninh,2,4,THH,Đông Á Thanh Hóa,
TIER_ONE-2016-3-KHH-HAN,1,TIER_ONE,2016,3,FINISHED,2016-03-12,17:00,19/8 Nha Trang,KHH,Khánh Hòa,1,0,HAN,Hà Nội,
TIER_ONE-2016-3-QNA-HAP,1,TIER_ONE,2016,3,FINISHED,2016-03-12,17:00,Quảng Nam,QNA,Quảng Nam,0,1,HAP,Hải Phòng,
TIER_ONE-2016-3-DOT-GLA,1,TIER_ONE,2016,3,FINISHED,2016-03-13,16:30,Đồng Tháp,DOT,Đồng Tháp,2,1,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2016-3-CAT-LAN,1,TIER_ONE,2016,3,FINISHED,2016-03-13,17:00,Cần Thơ,CAT,Cần Thơ,2,1,LAN,Long An,
TIER_ONE-2016-3-SGO-DAN,1,TIER_ONE,2016,3,FINISHED,2016-03-13,17:00,Thống Nhất,SGO,Sài Gòn,3,0,DAN,SHB Đà Nẵng,
TIER_ONE-2016-3-THH-DOT,1,TIER_ONE,2016,3,FINISHED,2016-03-18,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,4,0,DOT,Đồng Tháp,
TIER_ONE-2016-4-NAN-SGO,1,TIER_ONE,2016,4,FINISHED,2016-04-10,16:00,Vinh,NAN,Sông Lam Nghệ An,1,0,SGO,Sài Gòn,
TIER_ONE-2016-4-QNA-THH,1,TIER_ONE,2016,4,FINISHED,2016-04-10,16:30,Quảng Nam,QNA,Quảng Nam,2,0,THH,Đông Á Thanh Hóa,
TIER_ONE-2016-4-KHH-LAN,1,TIER_ONE,2016,4,FINISHED,2016-04-10,17:00,19/8 Nha Trang,KHH,Khánh Hòa,2,0,LAN,Long An,
TIER_ONE-2016-4-DAN-QNI,1,TIER_ONE,2016,4,FINISHED,2016-04-10,17:00,Hòa Xuân,DAN,SHB Đà Nẵng,1,0,QNI,Than Quảng Ninh,
TIER_ONE-2016-4-CAT-DOT,1,TIER_ONE,2016,4,FINISHED,2016-04-10,17:00,Cần Thơ,CAT,Cần Thơ,4,1,DOT,Đồng Tháp,
TIER_ONE-2016-4-HAP-GLA,1,TIER_ONE,2016,4,FINISHED,2016-04-10,17:00,Lạch Tray,HAP,Hải Phòng,4,2,GLA,Hoàng Anh Gia Lai,
TIER_ONE-2016-4-HAN-BIDU,1,TIER_ONE,2016,4,FINISHED,2016-04-10,17:30,Hàng Đẫy,HAN,Hà Nội,1,2,BIDU,Becamex Bình Dương,
TIER_ONE-2016-5-BIDU-KHH,1,TIER_ONE,2016,5,FINISHED,2016-04-15,17:00,Bình Dương,BIDU,Becamex Bình Dương,3,1,KHH,Khánh Hòa,
TIER_ONE-2016-5-LAN-HAN,1,TIER_ONE,2016,5,FINISHED,2016-04-16,16:30,Long An,LAN,Long An,2,5,HAN,Hà Nội,
TIER_ONE-2016-5-DOT-HAP,1,TIER_ONE,2016,5,FINISHED,2016-04-16,16:30,Đồng Tháp,DOT,Đồng Tháp,0,1,HAP,Hải Phòng,
TIER_ONE-2016-5-QNI-NAN,1,TIER_ONE,2016,5,FINISHED,2016-04-16,18:00,Cẩm Phả,QNI,Than Quảng Ninh,3,1,NAN,Sông Lam Nghệ An,
TIER_ONE-2016-5-THH-DAN,1,TIER_ONE,2016,5,FINISHED,2016-04-17,17:00,Thanh Hóa,THH,Đông Á Thanh Hóa,3,1,DAN,SHB Đà Nẵng,
TIER_ONE-2016-5-GLA-CAT,1,TIER_ONE,2016,5,FINISHED,2016-04-17,17:00,Pleiku,GLA,Hoàng Anh Gia Lai,2,1,CAT,Cần Thơ,
TIER_ONE-2016-5-SGO-QNA,1,TIER_ONE,2016,5,FINISHED,2016-04-17,17:00,Thống Nhất,SGO,Sài Gòn,0,0,QNA,Quảng Nam,
TIER_ONE-2016-6-QNA-KHH,1,TIER_ONE,2016,6,FINISHED,2016-04-23,16:30,Quảng Nam,QNA,Quảng Nam,1,1,KHH,Khánh Hòa,
