id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-HUE-HCM,2,TIER_TWO,2015,1,FINISHED,2015-04-11,15:30,Tự Do,HUE,Huế,3,0,HCM,TP Hồ Chí Minh,
1-PYE-BPH,2,TIER_TWO,2015,1,FINISHED,2015-04-11,15:30,,PYE,Phú Yên,0,0,BPH,Bình Phước,
1-NAD-CAND,2,TIER_TWO,2015,1,FINISHED,2015-04-11,16:00,Thiên Trường,NAD,Nam Định,2,1,CAND,Công An Nhân Dân,
1-SGO-DAL,2,TIER_TWO,2015,1,FINISHED,2015-04-11,17:00,Thống Nhất,SGO,Sài Gòn,1,0,DAL,Đắk Lắk,
2-BPH-SGO,2,TIER_TWO,2015,2,FINISHED,2015-04-18,15:00,Bình Phước,BPH,Bình Phước,1,1,SGO,Sài Gòn,
2-DAL-PYE,2,TIER_TWO,2015,2,FINISHED,2015-04-18,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,0,3,PYE,Phú Yên,
2-CAND-HUE,2,TIER_TWO,2015,2,FINISHED,2015-04-18,17:00,Pleiku,CAND,Công An Nhân Dân,0,1,HUE,Huế,
2-HCM-NAD,2,TIER_TWO,2015,2,FINISHED,2015-04-18,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,1,NAD,Nam Định,
3-DAL-NAD,2,TIER_TWO,2015,3,FINISHED,2015-04-23,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,1,1,NAD,Nam Định,
3-PYE-HCM,2,TIER_TWO,2015,3,FINISHED,2015-04-23,15:30,,PYE,Phú Yên,1,1,HCM,TP Hồ Chí Minh,
3-HUE-BPH,2,TIER_TWO,2015,3,FINISHED,2015-04-25,15:30,Tự Do,HUE,Huế,2,1,BPH,Bình Phước,
3-CAND-SGO,2,TIER_TWO,2015,3,FINISHED,2015-04-26,17:00,Pleiku,CAND,Công An Nhân Dân,1,0,SGO,Sài Gòn,
4-HCM-DAL,2,TIER_TWO,2015,4,FINISHED,2015-04-28,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,3,0,DAL,Đắk Lắk,
4-BPH-CAND,2,TIER_TWO,2015,4,FINISHED,2015-05-02,15:00,Bình Phước,BPH,Bình Phước,3,0,CAND,Công An Nhân Dân,
4-NAD-PYE,2,TIER_TWO,2015,4,FINISHED,2015-05-02,16:00,Thiên Trường,NAD,Nam Định,1,1,PYE,Phú Yên,
4-SGO-HUE,2,TIER_TWO,2015,4,FINISHED,2015-05-02,17:00,Thống Nhất,SGO,Sài Gòn,1,1,HUE,Huế,
5-DAL-BPH,2,TIER_TWO,2015,5,FINISHED,2015-06-27,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,1,3,BPH,Bình Phước,
5-HUE-NAD,2,TIER_TWO,2015,5,FINISHED,2015-06-27,15:30,Tự Do,HUE,Huế,3,1,NAD,Nam Định,
5-PYE-SGO,2,TIER_TWO,2015,5,FINISHED,2015-06-27,15:30,,PYE,Phú Yên,2,3,SGO,Sài Gòn,
5-CAND-HCM,2,TIER_TWO,2015,5,FINISHED,2015-06-27,17:00,Pleiku,CAND,Công An Nhân Dân,0,1,HCM,TP Hồ Chí Minh,
6-BPH-NAD,2,TIER_TWO,2015,6,FINISHED,2015-07-04,15:00,Bình Phước,BPH,Bình Phước,3,1,NAD,Nam Định,
6-DAL-HUE,2,TIER_TWO,2015,6,FINISHED,2015-07-04,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,1,0,HUE,Huế,
6-SGO-HCM,2,TIER_TWO,2015,6,FINISHED,2015-07-04,17:00,Thống Nhất,SGO,Sài Gòn,1,0,HCM,TP Hồ Chí Minh,
6-PYE-CAND,2,TIER_TWO,2015,6,FINISHED,2015-07-05,15:30,,PYE,Phú Yên,2,2,CAND,Công An Nhân Dân,
7-HUE-PYE,2,TIER_TWO,2015,7,FINISHED,2015-07-11,15:30,Tự Do,HUE,Huế,1,1,PYE,Phú Yên,
7-NAD-SGO,2,TIER_TWO,2015,7,FINISHED,2015-07-11,16:00,Thiên Trường,NAD,Nam Định,0,2,SGO,Sài Gòn,
7-CAND-DAL,2,TIER_TWO,2015,7,FINISHED,2015-07-11,17:00,Pleiku,CAND,Công An Nhân Dân,0,0,DAL,Đắk Lắk,
7-HCM-BPH,2,TIER_TWO,2015,7,FINISHED,2015-07-11,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,3,1,BPH,Bình Phước,
8-DAL-SGO,2,TIER_TWO,2015,8,FINISHED,2015-07-18,15:00,Buôn Ma Thuột,DAL,Đắk Lắk,2,3,SGO,Sài Gòn,
8-BPH-PYE,2,TIER_TWO,2015,8,FINISHED,2015-07-18,15:00,Bình Phước,BPH,Bình Phước,0,4,PYE,Phú Yên,
8-CAND-NAD,2,TIER_TWO,2015,8,FINISHED,2015-07-18,17:00,Pleiku,CAND,Công An Nhân Dân,3,1,NAD,Nam Định,
8-HCM-HUE,2,TIER_TWO,2015,8,FINISHED,2015-07-18,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,1,HUE,Huế,
9-PYE-DAL,2,TIER_TWO,2015,9,FINISHED,2015-07-25,15:00,,PYE,Phú Yên,1,1,DAL,Đắk Lắk,
9-HUE-CAND,2,TIER_TWO,2015,9,FINISHED,2015-07-25,15:30,Tự Do,HUE,Huế,0,0,CAND,Công An Nhân Dân,
