id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-TDC-QNI,2,TIER_TWO,2012,1,FINISHED,2011-12-30,15:30,Bình Dương,TDC,TDC Bình Dương,0,3,QNI,Than Quảng Ninh,
1-DON-BIDI,2,TIER_TWO,2012,1,FINISHED,2011-12-31,15:30,,DON,Đồng Nai,2,0,BIDI,Topenland Bình Định,
1-TNI-QNA,2,TIER_TWO,2012,1,FINISHED,2011-12-31,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,3,QNA,Quảng Nam,
1-ANGI-LAD,2,TIER_TWO,2012,1,FINISHED,2011-12-31,15:30,Kiên Giang,ANGI,An Giang,1,1,LAD,XSKT Lâm Đồng,
1-TBDHN-SGO,2,TIER_TWO,2012,1,FINISHED,2011-12-31,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,0,1,SGO,Sài Gòn,
1-CAT-HCM,2,TIER_TWO,2012,1,FINISHED,2011-12-31,17:00,Cần Thơ,CAT,Cần Thơ,0,0,HCM,TP Hồ Chí Minh,
1-TDAN-LAN,2,TIER_TWO,2012,1,FINISHED,2011-12-31,18:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,1,2,LAN,Long An,
2-QNI-DON,2,TIER_TWO,2012,2,FINISHED,2012-01-07,15:00,Cẩm Phả,QNI,Than Quảng Ninh,0,0,DON,Đồng Nai,
2-LAD-TBDHN,2,TIER_TWO,2012,2,FINISHED,2012-01-07,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,2,1,TBDHN,Trẻ Bóng đá Hà Nội,
2-QNA-CAT,2,TIER_TWO,2012,2,FINISHED,2012-01-07,15:30,Quảng Nam,QNA,Quảng Nam,1,1,CAT,Cần Thơ,
2-BIDI-TDAN,2,TIER_TWO,2012,2,FINISHED,2012-01-07,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,1,TDAN,Trẻ SHB Đà Nẵng,
2-SGO-ANGI,2,TIER_TWO,2012,2,FINISHED,2012-01-07,16:30,Thống Nhất,SGO,Sài Gòn,1,1,ANGI,An Giang,
2-LAN-TDC,2,TIER_TWO,2012,2,FINISHED,2012-01-07,17:00,Long An,LAN,Long An,0,0,TDC,TDC Bình Dương,
2-HCM-TNI,2,TIER_TWO,2012,2,FINISHED,2012-01-07,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,3,1,TNI,XM Fico - YTL Tây Ninh,
3-LAD-BIDI,2,TIER_TWO,2012,3,FINISHED,2012-01-14,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,0,1,BIDI,Topenland Bình Định,
3-TDC-ANGI,2,TIER_TWO,2012,3,FINISHED,2012-01-14,15:30,Bình Dương,TDC,TDC Bình Dương,0,0,ANGI,An Giang,
3-QNA-SGO,2,TIER_TWO,2012,3,FINISHED,2012-01-14,15:30,Quảng Nam,QNA,Quảng Nam,1,2,SGO,Sài Gòn,
3-TDAN-HCM,2,TIER_TWO,2012,3,FINISHED,2012-01-14,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,2,2,HCM,TP Hồ Chí Minh,
3-CAT-QNI,2,TIER_TWO,2012,3,FINISHED,2012-01-14,16:30,Cần Thơ,CAT,Cần Thơ,2,1,QNI,Than Quảng Ninh,
3-LAN-TNI,2,TIER_TWO,2012,3,FINISHED,2012-01-14,17:00,Long An,LAN,Long An,1,0,TNI,XM Fico - YTL Tây Ninh,
3-TBDHN-DON,2,TIER_TWO,2012,3,FINISHED,2012-01-14,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,0,DON,Đồng Nai,
4-ANGI-TBDHN,2,TIER_TWO,2012,4,FINISHED,2012-02-04,15:30,Kiên Giang,ANGI,An Giang,1,0,TBDHN,Trẻ Bóng đá Hà Nội,
4-TDC-TDAN,2,TIER_TWO,2012,4,FINISHED,2012-02-04,15:30,Bình Dương,TDC,TDC Bình Dương,1,1,TDAN,Trẻ SHB Đà Nẵng,
4-DON-LAN,2,TIER_TWO,2012,4,FINISHED,2012-02-04,15:30,,DON,Đồng Nai,2,1,LAN,Long An,
4-TNI-CAT,2,TIER_TWO,2012,4,FINISHED,2012-02-04,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,0,0,CAT,Cần Thơ,
4-BIDI-QNI,2,TIER_TWO,2012,4,FINISHED,2012-02-04,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,1,QNI,Than Quảng Ninh,
4-SGO-LAD,2,TIER_TWO,2012,4,FINISHED,2012-02-04,16:30,Thống Nhất,SGO,Sài Gòn,1,3,LAD,XSKT Lâm Đồng,
4-HCM-QNA,2,TIER_TWO,2012,4,FINISHED,2012-02-05,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,4,QNA,Quảng Nam,
5-QNI-QNA,2,TIER_TWO,2012,5,FINISHED,2012-02-11,15:00,Cẩm Phả,QNI,Than Quảng Ninh,0,1,QNA,Quảng Nam,
5-ANGI-CAT,2,TIER_TWO,2012,5,FINISHED,2012-02-11,15:30,Kiên Giang,ANGI,An Giang,1,2,CAT,Cần Thơ,
5-DON-LAD,2,TIER_TWO,2012,5,FINISHED,2012-02-11,15:30,,DON,Đồng Nai,4,0,LAD,XSKT Lâm Đồng,
5-TNI-TDAN,2,TIER_TWO,2012,5,FINISHED,2012-02-11,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,3,TDAN,Trẻ SHB Đà Nẵng,
5-BIDI-TBDHN,2,TIER_TWO,2012,5,FINISHED,2012-02-11,16:00,Quy Nhơn,BIDI,Topenland Bình Định,3,1,TBDHN,Trẻ Bóng đá Hà Nội,
5-HCM-LAN,2,TIER_TWO,2012,5,FINISHED,2012-02-11,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,1,3,LAN,Long An,
5-SGO-TDC,2,TIER_TWO,2012,5,FINISHED,2012-02-12,16:30,Thống Nhất,SGO,Sài Gòn,1,0,TDC,TDC Bình Dương,
6-LAD-QNI,2,TIER_TWO,2012,6,FINISHED,2012-02-18,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,1,QNI,Than Quảng Ninh,
6-TDC-HCM,2,TIER_TWO,2012,6,FINISHED,2012-02-18,15:30,Bình Dương,TDC,TDC Bình Dương,2,4,HCM,TP Hồ Chí Minh,
6-QNA-DON,2,TIER_TWO,2012,6,FINISHED,2012-02-18,15:30,Quảng Nam,QNA,Quảng Nam,1,0,DON,Đồng Nai,
6-TDAN-ANGI,2,TIER_TWO,2012,6,FINISHED,2012-02-18,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,1,2,ANGI,An Giang,
6-CAT-BIDI,2,TIER_TWO,2012,6,FINISHED,2012-02-18,16:30,Cần Thơ,CAT,Cần Thơ,5,2,BIDI,Topenland Bình Định,
6-TBDHN-TNI,2,TIER_TWO,2012,6,FINISHED,2012-02-18,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,5,0,TNI,XM Fico - YTL Tây Ninh,
6-LAN-SGO,2,TIER_TWO,2012,6,FINISHED,2012-02-18,17:00,Long An,LAN,Long An,1,2,SGO,Sài Gòn,
7-LAD-TDAN,2,TIER_TWO,2012,7,FINISHED,2012-02-25,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,3,2,TDAN,Trẻ SHB Đà Nẵng,
7-QNI-SGO,2,TIER_TWO,2012,7,FINISHED,2012-02-25,15:00,Cẩm Phả,QNI,Than Quảng Ninh,3,2,SGO,Sài Gòn,
7-DON-HCM,2,TIER_TWO,2012,7,FINISHED,2012-02-25,15:30,,DON,Đồng Nai,1,1,HCM,TP Hồ Chí Minh,
7-QNA-ANGI,2,TIER_TWO,2012,7,FINISHED,2012-02-25,15:30,Quảng Nam,QNA,Quảng Nam,0,0,ANGI,An Giang,
7-BIDI-TNI,2,TIER_TWO,2012,7,FINISHED,2012-02-25,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,1,TNI,XM Fico - YTL Tây Ninh,
7-CAT-TDC,2,TIER_TWO,2012,7,FINISHED,2012-02-25,16:30,Cần Thơ,CAT,Cần Thơ,1,1,TDC,TDC Bình Dương,
7-TBDHN-LAN,2,TIER_TWO,2012,7,FINISHED,2012-02-25,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,2,1,LAN,Long An,
8-QNI-TBDHN,2,TIER_TWO,2012,8,FINISHED,2012-03-03,15:00,Cẩm Phả,QNI,Than Quảng Ninh,2,1,TBDHN,Trẻ Bóng đá Hà Nội,
