id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-BPH-HUE,2,TIER_TWO,2016,1,FINISHED,2016-04-09,15:00,Bình Phước,BPH,Bình Phước,4,2,HUE,Huế,
1-NAD-PYE,2,TIER_TWO,2016,1,FINISHED,2016-04-09,16:00,Thiên Trường,NAD,Nam Định,1,0,PYE,Phú Yên,
1-DON-DAL,2,TIER_TWO,2016,1,FINISHED,2016-04-09,16:30,,DON,Đồng Nai,1,1,DAL,Đắk Lắk,
1-HCM-TNI,2,TIER_TWO,2016,1,FINISHED,2016-04-09,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,1,1,TNI,XM Fico - YTL Tây Ninh,
1-VTL-CAM,2,TIER_TWO,2016,1,FINISHED,2016-04-09,17:00,Hàng Đẫy,VTL,Viettel,0,0,CAM,Cà Mau,
2-HUE-DON,2,TIER_TWO,2016,2,FINISHED,2016-04-16,15:30,Tự Do,HUE,Huế,2,1,DON,Đồng Nai,
2-TNI-VTL,2,TIER_TWO,2016,2,FINISHED,2016-04-16,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,1,1,VTL,Viettel,
2-PYE-BPH,2,TIER_TWO,2016,2,FINISHED,2016-04-16,15:30,,PYE,Phú Yên,4,1,BPH,Bình Phước,
2-CAM-HCM,2,TIER_TWO,2016,2,FINISHED,2016-04-16,16:30,,CAM,Cà Mau,0,3,HCM,TP Hồ Chí Minh,
2-DAL-NAD,2,TIER_TWO,2016,2,FINISHED,2016-04-16,17:30,Buôn Ma Thuột,DAL,Đắk Lắk,0,1,NAD,Nam Định,
3-BPH-DAL,2,TIER_TWO,2016,3,FINISHED,2016-04-23,15:00,Bình Phước,BPH,Bình Phước,2,2,DAL,Đắk Lắk,
3-PYE-DON,2,TIER_TWO,2016,3,FINISHED,2016-04-23,15:30,,PYE,Phú Yên,1,1,DON,Đồng Nai,
3-NAD-HUE,2,TIER_TWO,2016,3,FINISHED,2016-04-23,16:00,Thiên Trường,NAD,Nam Định,1,0,HUE,Huế,
3-CAM-TNI,2,TIER_TWO,2016,3,FINISHED,2016-04-23,16:30,,CAM,Cà Mau,1,1,TNI,XM Fico - YTL Tây Ninh,
3-HCM-VTL,2,TIER_TWO,2016,3,FINISHED,2016-04-23,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,0,2,VTL,Viettel,
4-VTL-NAD,2,TIER_TWO,2016,4,FINISHED,2016-04-29,17:00,Hàng Đẫy,VTL,Viettel,0,0,NAD,Nam Định,
4-DAL-CAM,2,TIER_TWO,2016,4,FINISHED,2016-04-30,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,4,2,CAM,Cà Mau,
4-TNI-BPH,2,TIER_TWO,2016,4,FINISHED,2016-04-30,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,1,0,BPH,Bình Phước,
4-HUE-PYE,2,TIER_TWO,2016,4,FINISHED,2016-04-30,15:30,Tự Do,HUE,Huế,3,0,PYE,Phú Yên,
4-DON-HCM,2,TIER_TWO,2016,4,FINISHED,2016-04-30,16:30,,DON,Đồng Nai,0,1,HCM,TP Hồ Chí Minh,
5-BPH-VTL,2,TIER_TWO,2016,5,FINISHED,2016-05-07,15:00,Bình Phước,BPH,Bình Phước,1,2,VTL,Viettel,
5-PYE-TNI,2,TIER_TWO,2016,5,FINISHED,2016-05-07,15:30,,PYE,Phú Yên,1,1,TNI,XM Fico - YTL Tây Ninh,
5-HUE-DAL,2,TIER_TWO,2016,5,FINISHED,2016-05-07,15:30,Tự Do,HUE,Huế,3,0,DAL,Đắk Lắk,
5-DON-CAM,2,TIER_TWO,2016,5,FINISHED,2016-05-07,16:30,,DON,Đồng Nai,2,0,CAM,Cà Mau,
5-HCM-NAD,2,TIER_TWO,2016,5,FINISHED,2016-05-07,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,1,1,NAD,Nam Định,
6-DAL-HCM,2,TIER_TWO,2016,6,FINISHED,2016-05-13,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,2,4,HCM,TP Hồ Chí Minh,
6-TNI-DON,2,TIER_TWO,2016,6,FINISHED,2016-05-13,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,1,DON,Đồng Nai,
6-NAD-BPH,2,TIER_TWO,2016,6,FINISHED,2016-05-13,16:00,Thiên Trường,NAD,Nam Định,3,0,BPH,Bình Phước,
6-CAM-HUE,2,TIER_TWO,2016,6,FINISHED,2016-05-13,16:30,,CAM,Cà Mau,1,1,HUE,Huế,
