id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-PHI-BPH,2,TIER_TWO,2019,1,FINISHED,2019-04-05,17:00,TTĐT trẻ PVF,PHI,Phố Hiến,1,0,BPH,Bình Phước,
1-BIDI-DOT,2,TIER_TWO,2019,1,FINISHED,2019-04-06,16:00,Quy Nhơn,BIDI,Topenland Bình Định,2,2,DOT,Đồng Tháp,
1-LAN-DAL,2,TIER_TWO,2019,1,FINISHED,2019-04-06,17:00,Long An,LAN,Long An,3,2,DAL,Đắk Lắk,
1-PDO-ANGI,2,TIER_TWO,2019,1,FINISHED,2019-04-06,19:00,Thanh Trì,PDO,Phù Đổng,1,1,ANGI,An Giang,
1-TNI-HAT,2,TIER_TWO,2019,1,FINISHED,2019-04-07,16:00,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,0,1,HAT,Hồng Lĩnh Hà Tĩnh,
1-HUE-CAT,2,TIER_TWO,2019,1,FINISHED,2019-04-07,16:00,Tự Do,HUE,Huế,0,0,CAT,Cần Thơ,
2-HAT-HUE,2,TIER_TWO,2019,2,FINISHED,2019-04-12,17:00,Vinh,HAT,Hồng Lĩnh Hà Tĩnh,2,1,HUE,Huế,
2-DOT-TNI,2,TIER_TWO,2019,2,FINISHED,2019-04-13,15:30,Đồng Tháp,DOT,Đồng Tháp,2,1,TNI,XM Fico - YTL Tây Ninh,
2-BPH-PDO,2,TIER_TWO,2019,2,FINISHED,2019-04-13,16:30,Bình Phước,BPH,Bình Phước,4,3,PDO,Phù Đổng,
2-DAL-PHI,2,TIER_TWO,2019,2,FINISHED,2019-04-14,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,1,2,PHI,Phố Hiến,
2-ANGI-LAN,2,TIER_TWO,2019,2,FINISHED,2019-04-14,15:30,Kiên Giang,ANGI,An Giang,3,0,LAN,Long An,
2-CAT-BIDI,2,TIER_TWO,2019,2,FINISHED,2019-04-14,17:00,Cần Thơ,CAT,Cần Thơ,0,0,BIDI,Topenland Bình Định,
3-PDO-DOT,2,TIER_TWO,2019,3,FINISHED,2019-04-20,15:30,Thanh Trì,PDO,Phù Đổng,0,1,DOT,Đồng Tháp,
3-HUE-BPH,2,TIER_TWO,2019,3,FINISHED,2019-04-20,16:00,Tự Do,HUE,Huế,0,1,BPH,Bình Phước,
3-PHI-CAT,2,TIER_TWO,2019,3,FINISHED,2019-04-20,17:00,TTĐT trẻ PVF,PHI,Phố Hiến,1,1,CAT,Cần Thơ,
3-TNI-DAL,2,TIER_TWO,2019,3,FINISHED,2019-04-21,16:00,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,3,1,DAL,Đắk Lắk,
3-BIDI-ANGI,2,TIER_TWO,2019,3,FINISHED,2019-04-21,16:00,Quy Nhơn,BIDI,Topenland Bình Định,0,1,ANGI,An Giang,
3-LAN-HAT,2,TIER_TWO,2019,3,FINISHED,2019-04-21,17:00,Long An,LAN,Long An,2,1,HAT,Hồng Lĩnh Hà Tĩnh,
4-HAT-PHI,2,TIER_TWO,2019,4,FINISHED,2019-04-25,17:00,Vinh,HAT,Hồng Lĩnh Hà Tĩnh,3,3,PHI,Phố Hiến,
4-DAL-HUE,2,TIER_TWO,2019,4,FINISHED,2019-04-27,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,2,0,HUE,Huế,
4-ANGI-TNI,2,TIER_TWO,2019,4,FINISHED,2019-04-27,15:30,Kiên Giang,ANGI,An Giang,0,0,TNI,XM Fico - YTL Tây Ninh,
4-CAT-PDO,2,TIER_TWO,2019,4,FINISHED,2019-04-27,17:00,Cần Thơ,CAT,Cần Thơ,3,1,PDO,Phù Đổng,
