"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000069","Senator, 1st Class","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000109","Senator, 2nd Class","Wayne","Allard","Wayne Allard","R","CO",""
"A000360","Senator, 2nd Class","Lamar","Alexander","Lamar Alexander","R","TN",""
"B000243","Senator, 2nd Class","Max","Baucus","Max Baucus","D","MT",""
"B000382","Senator, 3rd Class","Robert","Bennett","Robert Bennett","R","UT",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000468","Senator, 1st Class","Jeff","Bingaman","Jeff Bingaman","D","NM",""
"B000611","Senator, 3rd Class","Christopher","Bond","Christopher Bond","R","MO",""
"B000711","Senator, 3rd Class","Barbara","Boxer","Barbara Boxer","D","CA",""
"B000944","Senator, 1st Class","Sherrod","Brown","Sherrod Brown","D","OH",""
"B000953","Senator, 3rd Class","Sam","Brownback","Sam Brownback","R","KS",""
"B001066","Senator, 3rd Class","Jim","Bunning","Jim Bunning","R","KY",""
"B001135","Senator, 3rd Class","Richard","Burr","Richard Burr","R","NC",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"B001233","Senator, 3rd Class","Evan","Bayh","Evan Bayh","D","IN",""
"B001261","Senator, 1st Class","John","Barrasso","John Barrasso","R","WY",""
"C000127","Senator, 1st Class","Maria","Cantwell","Maria Cantwell","D","WA",""
"C000141","Senator, 1st Class","Benjamin","Cardin","Benjamin Cardin","D","MD",""
"C000174","Senator, 1st Class","Thomas","Carper","Thomas Carper","D","DE",""
"C000286","Senator, 2nd Class","Saxby","Chambliss","Saxby Chambliss","R","GA",""
"C000560","Senator, 3rd Class","Tom","Coburn","Tom Coburn","R","OK",""
"C000567","Senator, 2nd Class","Thad","Cochran","Thad Cochran","R","MS",""
"C000705","Senator, 1st Class","Kent","Conrad","Kent Conrad","D","ND",""
"C000858","Senator, 2nd Class","Larry","Craig","Larry Craig","R","ID",""
"C000880","Senator, 3rd Class","Michael","Crapo","Michael Crapo","R","ID",""
"C001035","Senator, 2nd Class","Susan","Collins","Susan Collins","R","ME",""
"C001041","Senator, 1st Class","Hillary","Clinton","Hillary Clinton","D","NY",""
"C001056","Senator, 2nd Class","John","Cornyn","John Cornyn","R","TX",""
"C001057","Senator, 2nd Class","Norm","Coleman","Norm Coleman","R","MN",""
"C001070","Senator, 1st Class","Bob","Casey","Bob Casey","D","PA",""
"C001071","Senator, 1st Class","Bob","Corker","Bob Corker","R","TN",""
"D000388","Senator, 3rd Class","Christopher","Dodd","Christopher Dodd","D","CT",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","R","NM",""
