"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000069","Representative","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000103","Representative","William","Alexander","William Alexander","D","AR",""
"A000189","Representative","Glenn","Anderson","Glenn Anderson","D","CA",""
"A000209","Representative","Michael","Andrews","Michael Andrews","D","TX",""
"A000212","Representative","Frank","Annunzio","Frank Annunzio","D","IL",""
"A000213","Representative","Beryl","Anthony","Beryl Anthony","D","AR",""
"A000214","Representative","Douglas","Applegate","Douglas Applegate","D","OH",""
"A000215","Representative","Bill","Archer","Bill Archer","R","TX",""
"A000217","Representative","Richard","Armey","Richard Armey","R","TX",""
"A000224","Representative","Leslie","Aspin","Leslie Aspin","D","WI",""
"A000226","Representative","Chester","Atkins","Chester Atkins","D","MA",""
"A000337","Representative","Les","AuCoin","Les AuCoin","D","OR",""
"B000024","Representative","Robert","Badham","Robert Badham","R","CA",""
"B000072","Representative","Richard","Baker","Richard Baker","R","LA",""
"B000104","Representative","Cass","Ballenger","Cass Ballenger","R","NC",""
"B000153","Representative","Druie","Barnard","Druie Barnard","D","GA",""
"B000204","Representative","Harry","Bartlett","Harry Bartlett","R","TX",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000229","Representative","Herbert","Bateman","Herbert Bateman","R","VA",""
"B000236","Representative","Jim","Bates","Jim Bates","D","CA",""
"B000318","Representative","Anthony","Beilenson","Anthony Beilenson","D","CA",""
"B000371","Representative","Charles","Bennett","Charles Bennett","D","FL",""
"B000392","Representative","Helen","Bentley","Helen Bentley","R","MD",""
"B000403","Representative","Douglas","Bereuter","Douglas Bereuter","R","NE",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000431","Representative","Tom","Bevill","Tom Bevill","D","AL",""
"B000432","Representative","Mario","Biaggi","Mario Biaggi","D","NY",""
"B000462","Representative","James","Bilbray","James Bilbray","D","NV",""
"B000463","Representative","Michael","Bilirakis","Michael Bilirakis","R","FL",""
"B000551","Delegate","Ben","Blaz","Ben Blaz","R","GU",""
"B000556","Representative","Tom","Bliley","Tom Bliley","R","VA",""
"B000586","Representative","Sherwood","Boehlert","Sherwood Boehlert","R","NY",""
"B000592","Representative","Corinne","Boggs","Corinne Boggs","D","LA",""
"B000600","Representative","Edward","Boland","Edward Boland","D","MA",""
"B000615","Representative","William","Boner","William Boner","D","TN",""
"B000619","Representative","David","Bonior","David Bonior","D","MI",""
"B000620","Representative","Don","Bonker","Don Bonker","D","WA",""
"B000644","Representative","Robert","Borski","Robert Borski","D","PA",""
"B000648","Representative","Douglas","Bosco","Douglas Bosco","D","CA",""
"B000657","Representative","Rick","Boucher","Rick Boucher","D","VA",""
"B000666","Representative","Eldon","Boulter","Eldon Boulter","R","TX",""
"B000711","Representative","Barbara","Boxer","Barbara Boxer","D","CA",""
"B000798","Representative","Joseph","Brennan","Joseph Brennan","D","ME",""
"B000880","Representative","Jack","Brooks","Jack Brooks","D","TX",""
"B000890","Representative","William","Broomfield","William Broomfield","R","MI",""
"B000918","Representative","George","Brown","George Brown","D","CA",""
"B000919","Representative","Hank","Brown","Hank Brown","R","CO",""
"B000971","Representative","Terry","Bruce","Terry Bruce","D","IL",""
"B000997","Representative","John","Bryant","John Bryant","D","TX",""
"B001036","Representative","John","Buechner","John Buechner","R","MO",""
"B001066","Representative","Jim","Bunning","Jim Bunning","R","KY",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001158","Representative","Sala","Burton","Sala Burton","D","CA",""
"B001172","Representative","Albert","Bustamante","Albert Bustamante","D","TX",""
"B001220","Representative","Beverly","Byron","Beverly Byron","D","MD",""
"C000052","Representative","Sonny","Callahan","Sonny Callahan","R","AL",""
"C000077","Representative","Ben","Campbell","Ben Campbell","D","CO",""
"C000141","Representative","Benjamin","Cardin","Benjamin Cardin","D","MD",""
"C000174","Representative","Thomas","Carper","Thomas Carper","D","DE",""
"C000178","Representative","Bob","Carr","Bob Carr","D","MI",""
"C000293","Representative","Rodney","Chandler","Rodney Chandler","R","WA",""
"C000312","Representative","Jim","Chapman","Jim Chapman","D","TX",""
"C000321","Representative","William","Chappell","William Chappell","D","FL",""
