api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000374.json,False,,,N00036633,76236,1954-09-16,5,0.504,CongressmanRalphAbraham,,H4LA05221,Ralph,M,2205,/m/012dwd7_,412630,21522,A000374,,False,Abraham,2019-10-07 10:27:32 -0400,,,2,0.15,2016,ocd-division/country:us/state:la/cd:5,,R,,https://abraham.house.gov/rss.xml,2,Rep.,LA,,Representative,0,1325,RepAbraham,https://abraham.house.gov,2.67,97.26,155414,
https://api.propublica.org/congress/v1/members/A000370.json,False,,,N00035451,76386,1946-05-27,12,-0.468,CongresswomanAdams,,H4NC12100,Alma,F,3712,/m/02b45d,412607,21545,A000370,,False,Adams,2021-03-02 02:35:22 -0500,,,101,7.62,2016,ocd-division/country:us/state:nc/cd:12,,D,,https://adams.house.gov/rss.xml,4,Rep.,NC,,Representative,0,1325,RepAdams,https://adams.house.gov,1.41,98.51,5935,
https://api.propublica.org/congress/v1/members/A000055.json,False,,,N00003028,45516,1965-07-22,4,0.361,RobertAderholt,,H6AL04098,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2021-03-02 02:35:23 -0500,,B.,22,1.66,2016,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,20,Rep.,AL,,Representative,0,1325,Robert_Aderholt,https://aderholt.house.gov,4.8,95.13,441,RobertAderholt
https://api.propublica.org/congress/v1/members/A000371.json,False,,,N00033997,79994,1979-06-19,31,-0.286,reppeteaguilar,,H2CA31125,Pete,M,0631,/m/0jwv0xf,412615,21506,A000371,,False,Aguilar,2021-03-02 02:35:23 -0500,,,47,3.55,2016,ocd-division/country:us/state:ca/cd:31,,D,,,2,Rep.,CA,,Representative,0,1325,reppeteaguilar,https://aguilar.house.gov,8.39,91.53,70114,
https://api.propublica.org/congress/v1/members/A000372.json,False,,,N00033720,62545,1951-11-07,12,0.619,CongressmanRickAllen,,H2GA12121,Rick,M,1312,/m/0127y9dk,412625,21516,A000372,,False,Allen,2021-03-02 02:35:23 -0500,,,16,1.21,2016,ocd-division/country:us/state:ga/cd:12,,R,,,2,Rep.,GA,,Representative,0,1325,reprickallen,https://allen.house.gov,2.31,97.61,136062,
https://api.propublica.org/congress/v1/members/A000367.json,False,,,N00031938,1033767,1980-04-18,3,0.649,repjustinamash,,H0MI03126,Justin,M,2603,/m/0c00p_n,412438,21143,A000367,,False,Amash,2019-10-07 10:27:32 -0400,,,0,0.0,2016,ocd-division/country:us/state:mi/cd:3,,R,,https://amash.house.gov/rss.xml,6,Rep.,MI,,Representative,3,1325,justinamash,https://amash.house.gov,24.26,75.67,105566,repjustinamash
https://api.propublica.org/congress/v1/members/A000369.json,False,,,N00031177,62817,1958-06-12,2,0.376,MarkAmodeiNV2,,S0NV00237,Mark,M,3202,/m/03bzdkn,412500,21196,A000369,,False,Amodei,2021-03-02 02:35:23 -0500,,,83,6.26,2016,ocd-division/country:us/state:nv/cd:2,,R,,,6,Rep.,NV,,Representative,1,1325,MarkAmodeiNV2,https://amodei.house.gov,5.03,94.89,12537,markamodeinv2
https://api.propublica.org/congress/v1/members/A000373.json,False,,,,76302,1949-11-10,2,-0.185,RepBradAshford,,H4NE02054,Brad,M,3102,/m/02pys5v,412642,21533,A000373,,False,Ashford,2019-10-07 10:27:32 -0400,,,14,1.06,2016,ocd-division/country:us/state:ne/cd:2,,D,,https://ashford.house.gov/rss.xml,2,Rep.,NE,,Representative,0,1325,RepBradAshford,https://ashford.house.gov,21.36,78.57,,
https://api.propublica.org/congress/v1/members/B001291.json,False,,,N00005736,44883,1948-03-23,36,0.708,RepBrianBabin,,H6TX02079,Brian,M,4836,/m/010qgj35,412655,21551,B001291,,False,Babin,2021-03-02 02:35:23 -0500,,,27,2.04,2016,ocd-division/country:us/state:tx/cd:36,,R,,,2,Rep.,TX,,Representative,1,1325,RepBrianBabin,https://babin.house.gov,4.34,95.58,360,
https://api.propublica.org/congress/v1/members/B001269.json,False,,,N00025495,29618,1956-01-28,11,0.277,CongressmanLouBarletta,,H2PA11098,Lou,M,4211,/m/03wcvjl,412469,21171,B001269,,False,Barletta,2019-10-07 10:27:32 -0400,,,85,6.42,2016,ocd-division/country:us/state:pa/cd:11,,R,,,6,Rep.,PA,,Representative,0,1325,RepLouBarletta,https://barletta.house.gov,6.17,93.74,47143,reploubarletta
