number_of_dates,percentage,symbol
0,-1,A32
0,-1,AAS
0,-1,AAT
0,-1,AAV
0,-1,ABB
0,-1,ABR
0,-1,ABS
0,-1,ACG
0,-1,ADG
0,-1,AGE
0,-1,AGG
0,-1,AIC
0,-1,APH
0,-1,APL
0,-1,APT
0,-1,ASG
0,-1,AUM
0,-1,BAF
0,-1,BBH
0,-1,BBT
0,-1,BCA
0,-1,BCB
0,-1,BCF
0,-1,BCV
0,-1,BEL
0,-1,BHG
0,-1,BHK
0,-1,BIG
0,-1,BIO
0,-1,BKG
0,-1,BKH
0,-1,BLN
0,-1,BLW
0,-1,BMF
0,-1,BMG
0,-1,BMN
0,-1,BMS
0,-1,BMV
0,-1,BNA
0,-1,BNW
0,-1,BOT
0,-1,BRS
0,-1,BSA
0,-1,BSC
0,-1,BSD
0,-1,BSH
0,-1,BVB
0,-1,BVL
0,-1,C22
0,-1,C4G
0,-1,CAB
0,-1,CAR
0,-1,CBI
0,-1,CCA
0,-1,CCR
0,-1,CCT
0,-1,CDP
0,-1,CDR
0,-1,CEN
0,-1,CFM
0,-1,CFV
0,-1,CH5
0,-1,CHC
0,-1,CIP
0,-1,CJC
0,-1,CKA
0,-1,CKG
0,-1,CMD
0,-1,CMK
0,-1,CMP
0,-1,CMW
0,-1,CNA
0,-1,CPA
0,-1,CPH
0,-1,CQN
0,-1,CRC
0,-1,CRE
0,-1,CSI
0,-1,CST
0,-1,CTW
0,-1,CVP
0,-1,DAN
0,-1,DAS
0,-1,DBW
0,-1,DCG
0,-1,DCH
0,-1,DCR
0,-1,DDG
0,-1,DFF
0,-1,DHN
0,-1,DKC
0,-1,DLD
0,-1,DLT
0,-1,DM7
0,-1,DMN
0,-1,DNN
0,-1,DNT
0,-1,DOP
0,-1,DP1
0,-1,DPD
0,-1,DRG
0,-1,DSD
0,-1,DSG
0,-1,DSP
0,-1,DTB
0,-1,DTE
0,-1,DTH
0,-1,DTP
0,-1,DUS
0,-1,DVG
0,-1,DVM
0,-1,DVW
0,-1,DWC
0,-1,DWS
0,-1,DXL
0,-1,DXS
0,-1,E12
0,-1,E29
0,-1,EPC
0,-1,EVF
0,-1,EVS
0,-1,FBA
0,-1,FCC
0,-1,FGL
0,-1,FHN
0,-1,FHS
0,-1,FIC
0,-1,FIR
0,-1,FOC
0,-1,FRC
0,-1,FRM
0,-1,FRT
0,-1,FSO
0,-1,GAB
0,-1,GE2
0,-1,GEE
0,-1,GH3
0,-1,GIC
0,-1,GLC
0,-1,GLW
0,-1,GMA
0,-1,GMH
0,-1,HC1
0,-1,HCB
0,-1,HD6
0,-1,HD8
0,-1,HFX
0,-1,HGT
0,-1,HGW
0,-1,HHN
0,-1,HHP
0,-1,HHR
0,-1,HJC
0,-1,HLS
0,-1,HLT
0,-1,HMG
0,-1,HMR
0,-1,HNR
0,-1,HPH
0,-1,HPX
0,-1,HSL
0,-1,HSM
0,-1,HSP
0,-1,HSV
0,-1,HTM
0,-1,HTN
0,-1,HTW
0,-1,HUB
0,-1,HVH
0,-1,HWS
0,-1,IBD
0,-1,IBN
0,-1,ICT
0,-1,IDP
0,-1,ILB
0,-1,ILC
0,-1,IRC
0,-1,JOS
0,-1,KHD
0,-1,KHG
0,-1,KHW
0,-1,KIP
0,-1,KLM
0,-1,KSF
0,-1,KTC
0,-1,L40
0,-1,LCC
0,-1,LCW
0,-1,LDW
0,-1,LG9
0,-1,LGM
0,-1,LMH
0,-1,LNC
0,-1,LPT
0,-1,LQN
0,-1,LSG
0,-1,LWS
0,-1,LYF
0,-1,MA1
0,-1,MBN
0,-1,MCI
0,-1,MCM
0,-1,MDA
0,-1,MED
0,-1,MEF
0,-1,MES
0,-1,MFS
0,-1,MGC
0,-1,MGR
0,-1,MIE
0,-1,MLC
0,-1,MML
0,-1,MNB
0,-1,MPY
0,-1,MQB
0,-1,MQN
0,-1,MSB
0,-1,MSH
0,-1,MTB
0,-1,MTC
0,-1,MTL
0,-1,MTS
0,-1,MVN
0,-1,NAB
0,-1,NAU
0,-1,NAW
0,-1,NDT
0,-1,NDW
0,-1,NJC
0,-1,NLS
0,-1,NQB
0,-1,NQN
0,-1,NQT
0,-1,NRC
0,-1,NSL
0,-1,NSS
0,-1,NTF
0,-1,NTH
0,-1,NTT
0,-1,NVP
0,-1,NWT
0,-1,NXT
0,-1,OCB
0,-1,ODE
0,-1,PAI
0,-1,PAP
0,-1,PAS
0,-1,PAT
0,-1,PBC
0,-1,PBT
0,-1,PCH
0,-1,PCM
0,-1,PEG
0,-1,PGB
0,-1,PGN
0,-1,PHN
0,-1,PHS
0,-1,PID
0,-1,PLE
0,-1,PLO
0,-1,PMJ
0,-1,PMW
0,-1,PNP
0,-1,POB
0,-1,PPT
0,-1,PQN
0,-1,PRE
0,-1,PRT
0,-1,PSH
0,-1,PTG
0,-1,PTN
0,-1,PTV
0,-1,PTX
0,-1,PWA
0,-1,PX1
0,-1,PXC
0,-1,QNT
0,-1,QNW
0,-1,RBC
0,-1,S72
0,-1,SBH
0,-1,SBR
0,-1,SCG
0,-1,SCV
0,-1,SCY
0,-1,SGB
0,-1,SGI
0,-1,SHE
0,-1,SIG
0,-1,SIP
0,-1,SKN
0,-1,SPB
0,-1,SPH
0,-1,SSB
0,-1,SSG
0,-1,SSH
0,-1,STH
0,-1,STW
0,-1,SVD
0,-1,SZB
0,-1,SZC
0,-1,SZG
0,-1,TA3
0,-1,TAN
0,-1,TAR
0,-1,TAW
0,-1,TBH
0,-1,TBR
0,-1,TCB
0,-1,TCI
0,-1,TCJ
0,-1,TCK
0,-1,TDF
0,-1,TDP
0,-1,TDT
0,-1,TED
0,-1,TGG
0,-1,THD
0,-1,THN
0,-1,THP
0,-1,THU
0,-1,TID
0,-1,TIN
0,-1,TKA
0,-1,TKG
0,-1,TLI
0,-1,TN1
0,-1,TNH
0,-1,TOS
0,-1,TOW
0,-1,TPB
0,-1,TQW
0,-1,TR1
0,-1,TS3
0,-1,TSD
0,-1,TSG
0,-1,TSJ
0,-1,TTA
0,-1,TTE
0,-1,TTS
0,-1,TV6
0,-1,TVG
0,-1,TVH
0,-1,TVM
0,-1,UCT
0,-1,UDL
0,-1,UEM
0,-1,UMC
0,-1,USD
0,-1,VAB
0,-1,VBB
0,-1,VBG
0,-1,VCE
0,-1,VDB
0,-1,VEA
0,-1,VFS
0,-1,VGI
0,-1,VGR
0,-1,VHE
0,-1,VHM
0,-1,VKP
0,-1,VNY
0,-1,VPA
0,-1,VPW
0,-1,VSE
0,-1,VSF
0,-1,VTD
0,-1,VTE
0,-1,VTG
0,-1,VTK
0,-1,VTM
0,-1,VTP
0,-1,VTQ
0,-1,VTR
0,-1,VTZ
0,-1,VUA
0,-1,VVS
0,-1,VW3
0,-1,VXP
0,-1,VXT
0,-1,WTC
0,-1,X26
0,-1,X77
0,-1,XDH
0,-1,XLV
0,-1,XMC
0,-1,XMD
0,-1,XMP
0,-1,YBC
0,-1,YBM
0,-1,YEG
1,0.0,BGW
1,0.0,BT1
2,0.0,BWA
1,0.0,CMF
1,0.0,DDH
7,0.0,DSV
1,0.0,DTK
1,0.0,EMG
1,0.0,FBC
10,0.0,FCS
1,0.0,GCB
1,0.0,HCI
2,0.0,HDW
1,0.0,HEP
1,0.0,HLR
5,0.0,HTR
2,0.0,ICI
1,0.0,IN4
2,0.0,ISG
3,0.0,KGM
2,0.0,KMT
1,0.0,KSV
5,0.0,L62
1,0.0,LAW
1,0.0,LCD
1,0.0,MND
2,0.0,MTP
1,0.0,NAC
1,0.0,NAP
1,0.0,NBT
1,0.0,PCF
3,0.0,RAT
1,0.0,S27
2,0.0,SCC
1,0.0,SDY
2,0.0,SHG
1,0.0,SHX
3,0.0,SQC
1,0.0,SSF
2,0.0,STS
1,0.0,TB8
1,0.0,TET
1,0.0,TNP
1,0.0,TRT
2,0.0,VBH
1,0.0,VGL
1,0.0,VIR
1,0.0,VNX
1,0.0,VTL
2,0.51,QNU
7,0.55,ONW
6,0.74,HAN
7,0.76,MKV
4,0.87,TRS
9,1.05,CBS
3,1.05,VMA
59,1.09,NHV
24,1.09,TH1
6,1.1,BAL
6,1.32,SDN
14,1.33,EIC
3,1.43,SDV
42,1.57,DTI
6,1.6,EPH
35,1.69,SPV
9,1.76,CX8
2,1.88,USC
46,1.93,DHP
2,1.99,DVC
7,2.03,GVT
3,2.07,CMV
39,2.3,VE2
20,2.33,LMI
55,2.38,TCL
33,2.39,CLX
52,2.42,SHP
47,2.52,TIP
48,2.53,TAG
15,2.57,PCC
57,2.65,HTI
2,2.68,DNE
59,2.73,NET
6,2.8,DAC
11,2.8,SAL
59,2.84,HMH
20,2.87,MCC
57,2.91,VSH
5,3.01,ECI
56,3.03,CDC
50,3.08,LHC
59,3.08,TIG
5,3.08,VC5
44,3.1,PPS
4,3.11,TBX
50,3.15,MDG
20,3.19,CI5
4,3.23,AMP
2,3.23,HES
16,3.24,BHP
57,3.25,LEC
2,3.27,VLW
3,3.33,CTN
46,3.34,BSQ
4,3.34,QLT
10,3.38,NNT
57,3.39,HCD
46,3.46,TBC
57,3.47,SJD
2,3.57,CPI
7,3.63,BBM
24,3.63,BPC
54,3.63,PHP
57,3.64,SHA
2,3.7,VTI
57,3.72,VIP
2,3.75,TQN
3,3.79,SDC
59,3.81,KKC
57,3.85,KHP
33,3.85,TTD
57,3.87,ADS
16,3.88,NSG
4,3.88,TPS
55,3.9,TLG
53,3.91,TKC
3,3.91,VDN
38,3.92,EBS
11,3.92,SPD
53,3.93,EID
5,3.94,HAM
57,3.94,TYA
59,3.96,PPE
59,3.97,BTD
57,3.97,FTM
4,3.98,HNB
59,3.98,VPI
45,3.99,BSP
57,4.01,IMP
58,4.04,CTR
41,4.11,QTP
57,4.11,SJF
57,4.14,NNC
57,4.18,DSN
26,4.18,TMC
8,4.19,CCP
57,4.2,GDT
28,4.22,QTC
57,4.24,SBA
2,4.25,QST
53,4.27,SED
59,4.28,SHN
59,4.3,DBD
57,4.31,BCE
3,4.31,HHV
57,4.33,DVP
57,4.33,FCN
57,4.33,GSP
58,4.34,NCS
7,4.35,SPC
30,4.38,STT
