number_of_dates,percentage,symbol
0,-1,AAS
0,-1,AAT
0,-1,ABB
0,-1,ABS
0,-1,ACG
0,-1,ADG
0,-1,AGE
0,-1,AGG
0,-1,AIC
0,-1,APH
0,-1,APL
0,-1,APT
0,-1,ASA
0,-1,ASG
0,-1,AUM
0,-1,BAF
0,-1,BBH
0,-1,BCA
0,-1,BCB
0,-1,BCF
0,-1,BCV
0,-1,BDB
0,-1,BEL
0,-1,BHG
0,-1,BIG
0,-1,BIO
0,-1,BKG
0,-1,BKH
0,-1,BLN
0,-1,BLW
0,-1,BMD
0,-1,BMF
0,-1,BMN
0,-1,BMV
0,-1,BNA
0,-1,BNW
0,-1,BQB
0,-1,BSD
0,-1,BT1
0,-1,BTG
0,-1,BVB
0,-1,BVL
0,-1,C22
0,-1,CAB
0,-1,CAG
0,-1,CAR
0,-1,CCA
0,-1,CCT
0,-1,CDH
0,-1,CDR
0,-1,CFM
0,-1,CFV
0,-1,CHC
0,-1,CIP
0,-1,CKG
0,-1,CLM
0,-1,CMD
0,-1,CMK
0,-1,CMP
0,-1,CNA
0,-1,CPA
0,-1,CPH
0,-1,CQN
0,-1,CST
0,-1,CTA
0,-1,CVP
0,-1,DAC
0,-1,DAN
0,-1,DBW
0,-1,DCH
0,-1,DCR
0,-1,DDH
0,-1,DFF
0,-1,DKC
0,-1,DLT
0,-1,DM7
0,-1,DMN
0,-1,DNN
0,-1,DNT
0,-1,DPD
0,-1,DRG
0,-1,DSD
0,-1,DSG
0,-1,DTB
0,-1,DTE
0,-1,DTH
0,-1,DTI
0,-1,DTK
0,-1,DTP
0,-1,DUS
0,-1,DVG
0,-1,DVM
0,-1,DWC
0,-1,DWS
0,-1,DXS
0,-1,E12
0,-1,E29
0,-1,EMG
0,-1,EPC
0,-1,FBA
0,-1,FBC
0,-1,FCC
0,-1,FGL
0,-1,FHN
0,-1,FRM
0,-1,FSO
0,-1,FTI
0,-1,GAB
0,-1,GCB
0,-1,GE2
0,-1,GEE
0,-1,GH3
0,-1,GIC
0,-1,GLW
0,-1,GMA
0,-1,GMH
0,-1,H11
0,-1,HC1
0,-1,HCB
0,-1,HCT
0,-1,HD6
0,-1,HFX
0,-1,HGT
0,-1,HHN
0,-1,HHR
0,-1,HHV
0,-1,HLR
0,-1,HLT
0,-1,HMR
0,-1,HRB
0,-1,HSP
0,-1,HSV
0,-1,HTW
0,-1,IBD
0,-1,IBN
0,-1,ICI
0,-1,ICT
0,-1,IDP
0,-1,IHK
0,-1,ILB
0,-1,KHG
0,-1,KLM
0,-1,KSF
0,-1,KTC
0,-1,L40
0,-1,L43
0,-1,LCC
0,-1,LCW
0,-1,LDW
0,-1,LGM
0,-1,LNC
0,-1,LPT
0,-1,LQN
0,-1,LSG
0,-1,LWS
0,-1,LYF
0,-1,MA1
0,-1,MBN
0,-1,MCI
0,-1,MCM
0,-1,MDA
0,-1,MDF
0,-1,MED
0,-1,MEF
0,-1,MEL
0,-1,MES
0,-1,MFS
0,-1,MGC
0,-1,MGR
0,-1,MIE
0,-1,MLC
0,-1,MLS
0,-1,MML
0,-1,MPY
0,-1,MQB
0,-1,MSB
0,-1,MTB
0,-1,MTC
0,-1,MTL
0,-1,MTS
0,-1,NAB
0,-1,NAC
0,-1,NAP
0,-1,NAU
0,-1,NBT
0,-1,NDF
0,-1,NDW
0,-1,NHV
0,-1,NJC
0,-1,NLS
0,-1,NQT
0,-1,NSL
0,-1,NSS
0,-1,NTF
0,-1,NTH
0,-1,NVP
0,-1,NWT
0,-1,NXT
0,-1,OCB
0,-1,ODE
0,-1,PAI
0,-1,PAP
0,-1,PAS
0,-1,PAT
0,-1,PBC
0,-1,PCF
0,-1,PCH
0,-1,PCM
0,-1,PEG
0,-1,PGB
0,-1,PGN
0,-1,PHS
0,-1,PID
0,-1,PIS
0,-1,PLE
0,-1,PLO
0,-1,PMW
0,-1,PND
0,-1,PNP
0,-1,POB
0,-1,PPT
0,-1,PQN
0,-1,PRE
0,-1,PSH
0,-1,PTG
0,-1,PTN
0,-1,PTO
0,-1,PTV
0,-1,PTX
0,-1,PWA
0,-1,PX1
0,-1,PXC
0,-1,QNT
0,-1,QNW
0,-1,RAT
0,-1,RBC
0,-1,S27
0,-1,S72
0,-1,SAL
0,-1,SBR
0,-1,SCG
0,-1,SCO
0,-1,SCV
0,-1,SCY
0,-1,SD1
0,-1,SDB
0,-1,SDX
0,-1,SDY
0,-1,SGB
0,-1,SGI
0,-1,SGO
0,-1,SHG
0,-1,SIG
0,-1,SIP
0,-1,SPB
0,-1,SPH
0,-1,SQC
0,-1,SSB
0,-1,SSF
0,-1,SSH
0,-1,STH
0,-1,STW
0,-1,SVD
0,-1,SVN
0,-1,SZB
0,-1,SZG
0,-1,TA3
0,-1,TAN
0,-1,TAW
0,-1,TB8
0,-1,TBH
0,-1,TBR
0,-1,TCJ
0,-1,TCK
0,-1,TDF
0,-1,TED
0,-1,THD
0,-1,THN
0,-1,THP
0,-1,THU
0,-1,TIN
0,-1,TKA
0,-1,TKG
0,-1,TN1
0,-1,TNH
0,-1,TOS
0,-1,TOW
0,-1,TQW
0,-1,TR1
0,-1,TRT
0,-1,TS3
0,-1,TSB
0,-1,TSD
0,-1,TTA
0,-1,TTS
0,-1,TV6
0,-1,TW3
0,-1,UCT
0,-1,UDL
0,-1,UEM
0,-1,UMC
0,-1,UPH
0,-1,USC
0,-1,USD
0,-1,VAB
0,-1,VBB
0,-1,VBG
0,-1,VC5
0,-1,VCE
0,-1,VCT
0,-1,VDB
0,-1,VE2
0,-1,VES
0,-1,VFS
0,-1,VIR
0,-1,VKP
0,-1,VLP
0,-1,VPW
0,-1,VTD
0,-1,VTL
0,-1,VTM
0,-1,VTQ
0,-1,VTR
0,-1,VTZ
0,-1,VUA
0,-1,VVN
0,-1,VVS
0,-1,VW3
0,-1,VXP
0,-1,VXT
0,-1,X77
0,-1,XLV
0,-1,XMC
0,-1,XMD
0,-1,XMP
1,0.0,AMP
1,0.0,B82
1,0.0,BBM
2,0.0,BGW
1,0.0,BHK
1,0.0,BKC
1,0.0,BRS
2,0.0,BSC
1,0.0,CCR
1,0.0,CCV
2,0.0,CDG
1,0.0,CE1
1,0.0,CEG
2,0.0,CH5
1,0.0,CNN
2,0.0,CQT
1,0.0,CTW
2,0.0,DC2
3,0.0,DCG
1,0.0,DOC
1,0.0,DP2
1,0.0,DXL
2,0.0,EME
3,0.0,FCS
1,0.0,HEP
3,0.0,HFB
2,0.0,HHC
3,0.0,HMG
1,0.0,HNR
10,0.0,HPM
1,0.0,HTR
1,0.0,ISG
1,0.0,KCE
2,0.0,LBC
1,0.0,LCD
1,0.0,MIM
1,0.0,NAW
1,0.0,NFC
1,0.0,NQB
1,0.0,NTT
8,0.0,ONW
1,0.0,PEC
6,0.0,PEN
1,0.0,PPY
1,0.0,PRC
1,0.0,PTD
1,0.0,PTH
1,0.0,PTP
5,0.0,QLT
1,0.0,QNC
3,0.0,QNU
1,0.0,SDJ
2,0.0,SP2
2,0.0,SSG
1,0.0,STS
1,0.0,SVG
3,0.0,SVH
1,0.0,TAG
1,0.0,TBT
1,0.0,TBX
2,0.0,TET
2,0.0,TH1
1,0.0,TNM
1,0.0,TNP
1,0.0,TPH
1,0.0,TQN
1,0.0,TSG
1,0.0,TTL
1,0.0,TVG
1,0.0,TVW
1,0.0,VBH
2,0.0,VE8
1,0.0,VHF
1,0.0,VLF
1,0.0,VMA
1,0.0,VPR
6,0.0,VTH
1,0.0,XDH
1,0.0,XHC
1,0.0,YBC
4,0.28,MNB
2,0.36,PSN
7,0.41,QSP
12,0.57,PPE
12,1.02,DNE
4,1.1,CJC
4,1.25,IPA
2,1.25,RGC
6,1.39,PMP
6,1.44,IRC
48,1.52,HMH
55,1.59,KHP
58,1.6,CNG
4,1.6,HEC
58,1.75,BAB
8,1.76,QST
58,1.78,ADS
4,1.88,VTG
4,1.92,HLB
41,1.96,HCC
5,1.98,LMI
26,1.98,VNC
58,2.16,NBC
7,2.23,DNC
58,2.23,TNI
38,2.35,PV2
3,2.47,ACS
58,2.55,VPI
2,2.56,MND
58,2.57,GDT
45,2.68,EMS
58,2.72,CSM
58,2.73,HHP
56,2.94,SD9
58,2.95,SMB
26,2.98,LHC
3,3.0,DLR
58,3.03,DS3
57,3.03,KPF
58,3.04,KDH
58,3.06,VC3
58,3.07,LIX
17,3.09,CPC
47,3.14,FOX
