id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
TIER_TWO-2021-1-CAT-CAND,2,TIER_TWO,2021,1,FINISHED,2021-03-19,17:00,Cần Thơ,CAT,Cần Thơ,1,1,CAND,Công An Nhân Dân,
TIER_TWO-2021-1-ANGI-BRVT,2,TIER_TWO,2021,1,FINISHED,2021-03-20,15:30,Kiên Giang,ANGI,An Giang,0,1,BRVT,Bà Rịa-Vũng Tàu,
TIER_TWO-2021-1-PTH-KHH,2,TIER_TWO,2021,1,FINISHED,2021-03-20,15:30,Việt Trì,PTH,Phú Thọ,0,1,KHH,Khánh Hòa,
TIER_TWO-2021-1-DAL-HUE,2,TIER_TWO,2021,1,FINISHED,2021-03-21,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,1,1,HUE,Huế,
TIER_TWO-2021-1-BPH-QNA,2,TIER_TWO,2021,1,FINISHED,2021-03-21,17:00,Bình Phước,BPH,Bình Phước,0,0,QNA,Quảng Nam,
TIER_TWO-2021-1-PHI-LAN,2,TIER_TWO,2021,1,FINISHED,2021-03-21,18:00,TTĐT trẻ PVF,PHI,Phố Hiến,1,1,LAN,Long An,
TIER_TWO-2021-2-CAND-DAL,2,TIER_TWO,2021,2,FINISHED,2021-03-26,16:00,Ninh Bình,CAND,Công An Nhân Dân,1,1,DAL,Đắk Lắk,
TIER_TWO-2021-2-HUE-PDO,2,TIER_TWO,2021,2,FINISHED,2021-03-27,16:00,Tự Do,HUE,Huế,0,0,PDO,Phù Đổng,
TIER_TWO-2021-2-BRVT-PTH,2,TIER_TWO,2021,2,FINISHED,2021-03-27,17:00,Bà Rịa,BRVT,Bà Rịa-Vũng Tàu,1,0,PTH,Phú Thọ,
TIER_TWO-2021-2-QNA-PHI,2,TIER_TWO,2021,2,FINISHED,2021-03-27,17:00,Quảng Nam,QNA,Quảng Nam,0,0,PHI,Phố Hiến,
TIER_TWO-2021-2-KHH-ANGI,2,TIER_TWO,2021,2,FINISHED,2021-03-27,17:00,19/8 Nha Trang,KHH,Khánh Hòa,2,0,ANGI,An Giang,
TIER_TWO-2021-2-LAN-BPH,2,TIER_TWO,2021,2,FINISHED,2021-03-28,17:00,Long An,LAN,Long An,2,0,BPH,Bình Phước,
TIER_TWO-2021-3-BRVT-HUE,2,TIER_TWO,2021,3,FINISHED,2021-04-02,17:00,Bà Rịa,BRVT,Bà Rịa-Vũng Tàu,1,1,HUE,Huế,
TIER_TWO-2021-3-BPH-CAND,2,TIER_TWO,2021,3,FINISHED,2021-04-03,17:00,Bình Phước,BPH,Bình Phước,2,2,CAND,Công An Nhân Dân,
TIER_TWO-2021-3-QNA-KHH,2,TIER_TWO,2021,3,FINISHED,2021-04-03,17:00,Quảng Nam,QNA,Quảng Nam,0,1,KHH,Khánh Hòa,
