id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-DAL-CAT,2,TIER_TWO,2014,1,FINISHED,2014-03-15,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,0,0,CAT,Cần Thơ,
1-KHH-TNI,2,TIER_TWO,2014,1,FINISHED,2014-03-15,16:00,19/8 Nha Trang,KHH,Khánh Hòa,2,0,TNI,XM Fico - YTL Tây Ninh,
1-SGO-DOT,2,TIER_TWO,2014,1,FINISHED,2014-03-15,17:00,Thống Nhất,SGO,Sài Gòn,1,0,DOT,Đồng Tháp,
1-HCM-HUE,2,TIER_TWO,2014,1,FINISHED,2014-03-15,17:30,Thống Nhất,HCM,TP Hồ Chí Minh,0,0,HUE,Huế,
2-DOT-HCM,2,TIER_TWO,2014,2,FINISHED,2014-03-22,15:30,Đồng Tháp,DOT,Đồng Tháp,2,0,HCM,TP Hồ Chí Minh,
2-HUE-SGO,2,TIER_TWO,2014,2,FINISHED,2014-03-22,15:30,Tự Do,HUE,Huế,1,0,SGO,Sài Gòn,
2-CAT-KHH,2,TIER_TWO,2014,2,FINISHED,2014-03-22,16:30,Cần Thơ,CAT,Cần Thơ,1,0,KHH,Khánh Hòa,
2-TNI-DAL,2,TIER_TWO,2014,2,FINISHED,2014-03-22,18:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,0,1,DAL,Đắk Lắk,
3-DOT-KHH,2,TIER_TWO,2014,3,FINISHED,2014-03-29,15:30,Đồng Tháp,DOT,Đồng Tháp,2,1,KHH,Khánh Hòa,
3-HUE-DAL,2,TIER_TWO,2014,3,FINISHED,2014-03-29,15:30,Tự Do,HUE,Huế,3,1,DAL,Đắk Lắk,
3-SGO-TNI,2,TIER_TWO,2014,3,FINISHED,2014-03-29,17:00,Thống Nhất,SGO,Sài Gòn,2,2,TNI,XM Fico - YTL Tây Ninh,
3-HCM-CAT,2,TIER_TWO,2014,3,FINISHED,2014-03-29,17:30,Thống Nhất,HCM,TP Hồ Chí Minh,3,1,CAT,Cần Thơ,
4-TNI-DOT,2,TIER_TWO,2014,4,FINISHED,2014-04-05,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,1,1,DOT,Đồng Tháp,
4-DAL-HCM,2,TIER_TWO,2014,4,FINISHED,2014-04-05,15:30,Buôn Ma Thuột,DAL,Đắk Lắk,0,0,HCM,TP Hồ Chí Minh,
