id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
1-CAT-QNA,2,TIER_TWO,2013,1,FINISHED,2013-03-09,15:30,Cần Thơ,CAT,Cần Thơ,0,0,QNA,Quảng Nam,
1-ANGI-QNI,2,TIER_TWO,2013,1,FINISHED,2013-03-09,15:30,Kiên Giang,ANGI,An Giang,2,1,QNI,Than Quảng Ninh,
1-DOT-TDC,2,TIER_TWO,2013,1,FINISHED,2013-03-09,15:30,Đồng Tháp,DOT,Đồng Tháp,1,0,TDC,TDC Bình Dương,
1-SGO-BIDI,2,TIER_TWO,2013,1,FINISHED,2013-03-09,16:00,Thống Nhất,SGO,Sài Gòn,1,0,BIDI,Topenland Bình Định,
2-QNA-DOT,2,TIER_TWO,2013,2,FINISHED,2013-03-29,16:00,Quảng Nam,QNA,Quảng Nam,3,1,DOT,Đồng Tháp,
2-BIDI-ANGI,2,TIER_TWO,2013,2,FINISHED,2013-03-30,,Quy Nhơn,BIDI,Topenland Bình Định,2,4,ANGI,An Giang,
2-TDC-CAT,2,TIER_TWO,2013,2,FINISHED,2013-03-30,15:30,Bình Dương,TDC,TDC Bình Dương,3,2,CAT,Cần Thơ,
2-QNI-SGO,2,TIER_TWO,2013,2,FINISHED,2013-03-30,15:30,Cẩm Phả,QNI,Than Quảng Ninh,4,1,SGO,Sài Gòn,
3-BIDI-CAT,2,TIER_TWO,2013,3,FINISHED,2013-04-05,15:30,Quy Nhơn,BIDI,Topenland Bình Định,2,3,CAT,Cần Thơ,
3-QNI-DOT,2,TIER_TWO,2013,3,FINISHED,2013-04-06,15:30,Cẩm Phả,QNI,Than Quảng Ninh,0,0,DOT,Đồng Tháp,
3-ANGI-TDC,2,TIER_TWO,2013,3,FINISHED,2013-04-06,15:30,Kiên Giang,ANGI,An Giang,1,0,TDC,TDC Bình Dương,
3-SGO-QNA,2,TIER_TWO,2013,3,FINISHED,2013-04-06,16:00,Thống Nhất,SGO,Sài Gòn,0,1,QNA,Quảng Nam,
4-TDC-QNI,2,TIER_TWO,2013,4,FINISHED,2013-04-12,15:30,Bình Dương,TDC,TDC Bình Dương,1,2,QNI,Than Quảng Ninh,
4-DOT-ANGI,2,TIER_TWO,2013,4,FINISHED,2013-04-13,15:30,Đồng Tháp,DOT,Đồng Tháp,0,2,ANGI,An Giang,
4-CAT-SGO,2,TIER_TWO,2013,4,FINISHED,2013-04-13,15:30,Cần Thơ,CAT,Cần Thơ,3,2,SGO,Sài Gòn,
4-QNA-BIDI,2,TIER_TWO,2013,4,FINISHED,2013-04-13,16:00,Quảng Nam,QNA,Quảng Nam,0,3,BIDI,Topenland Bình Định,
5-DOT-CAT,2,TIER_TWO,2013,5,FINISHED,2013-04-20,15:30,Đồng Tháp,DOT,Đồng Tháp,4,2,CAT,Cần Thơ,
5-TDC-QNA,2,TIER_TWO,2013,5,FINISHED,2013-04-20,15:30,Bình Dương,TDC,TDC Bình Dương,1,1,QNA,Quảng Nam,
5-ANGI-SGO,2,TIER_TWO,2013,5,FINISHED,2013-04-20,15:30,Kiên Giang,ANGI,An Giang,0,0,SGO,Sài Gòn,
5-QNI-BIDI,2,TIER_TWO,2013,5,FINISHED,2013-04-20,15:30,Cẩm Phả,QNI,Than Quảng Ninh,1,1,BIDI,Topenland Bình Định,
6-ANGI-CAT,2,TIER_TWO,2013,6,FINISHED,2013-04-26,15:30,Kiên Giang,ANGI,An Giang,3,2,CAT,Cần Thơ,
6-QNI-QNA,2,TIER_TWO,2013,6,FINISHED,2013-04-27,15:30,Cẩm Phả,QNI,Than Quảng Ninh,2,1,QNA,Quảng Nam,
6-BIDI-TDC,2,TIER_TWO,2013,6,FINISHED,2013-04-27,15:30,Quy Nhơn,BIDI,Topenland Bình Định,5,1,TDC,TDC Bình Dương,
6-SGO-DOT,2,TIER_TWO,2013,6,FINISHED,2013-04-27,16:00,Thống Nhất,SGO,Sài Gòn,0,0,DOT,Đồng Tháp,
7-CAT-QNI,2,TIER_TWO,2013,7,FINISHED,2013-05-03,15:30,Cần Thơ,CAT,Cần Thơ,1,1,QNI,Than Quảng Ninh,
7-TDC-SGO,2,TIER_TWO,2013,7,FINISHED,2013-05-04,15:30,Bình Dương,TDC,TDC Bình Dương,1,1,SGO,Sài Gòn,
7-DOT-BIDI,2,TIER_TWO,2013,7,FINISHED,2013-05-04,15:30,Đồng Tháp,DOT,Đồng Tháp,1,0,BIDI,Topenland Bình Định,
7-QNA-ANGI,2,TIER_TWO,2013,7,FINISHED,2013-05-04,16:00,Quảng Nam,QNA,Quảng Nam,2,2,ANGI,An Giang,
8-QNI-ANGI,2,TIER_TWO,2013,8,FINISHED,2013-05-10,15:30,Cẩm Phả,QNI,Than Quảng Ninh,2,0,ANGI,An Giang,
8-TDC-DOT,2,TIER_TWO,2013,8,FINISHED,2013-05-11,15:30,Bình Dương,TDC,TDC Bình Dương,1,2,DOT,Đồng Tháp,
8-QNA-CAT,2,TIER_TWO,2013,8,FINISHED,2013-05-11,16:00,Quảng Nam,QNA,Quảng Nam,2,1,CAT,Cần Thơ,
8-BIDI-SGO,2,TIER_TWO,2013,8,FINISHED,2013-05-12,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,0,SGO,Sài Gòn,
9-ANGI-BIDI,2,TIER_TWO,2013,9,FINISHED,2013-05-18,15:30,Kiên Giang,ANGI,An Giang,1,1,BIDI,Topenland Bình Định,
9-DOT-QNA,2,TIER_TWO,2013,9,FINISHED,2013-05-18,15:30,Đồng Tháp,DOT,Đồng Tháp,2,2,QNA,Quảng Nam,
9-CAT-TDC,2,TIER_TWO,2013,9,FINISHED,2013-05-18,15:30,Cần Thơ,CAT,Cần Thơ,2,2,TDC,TDC Bình Dương,
9-SGO-QNI,2,TIER_TWO,2013,9,FINISHED,2013-05-18,16:00,Thống Nhất,SGO,Sài Gòn,1,2,QNI,Than Quảng Ninh,
10-DOT-QNI,2,TIER_TWO,2013,10,FINISHED,2013-05-25,15:30,Đồng Tháp,DOT,Đồng Tháp,3,1,QNI,Than Quảng Ninh,
10-TDC-ANGI,2,TIER_TWO,2013,10,FINISHED,2013-05-25,15:30,Bình Dương,TDC,TDC Bình Dương,1,0,ANGI,An Giang,
10-CAT-BIDI,2,TIER_TWO,2013,10,FINISHED,2013-05-25,15:30,Cần Thơ,CAT,Cần Thơ,4,1,BIDI,Topenland Bình Định,
10-QNA-SGO,2,TIER_TWO,2013,10,FINISHED,2013-05-25,16:00,Quảng Nam,QNA,Quảng Nam,3,0,SGO,Sài Gòn,
11-QNI-TDC,2,TIER_TWO,2013,11,FINISHED,2013-06-15,15:30,Cẩm Phả,QNI,Than Quảng Ninh,1,0,TDC,TDC Bình Dương,
11-ANGI-DOT,2,TIER_TWO,2013,11,FINISHED,2013-06-15,15:30,Kiên Giang,ANGI,An Giang,3,1,DOT,Đồng Tháp,
11-BIDI-QNA,2,TIER_TWO,2013,11,FINISHED,2013-06-15,15:30,Quy Nhơn,BIDI,Topenland Bình Định,1,2,QNA,Quảng Nam,
11-SGO-CAT,2,TIER_TWO,2013,11,FINISHED,2013-06-15,16:00,Thống Nhất,SGO,Sài Gòn,0,5,CAT,Cần Thơ,
12-CAT-DOT,2,TIER_TWO,2013,12,FINISHED,2013-06-22,15:30,Cần Thơ,CAT,Cần Thơ,2,1,DOT,Đồng Tháp,
12-QNA-TDC,2,TIER_TWO,2013,12,FINISHED,2013-06-22,15:30,Quảng Nam,QNA,Quảng Nam,5,1,TDC,TDC Bình Dương,
12-SGO-ANGI,2,TIER_TWO,2013,12,FINISHED,2013-06-22,15:30,Thống Nhất,SGO,Sài Gòn,2,1,ANGI,An Giang,
