"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"A000062","Senator, 3rd Class","George","Aiken","George Aiken","VT","R",""
"A000161","Senator, 2nd Class","Gordon","Allott","Gordon Allott","CO","R",""
"A000186","Senator, 2nd Class","Clinton","Anderson","Clinton Anderson","NM","D",""
"B000201","Senator, 2nd Class","Edward","Bartlett","Edward Bartlett","AK","D",""
"B000223","Senator, 2nd Class","Ross","Bass","Ross Bass","TN","D",""
"B000254","Senator, 3rd Class","Birch","Bayh","Birch Bayh","IN","D",""
"B000384","Senator, 3rd Class","Wallace","Bennett","Wallace Bennett","UT","R",""
"B000436","Senator, 3rd Class","Alan","Bible","Alan Bible","NV","D",""
"B000593","Senator, 2nd Class","James","Boggs","James Boggs","DE","R",""
"B000813","Senator, 3rd Class","Daniel","Brewster","Daniel Brewster","MD","D",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","ND","D",""
"B001208","Senator, 1st Class","Harry","Byrd","Harry Byrd","VA","D",""
"B001209","Senator, 1st Class","Harry","Byrd","Harry Byrd","VA","D",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","WV","D",""
"C000120","Senator, 1st Class","Howard","Cannon","Howard Cannon","NV","D",""
"C000154","Senator, 3rd Class","Frank","Carlson","Frank Carlson","KS","R",""
"C000220","Senator, 2nd Class","Clifford","Case","Clifford Case","NJ","R",""
"C000388","Senator, 3rd Class","Frank","Church","Frank Church","ID","D",""
"C000444","Senator, 3rd Class","Joseph","Clark","Joseph Clark","PA","D",""
"C000758","Senator, 2nd Class","John","Cooper","John Cooper","KY","R",""
"C000802","Senator, 3rd Class","Norris","Cotton","Norris Cotton","NH","R",""
"C001006","Senator, 2nd Class","Carl","Curtis","Carl Curtis","NE","R",""
"D000360","Senator, 3rd Class","Everett","Dirksen","Everett Dirksen","IL","R",""
"D000390","Senator, 1st Class","Thomas","Dodd","Thomas Dodd","CT","D",""
