"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"A000062","Senator, 3rd Class","George","Aiken","George Aiken","VT","R",""
"A000161","Senator, 2nd Class","Gordon","Allott","Gordon Allott","CO","R",""
"A000186","Senator, 2nd Class","Clinton","Anderson","Clinton Anderson","NM","D",""
"B000201","Senator, 2nd Class","Edward","Bartlett","Edward Bartlett","AK","D",""
"B000271","Senator, 1st Class","James","Beall","James Beall","MD","R",""
"B000384","Senator, 3rd Class","Wallace","Bennett","Wallace Bennett","UT","R",""
"B000436","Senator, 3rd Class","Alan","Bible","Alan Bible","NV","D",""
"B000823","Senator, 2nd Class","Henry","Bridges","Henry Bridges","NH","R",""
"B000982","Senator, 1st Class","Clarence","Brunsdale","Clarence Brunsdale","ND","R",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","ND","D",""
"B001167","Senator, 3rd Class","Prescott","Bush","Prescott Bush","CT","R",""
"B001180","Senator, 3rd Class","John","Butler","John Butler","MD","R",""
"B001208","Senator, 1st Class","Harry","Byrd","Harry Byrd","VA","D",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","WV","D",""
"C000120","Senator, 1st Class","Howard","Cannon","Howard Cannon","NV","D",""
"C000128","Senator, 3rd Class","Homer","Capehart","Homer Capehart","IN","R",""
"C000154","Senator, 3rd Class","Frank","Carlson","Frank Carlson","KS","R",""
"C000189","Senator, 3rd Class","John","Carroll","John Carroll","CO","D",""
"C000220","Senator, 2nd Class","Clifford","Case","Clifford Case","NJ","R",""
"C000221","Senator, 3rd Class","Francis","Case","Francis Case","SD","R",""
"C000338","Senator, 1st Class","Dennis","Chavez","Dennis Chavez","NM","D",""
"C000388","Senator, 3rd Class","Frank","Church","Frank Church","ID","D",""
"C000444","Senator, 3rd Class","Joseph","Clark","Joseph Clark","PA","D",""
"C000758","Senator, 2nd Class","John","Cooper","John Cooper","KY","R",""
"C000802","Senator, 3rd Class","Norris","Cotton","Norris Cotton","NH","R",""
