dateListed,displayName,industry,isRecentListing,marketCap,priceChangeFiveDayPercent,symbol,xid
2018-09-12,1414 DEGREES LIMITED,Capital Goods,False,13735011,-1.4492753623188417,14D,486191506
2015-06-09,1ST GROUP LIMITED,Health Care Equipment & Services,False,N/A,0,1ST,274180515
2021-07-02,29METALS LIMITED,Materials,False,907306160,-15.837104072398184,29M,663303162
2006-12-27,333D LIMITED,Commercial & Professional Services,False,6108593,0,T3D,5947361
2006-10-17,360 CAPITAL ENHANCED INCOME FUND,Not Applic,False,22309706,0.7462686567164185,TCF,5457157
2005-07-26,360 CAPITAL GROUP,Real Estate,False,195388836,-2.4390243902438913,TGP,2524743
2015-04-22,360 CAPITAL REIT,Diversified Financials,False,113349938,-0.6250000000000006,TOT,86360650
2021-03-02,3D METALFORGE LIMITED,Commercial & Professional Services,False,N/A,0,3MF,636135750
2007-05-22,3D OIL LIMITED,Energy,False,15911302,1.6949152542372898,TDO,7221947
,3D RESOURCES LIMITED,,False,0,0,DDD,6393494
2014-07-09,3P LEARNING LIMITED..,Consumer Services,False,324868900,-2.4896265560165998,3PL,76419072
2020-08-07,4DMEDICAL LIMITED,Health Care Equipment & Services,False,184057398,6.349206349206355,4DX,608309060
2010-12-09,4DS MEMORY LIMITED,Semiconductors & Semiconductor Equipment,False,36994136,-3.8461538461538365,4DS,26906406
2022-03-01,5E ADVANCED MATERIALS INC.,Materials,False,741375887,-4.210526315789466,5EA,688676047
2000-01-20,88 ENERGY LIMITED,Energy,False,164391867,0,88E,230975
2014-08-27,8COMMON LIMITED,Software & Services,False,21336452,7.6923076923077,8CO,77805543
2014-12-17,8I HOLDINGS LTD,Diversified Financials,False,21798715,0,8IH,80536669
2015-12-16,8VI HOLDINGS LIMITED,Consumer Services,False,30938438,-8.750000000000007,8VI,320037656
2016-06-09,9 SPOKES INTERNATIONAL LIMITED,Software & Services,False,N/A,0,9SP,350856611
2021-04-15,92 ENERGY LIMITED,Energy,False,51431210,14.423076923076914,92E,648306270
2013-10-08,99 LOYALTY LIMITED.,Software & Services,False,26672704,-11.538461538461537,99L,592135903
2006-05-19,A-CAP ENERGY LIMITED,Energy,False,89967761,5.333333333333338,ACB,4721927
2007-10-02,A1 INVESTMENTS & RESOURCES LTD,Diversified Financials,False,16421946,0,AYI,633104981
1999-12-14,A2B AUSTRALIA LIMITED,Transportation,False,133959905,1.8181818181818197,A2B,69318
2002-11-14,ABACUS PROPERTY GROUP,Real Estate,False,2305636693,3.5019455252918408,ABP,37039
2009-12-24,ABX GROUP LIMITED,Materials,False,32420668,3.448275862068969,ABX,21420842
1977-06-01,ACADEMIES AUSTRALASIA GROUP LIMITED,Consumer Services,False,55831329,16.216216216216218,AKG,142001
2018-02-14,ACCELERATE RESOURCES LIMITED,Materials,False,8113767,-8.571428571428578,AX8,445500473
2004-07-07,ACCENT GROUP LIMITED,Retailing,False,758613401,4.347826086956526,AX1,239745
2005-08-26,ACCENT RESOURCES NL,Materials,False,11650682,0,ACS,2524742
2014-05-01,ACORN CAPITAL INVESTMENT FUND LIMITED,Not Applic,False,93807420,-0.9132420091324209,ACQ,74285777
2008-06-27,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,Capital Goods,False,139288222,-0.9259259259259267,ACF,12134104
2004-09-29,ACRUX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,22839186,15.492957746478888,ACR,37940
2007-10-16,ACTINOGEN MEDICAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,215507258,0,ACW,8548581
2021-10-20,ACTIVEPORT GROUP LTD,Software & Services,False,17489675,6.060606060606066,ATV,676836288
2006-04-11,ACTIVEX LIMITED,Materials,False,10586576,-2.0000000000000018,AIV,4293480
2003-12-05,ACUMENTIS GROUP LIMITED,Real Estate,False,15077300,-13.999999999999998,ACU,184709
2016-06-23,AD1 HOLDINGS LIMITED,Media & Entertainment,False,11912432,-5.555555555555542,AD1,352938983
1998-02-27,ADACEL TECHNOLOGIES LIMITED,Software & Services,False,55405823,4.316546762589932,ADA,38338
2015-06-17,ADAIRS LIMITED,Retailing,False,352911852,4.102564102564117,ADH,275023982
2016-08-22,ADALTA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,15395053,4.081632653061228,1AD,359623659
1992-02-06,ADAVALE RESOURCES LIMITED,Energy,False,14743394,10.714285714285712,ADD,230107
1962-05-31,ADBRI LIMITED,Materials,False,972415057,8.185053380782918,ABC,36575
2015-08-26,ADHERIUM LIMITED,Health Care Equipment & Services,False,12809249,-16.666666666666668,ADR,296963794
1983-12-01,ADMIRALTY RESOURCES NL.,Materials,False,10428633,14.285714285714286,ADY,39160
2020-10-23,ADORE BEAUTY GROUP LIMITED,Retailing,False,159070400,2.173913043478256,ABY,622595226
2022-09-30,ADRAD HOLDINGS LIMITED,Automobiles & Components,True,105656065,-6.8840579710144905,AHL,759771538
2018-05-01,ADRIATIC METALS PLC,Materials,False,637836479,11.009174311926595,ADT,459442330
1987-12-17,ADSLOT LTD.,Software & Services,False,22044787,-9.090909090909085,ADS,222495
2007-12-20,ADVANCE METALS LIMITED,Materials,False,7168161,-14.285714285714286,AVM,9354104
2005-02-24,ADVANCE ZINCTEK LIMITED,Materials,False,131842898,-2.2727272727272845,ANO,45841
2002-05-28,ADVANCED BRAKING TECHNOLOGY LTD,Automobiles & Components,False,10616165,-6.666666666666662,ABV,247217
2015-08-17,ADVANCED HUMAN IMAGING LTD,Software & Services,False,15815442,-4.545454545454549,AHI,294783988
2008-06-10,ADVANCED SHARE REGISTRY LIMITED,Diversified Financials,False,36747477,0,ASW,11848740
2012-12-18,ADVERITAS LIMITED,Software & Services,False,40059766,14.285714285714281,AV1,51814018
1987-01-29,ADX ENERGY LTD,Energy,False,24535208,0,ADX,39150
2015-04-01,AEERIS LTD,Media & Entertainment,False,9663821,0,AER,268289400
2007-06-14,AEON METALS LIMITED.,Materials,False,26580739,4.0000000000000036,AML,7128278
,AERAMENTUM RESOURCES LIMITED,Materials,False,0,,AEN,726777158
2000-09-12,AERIS ENVIRONMENTAL LTD,Commercial & Professional Services,False,7860626,3.1250000000000027,AEI,39459
2011-02-02,AERIS RESOURCES LIMITED,Materials,False,279832966,-4.761904761904753,AIS,29002327
2021-07-12,AERISON GROUP LTD,Capital Goods,False,44360936,-3.4482758620689498,AE1,660693415
2019-12-10,AEROMETREX LIMITED,Commercial & Professional Services,False,38704000,9.090909090909085,AMX,566027169
2003-09-19,AF LEGAL GROUP LTD,Commercial & Professional Services,False,16838012,-2.222222222222224,AFL,209421
2019-02-14,AFRICAN GOLD LTD.,Materials,False,9911057,13.09523809523809,A1G,511307838
2015-12-22,AFT PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,335572032,0,AFP,321649575
2006-10-12,AGL ENERGY LIMITED.,Utilities,False,4399766904,-1.4880952380952328,AGL,5778716
2007-10-09,AGRIMIN LIMITED,Materials,False,104883657,0,AMN,8674068
2008-02-13,AGUIA RESOURCES LIMITED,Materials,False,20047952,-16.66666666666666,AGR,10316346
2020-09-15,AI-MEDIA TECHNOLOGIES LIMITED,Commercial & Professional Services,False,68638734,-1.4285714285714142,AIM,614419228
1993-11-04,AIC MINES LIMITED,Materials,False,149991884,-3.0927835051546304,A1M,215251
2004-12-17,AIMS PROPERTY SECURITIES FUND,Real Estate,False,53523700,8.108108108108095,APW,204573
2001-12-17,AINSWORTH GAME TECHNOLOGY LIMITED,Consumer Services,False,272803082,0.6172839506172845,AGI,40562
1997-10-01,AIR NEW ZEALAND LIMITED,Transportation,False,2341082700,-1.449275362318826,AIZ,41981
2021-03-23,AIRTASKER LIMITED,Media & Entertainment,False,150549129,4.4776119402985115,ART,643303451
1999-08-10,AJ LUCAS GROUP LIMITED,Capital Goods,False,92173885,-28.865979381443296,AJL,42120
2020-12-15,AKORA RESOURCES LIMITED,Materials,False,14077091,7.89473684210527,AKO,626689880
2007-05-24,ALARA RESOURCES LIMITED,Materials,False,25133064,0,AUQ,7299505
2021-04-30,ALBION RESOURCES LIMITED,Materials,False,3740000,-4.70588235294118,ALB,651050027
2007-11-26,ALCHEMY RESOURCES LIMITED,Materials,False,34019211,25.925925925925938,ALY,8800757
2011-06-24,ALCIDION GROUP LIMITED,Health Care Equipment & Services,False,168019150,3.8461538461538494,ALC,34266634
2017-06-09,ALDERAN RESOURCES LIMITED,Materials,False,5204395,1.927470528863119e-14,AL8,413306903
2018-09-13,ALDORO RESOURCES LIMITED,Materials,False,27386512,18.367346938775505,ARN,478309439
1999-12-22,ALEXIUM INTERNATIONAL GROUP LIMITED,Materials,False,11614619,0,AJX,102592
2012-09-19,ALICANTO MINERALS LIMITED,Materials,False,12318409,-11.111111111111104,AQI,47926319
2004-09-09,ALICE QUEEN LIMITED,Materials,False,5500625,-16.666666666666668,AQX,27872356
1980-10-07,ALKANE RESOURCES LIMITED,Materials,False,410172926,9.375000000000009,ALK,43190
2012-05-29,ALLEGIANCE COAL LIMITED,Materials,False,36710827,-5.454545454545447,AHQ,44567894
2012-05-29,ALLEGIANCE COAL LIMITED,Materials,False,36710827,0,AHQN,762125532
2007-12-05,ALLEGRA ORTHOPAEDICS LIMITED,Health Care Equipment & Services,False,10445920,0,AMT,9222812
2011-12-20,ALLIANCE AVIATION SERVICES LIMITED,Transportation,False,530424500,2.461538461538464,AQZ,40437705
2011-02-03,ALLIGATOR ENERGY LIMITED,Energy,False,171769866,-5.454545454545447,AGE,29717099
2007-12-04,ALLKEM LIMITED,Materials,False,9558494709,-6.449511400651468,AKE,9202583
2021-11-29,ALLOGGIO GROUP LIMITED,Consumer Services,False,38138704,5.405405405405411,ALO,687332183
2022-05-02,ALLUP SILICA LIMITED,Materials,True,7606050,-2.173913043478263,APS,695836819
2007-04-18,ALMA METALS LIMITED,Energy,False,9511395,4.545454545454549,ALM,6932183
2021-08-02,ALMONTY INDUSTRIES INC.,Materials,False,169259768,5.333333333333338,AII,663784929
2007-10-22,ALPHA HPA LIMITED,Materials,False,312711100,-1.234567901234569,A4N,8375741
1952-07-18,ALS LIMITED,Commercial & Professional Services,False,5374261292,-0.623330365093502,ALQ,79955
2009-12-24,ALTAMIN LIMITED,Materials,False,34471074,2.4390243902439046,AZI,21808790
2010-01-27,ALTECH CHEMICALS LTD,Materials,False,126982162,4.444444444444448,ATC,21200114
2000-03-28,ALTERITY THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,31413439,1.3344026738283132e-14,ATH,225892
2005-05-08,ALTERNATIVE INVESTMENT TRUST,Not Applic,False,36411208,0,AIQ,5304916
2008-05-16,ALTERRA LIMITED,"Food, Beverage & Tobacco",False,7651078,0,1AG,11027185
2018-09-21,ALTHEA GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,26918334,1.2195121951219523,AGH,490229928
1999-08-04,ALTIUM LIMITED,Software & Services,False,4552163520,-6.036602021305657,ALU,43782
2012-12-20,ALTO METALS LIMITED,Materials,False,40624851,-1.2987012987012998,AME,50454234
1961-10-31,ALUMINA LIMITED,Materials,False,3728660621,5.533596837944669,AWC,55552
2021-10-20,ALVO MINERALS LIMITED,Materials,False,13109457,12.499999999999995,ALV,673648174
2006-08-31,AMA GROUP LIMITED,Commercial & Professional Services,False,198517990,-6.976744186046505,AMA,5332673
2019-12-06,AMAERO INTERNATIONAL LTD,Capital Goods,False,21307312,-13.227513227513224,3DA,565626045
2006-12-14,AMANI GOLD LIMITED,Materials,False,35540162,0,ANL,5937547
2004-12-10,AMBERTECH LIMITED,Technology Hardware & Equipment,False,27448222,0,AMO,44776
2000-02-10,AMCIL LIMITED,Not Applic,False,320630178,0.4854368932038731,AMH,44535
1969-08-28,AMCOR PLC,Materials,False,26757681421,1.0146561443066702,AMC,44210
2011-02-17,AMERICAN RARE EARTHS LIMITED,Materials,False,87063756,5.128205128205132,ARR,27209221
2021-12-13,AMERICAN WEST METALS LIMITED,Materials,False,27395663,-3.3333333333333366,AW1,689290648
2020-04-20,AML3D LIMITED,Capital Goods,False,16925708,-1.0526315789473693,AL3,581348909
1998-06-15,AMP LIMITED,Diversified Financials,False,3772653455,0.42194092827003316,AMP,44817
2013-12-23,AMPLIA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,19400554,1.010101010101011,ATX,70485942
1980-12-31,AMPOL LIMITED,Energy,False,6517562408,-11.01335940045617,ALD,83276
2005-12-09,ANAGENICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,8398810,8.571428571428559,AN1,2754755
2000-10-25,ANALYTICA LIMITED,Health Care Equipment & Services,False,4613801,0,ALT,43672
2014-10-16,ANATARA LIFESCIENCES LTD,"Pharmaceuticals, Biotechnology & Life Sciences",False,2854225,-10.233393177737884,ANR,79446348
2004-06-15,ANAX METALS LIMITED,Materials,False,23932061,0,ANX,48035
1996-09-17,ANDROMEDA METALS LIMITED,Materials,False,127510346,-4.761904761904765,ADN,38786
1999-08-09,ANEKA TAMBANG (PERSERO) TBK (PT),Materials,False,4807456594,0,ATM,53857
1999-11-16,ANGLOGOLD ASHANTI LIMITED,Materials,False,7753979401,-0.7352941176470649,AGG,40532
2011-05-18,ANOVA METALS LIMITED,Materials,False,22373319,7.6923076923077,AWV,31718959
2020-02-14,ANSARADA GROUP LIMITED,Software & Services,False,117476272,11.475409836065584,AND,575568487
1985-08-22,ANSELL LIMITED,Health Care Equipment & Services,False,3462663506,1.9195275009228483,ANN,45809
2010-07-08,ANSON RESOURCES LIMITED,Materials,False,411174366,8.196721311475418,ASN,24223654
2000-04-07,ANTEOTECH LTD,"Pharmaceuticals, Biotechnology & Life Sciences",False,121264720,3.703703703703707,ADO,260118
2004-03-24,ANTERIS TECHNOLOGIES LTD,Health Care Equipment & Services,False,305804752,-8.504273504273497,AVR,64270
1993-11-25,ANTILLES GOLD LIMITED,Materials,False,19957645,0,AAU,73798
2011-04-20,ANTIPA MINERALS LIMITED,Materials,False,89826022,-5.555555555555548,AZY,31627545
2001-12-20,ANTISENSE THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",False,57516282,2.35294117647059,ANP,45878
2000-06-13,APA GROUP,Utilities,False,11657351218,3.8461538461538356,APA,46493
2015-12-15,APIAM ANIMAL HEALTH LIMITED,Health Care Equipment & Services,False,126658766,2.8070175438596516,AHX,320390670
2021-11-12,APM HUMAN SERVICES INTERNATIONAL LIMITED,Commercial & Professional Services,False,2999184963,-2.702702702702698,APM,689448521
2007-10-31,APOLLO MINERALS LIMITED,Materials,False,25507435,6.122448979591842,AON,8515120
2016-11-04,APOLLO TOURISM & LEISURE LTD,Automobiles & Components,False,171258835,7.954545454545461,ATL,369599371
2015-01-07,APPEN LIMITED,Software & Services,False,319726062,-5.797101449275352,APX,82356054
2010-11-30,APPLYFLOW LIMITED,Media & Entertainment,False,5915216,0,AFW,26701925
