"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000014","Representative","Neil","Abercrombie","Neil Abercrombie","D","HI",""
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000055","Representative","Robert","Aderholt","Robert Aderholt","R","AL",""
"A000210","Representative","Robert","Andrews","Robert Andrews","D","NJ",""
"A000215","Representative","Bill","Archer","Bill Archer","R","TX",""
"A000217","Representative","Richard","Armey","Richard Armey","R","TX",""
"A000357","Representative","Thomas","Allen","Thomas Allen","D","ME",""
"B000013","Representative","Spencer","Bachus","Spencer Bachus","R","AL",""
"B000072","Representative","Richard","Baker","Richard Baker","R","LA",""
"B000081","Representative","John","Baldacci","John Baldacci","D","ME",""
"B000104","Representative","Cass","Ballenger","Cass Ballenger","R","NC",""
"B000134","Representative","James","Barcia","James Barcia","D","MI",""
"B000169","Representative","Bob","Barr","Bob Barr","R","GA",""
"B000177","Representative","Thomas","Barrett","Thomas Barrett","D","WI",""
"B000179","Representative","Bill","Barrett","Bill Barrett","R","NE",""
"B000208","Representative","Roscoe","Bartlett","Roscoe Bartlett","R","MD",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000220","Representative","Charles","Bass","Charles Bass","R","NH",""
"B000229","Representative","Herbert","Bateman","Herbert Bateman","R","VA",""
"B000287","Representative","Xavier","Becerra","Xavier Becerra","D","CA",""
"B000400","Representative","Ken","Bentsen","Ken Bentsen","D","TX",""
"B000403","Representative","Douglas","Bereuter","Douglas Bereuter","R","NE",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000420","Representative","Marion","Berry","Marion Berry","D","AR",""
"B000461","Representative","Brian","Bilbray","Brian Bilbray","R","CA",""
"B000463","Representative","Michael","Bilirakis","Michael Bilirakis","R","FL",""
"B000490","Representative","Sanford","Bishop","Sanford Bishop","D","GA",""
"B000518","Representative","Rod","Blagojevich","Rod Blagojevich","D","IL",""
"B000556","Representative","Tom","Bliley","Tom Bliley","R","VA",""
"B000574","Representative","Earl","Blumenauer","Earl Blumenauer","D","OR",""
"B000575","Representative","Roy","Blunt","Roy Blunt","R","MO",""
"B000586","Representative","Sherwood","Boehlert","Sherwood Boehlert","R","NY",""
"B000589","Representative","John","Boehner","John Boehner","R","OH",""
"B000617","Representative","Henry","Bonilla","Henry Bonilla","R","TX",""
"B000619","Representative","David","Bonior","David Bonior","D","MI",""
"B000644","Representative","Robert","Borski","Robert Borski","D","PA",""
"B000652","Representative","Leonard","Boswell","Leonard Boswell","D","IA",""
"B000657","Representative","Rick","Boucher","Rick Boucher","D","VA",""
"B000716","Representative","Allen","Boyd","Allen Boyd","D","FL",""
"B000755","Representative","Kevin","Brady","Kevin Brady","R","TX",""
"B000911","Representative","Corrine","Brown","Corrine Brown","D","FL",""
"B000918","Representative","George","Brown","George Brown","D","CA",""
"B000944","Representative","Sherrod","Brown","Sherrod Brown","D","OH",""
"B000996","Representative","Ed","Bryant","Ed Bryant","R","TN",""
"B001135","Representative","Richard","Burr","Richard Burr","R","NC",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001203","Representative","Steve","Buyer","Steve Buyer","R","IN",""
"B001227","Representative","Robert","Brady","Robert Brady","D","PA",""
"B001228","Representative","Mary","Bono Mack","Mary Bono Mack","R","CA",""
"B001229","Representative","Brian","Baird","Brian Baird","D","WA",""
"B001230","Representative","Tammy","Baldwin","Tammy Baldwin","D","WI",""
"B001231","Representative","Shelley","Berkley","Shelley Berkley","D","NV",""
"B001232","Representative","Judy","Biggert","Judy Biggert","R","IL",""
"B001234","Representative","Joe","Baca","Joe Baca","D","CA",""
"C000052","Representative","Sonny","Callahan","Sonny Callahan","R","AL",""
"C000059","Representative","Ken","Calvert","Ken Calvert","R","CA",""
"C000071","Representative","Dave","Camp","Dave Camp","R","MI",""
"C000100","Representative","Tom","Campbell","Tom Campbell","R","CA",""
"C000107","Representative","Charles","Canady","Charles Canady","R","FL",""
"C000116","Representative","Christopher","Cannon","Christopher Cannon","R","UT",""
"C000141","Representative","Benjamin","Cardin","Benjamin Cardin","D","MD",""
"C000191","Representative","Julia","Carson","Julia Carson","D","IN",""
"C000243","Representative","Michael","Castle","Michael Castle","R","DE",""
"C000266","Representative","Steven","Chabot","Steven Chabot","R","OH",""
"C000286","Representative","Saxby","Chambliss","Saxby Chambliss","R","GA",""
"C000345","Representative","Helen","Chenoweth-Hage","Helen Chenoweth-Hage","R","ID",""
"C000380","Delegate","Donna","Christensen","Donna Christensen","D","VI",""
"C000488","Representative","William","Clay","William Clay","D","MO",""
"C000494","Representative","Eva","Clayton","Eva Clayton","D","NC",""
"C000503","Representative","Bob","Clement","Bob Clement","D","TN",""
"C000537","Representative","James","Clyburn","James Clyburn","D","SC",""
"C000556","Representative","Howard","Coble","Howard Coble","R","NC",""
"C000560","Representative","Tom","Coburn","Tom Coburn","R","OK",""
"C000640","Representative","Michael","Collins","Michael Collins","R","GA",""
"C000653","Representative","Larry","Combest","Larry Combest","R","TX",""
