"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000017","Senator, 2nd Class","James","Abourezk","James Abourezk","D","SD",""
"A000127","Senator, 3rd Class","James","Allen","James Allen","D","AL",""
"A000202","Senator, 2nd Class","Wendell","Anderson","Wendell Anderson","I","MN",""
"B000063","Senator, 2nd Class","Howard","Baker","Howard Baker","R","TN",""
"B000200","Senator, 2nd Class","Dewey","Bartlett","Dewey Bartlett","R","OK",""
"B000254","Senator, 3rd Class","Birch","Bayh","Birch Bayh","D","IN",""
"B000272","Senator, 1st Class","John","Beall","John Beall","R","MD",""
"B000351","Senator, 3rd Class","Henry","Bellmon","Henry Bellmon","R","OK",""
"B000401","Senator, 1st Class","Lloyd","Bentsen","Lloyd Bentsen","D","TX",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000851","Senator, 1st Class","William","Brock","William Brock","R","TN",""
"B000871","Senator, 2nd Class","Edward","Brooke","Edward Brooke","R","MA",""
"B001026","Senator, 1st Class","James","Buckley","James Buckley","I","NY",""
"B001057","Senator, 3rd Class","Dale","Bumpers","Dale Bumpers","D","AR",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","D","ND",""
"B001209","Senator, 1st Class","Harry","Byrd","Harry Byrd","I","VA",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"C000120","Senator, 1st Class","Howard","Cannon","Howard Cannon","D","NV",""
"C000220","Senator, 2nd Class","Clifford","Case","Clifford Case","R","NJ",""
"C000269","Senator, 1st Class","John","Chafee","John Chafee","R","RI",""
"C000356","Senator, 1st Class","Lawton","Chiles","Lawton Chiles","D","FL",""
"C000388","Senator, 3rd Class","Frank","Church","Frank Church","D","ID",""
"C000448","Senator, 2nd Class","Richard","Clark","Richard Clark","D","IA",""
"C000802","Senator, 3rd Class","Norris","Cotton","Norris Cotton","R","NH",""
"C000877","Senator, 3rd Class","Alan","Cranston","Alan Cranston","D","CA",""
"C000979","Senator, 3rd Class","John","Culver","John Culver","D","IA",""
"C001006","Senator, 2nd Class","Carl","Curtis","Carl Curtis","R","NE",""
"D000030","Senator, 1st Class","John","Danforth","John Danforth","R","MO",""
"D000401","Senator, 3rd Class","Robert","Dole","Robert Dole","R","KS",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","R","NM",""
"D000574","Senator, 3rd Class","John","Durkin","John Durkin","D","NH",""
"E000004","Senator, 3rd Class","Thomas","Eagleton","Thomas Eagleton","D","MO",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","D","MS",""
"F000013","Senator, 1st Class","Paul","Fannin","Paul Fannin","R","AZ",""
"F000245","Senator, 1st Class","Hiram","Fong","Hiram Fong","R","HI",""
"F000268","Senator, 3rd Class","Wendell","Ford","Wendell Ford","D","KY",""
"G000072","Senator, 3rd Class","Edwin","Garn","Edwin Garn","R","UT",""
"G000236","Senator, 3rd Class","John","Glenn","John Glenn","D","OH",""
"G000267","Senator, 3rd Class","Barry","Goldwater","Barry Goldwater","R","AZ",""
"G000388","Senator, 3rd Class","Maurice","Gravel","Maurice Gravel","D","AK",""
"G000465","Senator, 2nd Class","Robert","Griffin","Robert Griffin","R","MI",""
"H000170","Senator, 2nd Class","Clifford","Hansen","Clifford Hansen","R","WY",""
"H000287","Senator, 3rd Class","Gary","Hart","Gary Hart","D","CO",""
