api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-08 03:22:41 -0400,,,30,3.22,ocd-division/country:us/state:hi/cd:1,,D,,,4,Rep.,HI,,Representative,0,933,neilabercrombie,,7.28,90.1,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,7,,,,,Gary,M,3607,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-08 03:22:41 -0400,,L.,173,18.54,ocd-division/country:us/state:ny/cd:7,,D,,,10,Rep.,NY,,Representative,0,933,repgaryackerman,,4.59,92.71,,RepAckerman
https://api.propublica.org/congress/v1/members/A000103.json,False,,,,,1934-01-16,1,,,,,William,M,0501,,400761,12000,A000103,,False,Alexander,2019-10-08 03:22:41 -0400,,Vollie,188,20.15,ocd-division/country:us/state:ar/cd:1,,D,,,24,Rep.,AR,,Representative,0,933,,,8.77,88.77,,
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,,1943-12-02,4,,,,,Wayne,M,0804,,300003,15801,A000109,,False,Allard,2019-10-08 03:22:41 -0400,,A.,16,1.71,ocd-division/country:us/state:co/cd:4,,R,,,2,Rep.,CO,,Representative,0,933,,,11.8,84.83,,
https://api.propublica.org/congress/v1/members/A000121.json,False,,,,,1952-03-08,7,,,,,George,M,5107,,300004,15847,A000121,,False,Allen,2019-10-08 03:22:41 -0400,,Felix,4,0.73,ocd-division/country:us/state:va/cd:7,,R,,,2,Rep.,VA,,Representative,1,545,,,10.15,86.59,,
https://api.propublica.org/congress/v1/members/A000189.json,False,,,,,1913-02-21,32,,,,,Glenn,,0632,,400844,12001,A000189,,False,Anderson,2019-10-08 03:22:41 -0400,,Malcolm,30,3.22,ocd-division/country:us/state:ca/cd:32,,D,,,24,Rep.,CA,,Representative,0,933,,,8.9,88.47,,
https://api.propublica.org/congress/v1/members/A000211.json,False,,,,,1953-03-22,1,,,,,Thomas,M,2301,,400885,15803,A000211,,False,Andrews,2019-10-08 03:22:41 -0400,,H.,14,1.5,ocd-division/country:us/state:me/cd:1,,D,,,2,Rep.,ME,,Representative,0,933,,,8.62,88.58,,
https://api.propublica.org/congress/v1/members/A000209.json,False,,,,,1944-02-07,25,,,,,Michael,M,4825,,400882,15000,A000209,,False,Andrews,2019-10-08 03:22:41 -0400,,,18,1.93,ocd-division/country:us/state:tx/cd:25,,D,,,10,Rep.,TX,,Representative,0,933,,,15.09,81.98,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-08 03:22:41 -0400,,E.,26,2.79,ocd-division/country:us/state:nj/cd:1,,D,,,2,Rep.,NJ,,Representative,0,933,RepAndrews,http://andrews.house.gov/,15.0,82.16,,
https://api.propublica.org/congress/v1/members/A000212.json,False,,,,,1915-01-12,11,,,,,Frank,M,1711,,400895,10703,A000212,,False,Annunzio,2019-10-08 03:22:41 -0400,,,48,5.14,ocd-division/country:us/state:il/cd:11,,D,,,28,Rep.,IL,,Representative,0,933,,,6.74,90.23,,
https://api.propublica.org/congress/v1/members/A000213.json,False,,,,,1938-02-21,4,,,,,Beryl,,0504,,400898,14601,A000213,,False,Anthony,2019-10-08 03:22:41 -0400,,Franklin,184,19.72,ocd-division/country:us/state:ar/cd:4,,D,,,14,Rep.,AR,,Representative,0,933,,,9.15,87.7,,
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,,1928-03-27,18,,,,,Douglas,M,3918,,400906,14402,A000214,,False,Applegate,2019-10-08 03:22:41 -0400,,,21,2.25,ocd-division/country:us/state:oh/cd:18,,D,,,16,Rep.,OH,,Representative,0,933,,,17.93,79.26,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2019-10-08 03:22:41 -0400,,,49,5.25,ocd-division/country:us/state:tx/cd:7,,R,,,22,Rep.,TX,,Representative,0,933,,,17.09,81.16,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-08 03:22:41 -0400,,K.,26,2.79,ocd-division/country:us/state:tx/cd:26,,R,,,2,Rep.,TX,,Representative,0,933,,,14.61,82.11,,
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,,1938-07-21,1,,,,,Leslie,M,5501,,400967,13003,A000224,,False,Aspin,2019-10-08 03:22:41 -0400,,,64,6.86,ocd-division/country:us/state:wi/cd:1,,D,,,22,Rep.,WI,,Representative,0,933,,,9.49,88.14,,
https://api.propublica.org/congress/v1/members/A000226.json,False,,,,,1948-04-14,5,,,,,Chester,M,2505,,400975,15201,A000226,,False,Atkins,2019-10-08 03:22:41 -0400,,Greenough,60,6.43,ocd-division/country:us/state:ma/cd:5,,D,,,8,Rep.,MA,,Representative,0,933,,,7.55,89.39,,
https://api.propublica.org/congress/v1/members/A000337.json,False,,,,,1942-10-21,1,,,,,Les,,4101,,400987,14201,A000337,,False,AuCoin,2019-10-08 03:22:41 -0400,,,149,15.97,ocd-division/country:us/state:or/cd:1,,D,,,18,Rep.,OR,,Representative,0,933,,,7.21,89.65,,
https://api.propublica.org/congress/v1/members/B000008.json,False,,,,,1949-06-21,11,,,,,Jim,M,1211,,401014,15804,B000008,,False,Bacchus,2019-10-08 03:22:41 -0400,,,33,3.54,ocd-division/country:us/state:fl/cd:11,,D,,,2,Rep.,FL,,Representative,0,933,,,11.11,86.03,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2019-10-08 03:22:41 -0400,,Hugh,61,6.54,ocd-division/country:us/state:la/cd:6,,R,,,6,Rep.,LA,,Representative,0,933,,,8.71,87.88,,
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,,1926-12-06,10,,,,,Cass,M,3710,,400015,15401,B000104,,False,Ballenger,2019-10-08 03:22:41 -0400,,,38,4.07,ocd-division/country:us/state:nc/cd:10,,R,,,6,Rep.,NC,,Representative,1,933,,,10.44,86.24,,
https://api.propublica.org/congress/v1/members/B000153.json,False,,,,,1922-03-20,10,,,,,Druie,,1310,,401155,14404,B000153,,False,Barnard,2019-10-08 03:22:41 -0400,,Douglas,239,25.62,ocd-division/country:us/state:ga/cd:10,,D,,,16,Rep.,GA,,Representative,0,933,,,22.79,73.97,,
https://api.propublica.org/congress/v1/members/B000179.json,False,,,,,1929-02-09,3,,,,,Bill,M,3103,,400568,15805,B000179,,False,Barrett,2019-10-08 03:22:41 -0400,,,12,1.29,ocd-division/country:us/state:ne/cd:3,,R,,,2,Rep.,NE,,Representative,1,933,,,7.92,88.74,,
https://api.propublica.org/congress/v1/members/B000204.json,False,,,,,1947-09-19,3,,,,,Harry,M,4803,,401203,15001,B000204,,False,Bartlett,2019-10-08 03:22:41 -0400,,Stephen,7,18.92,ocd-division/country:us/state:tx/cd:3,,R,,,10,Rep.,TX,,Representative,0,37,,,3.33,93.33,,
https://api.propublica.org/congress/v1/members/B000213.json,False,,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,M,4806,/m/03rspq,400018,15085,B000213,,False,Barton,2019-10-08 03:22:41 -0400,,L.,69,7.4,ocd-division/country:us/state:tx/cd:6,,R,,,8,Rep.,TX,,Representative,1,933,RepJoeBarton,https://joebarton.house.gov,14.01,82.66,27082,repjoebarton
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,,1928-08-07,1,,,,,Herbert,M,5101,,400569,15002,B000229,,False,Bateman,2019-10-08 03:22:41 -0400,,H.,23,2.47,ocd-division/country:us/state:va/cd:1,,R,,,10,Rep.,VA,,Representative,6,933,,,19.44,77.29,,
https://api.propublica.org/congress/v1/members/B000318.json,False,,,,,1932-10-26,23,,,,,Anthony,M,0623,,401310,14405,B000318,,False,Beilenson,2019-10-08 03:22:41 -0400,,C.,44,4.72,ocd-division/country:us/state:ca/cd:23,,D,,,16,Rep.,CA,,Representative,0,933,,,13.56,83.66,,
https://api.propublica.org/congress/v1/members/B000371.json,False,,,,,1910-12-02,3,,,,,Charles,M,1203,,401363,633,B000371,,False,Bennett,2019-10-08 03:22:41 -0400,,Edward,0,0.0,ocd-division/country:us/state:fl/cd:3,,D,,,44,Rep.,FL,,Representative,0,933,,,18.56,78.56,,
https://api.propublica.org/congress/v1/members/B000392.json,False,,,,,1923-11-28,2,,,,,Helen,F,2402,,401383,15203,B000392,,False,Bentley,2019-10-08 03:22:41 -0400,,Delich,31,3.32,ocd-division/country:us/state:md/cd:2,,R,,,8,Rep.,MD,,Representative,0,933,,,15.96,80.5,,
