"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000069","Senator, 1st Class","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000109","Senator, 2nd Class","Wayne","Allard","Wayne Allard","R","CO",""
"A000355","Senator, 1st Class","Spencer","Abraham","Spencer Abraham","R","MI",""
"A000356","Senator, 1st Class","John","Ashcroft","John Ashcroft","R","MO",""
"B000243","Senator, 2nd Class","Max","Baucus","Max Baucus","D","MT",""
"B000382","Senator, 3rd Class","Robert","Bennett","Robert Bennett","R","UT",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000468","Senator, 1st Class","Jeff","Bingaman","Jeff Bingaman","D","NM",""
"B000611","Senator, 3rd Class","Christopher","Bond","Christopher Bond","R","MO",""
"B000711","Senator, 3rd Class","Barbara","Boxer","Barbara Boxer","D","CA",""
"B000780","Senator, 3rd Class","John","Breaux","John Breaux","D","LA",""
"B000953","Senator, 3rd Class","Sam","Brownback","Sam Brownback","R","KS",""
"B000993","Senator, 1st Class","Richard","Bryan","Richard Bryan","D","NV",""
"B001057","Senator, 3rd Class","Dale","Bumpers","Dale Bumpers","D","AR",""
"B001126","Senator, 1st Class","Conrad","Burns","Conrad Burns","R","MT",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"C000077","Senator, 3rd Class","Ben","Campbell","Ben Campbell","R","CO",""
"C000269","Senator, 1st Class","John","Chafee","John Chafee","R","RI",""
"C000542","Senator, 3rd Class","Daniel","Coats","Daniel Coats","R","IN",""
"C000567","Senator, 2nd Class","Thad","Cochran","Thad Cochran","R","MS",""
"C000705","Senator, 1st Class","Kent","Conrad","Kent Conrad","D","ND",""
"C000813","Senator, 3rd Class","Paul","Coverdell","Paul Coverdell","R","GA",""
"C000858","Senator, 2nd Class","Larry","Craig","Larry Craig","R","ID",""
"C001034","Senator, 2nd Class","Max","Cleland","Max Cleland","D","GA",""
"C001035","Senator, 2nd Class","Susan","Collins","Susan Collins","R","ME",""
"D000018","Senator, 3rd Class","Alfonse","D'Amato","Alfonse D'Amato","R","NY",""
"D000064","Senator, 3rd Class","Thomas","Daschle","Thomas Daschle","D","SD",""
"D000294","Senator, 1st Class","Michael","DeWine","Michael DeWine","R","OH",""
"D000388","Senator, 3rd Class","Christopher","Dodd","Christopher Dodd","D","CT",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","R","NM",""
"D000432","Senator, 3rd Class","Byron","Dorgan","Byron Dorgan","D","ND",""
"D000563","Senator, 2nd Class","Richard","Durbin","Richard Durbin","D","IL",""
"E000285","Senator, 2nd Class","Michael","Enzi","Michael Enzi","R","WY",""
