"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000069","Senator, 1st Class","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000109","Senator, 2nd Class","Wayne","Allard","Wayne Allard","R","CO",""
"A000121","Senator, 1st Class","George","Allen","George Allen","R","VA",""
"A000360","Senator, 2nd Class","Lamar","Alexander","Lamar Alexander","R","TN",""
"B000243","Senator, 2nd Class","Max","Baucus","Max Baucus","D","MT",""
"B000382","Senator, 3rd Class","Robert","Bennett","Robert Bennett","R","UT",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000468","Senator, 1st Class","Jeff","Bingaman","Jeff Bingaman","D","NM",""
"B000611","Senator, 3rd Class","Christopher","Bond","Christopher Bond","R","MO",""
"B000711","Senator, 3rd Class","Barbara","Boxer","Barbara Boxer","D","CA",""
"B000780","Senator, 3rd Class","John","Breaux","John Breaux","D","LA",""
"B000953","Senator, 3rd Class","Sam","Brownback","Sam Brownback","R","KS",""
"B001066","Senator, 3rd Class","Jim","Bunning","Jim Bunning","R","KY",""
"B001126","Senator, 1st Class","Conrad","Burns","Conrad Burns","R","MT",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"B001233","Senator, 3rd Class","Evan","Bayh","Evan Bayh","D","IN",""
"C000077","Senator, 3rd Class","Ben","Campbell","Ben Campbell","R","CO",""
"C000127","Senator, 1st Class","Maria","Cantwell","Maria Cantwell","D","WA",""
"C000174","Senator, 1st Class","Thomas","Carper","Thomas Carper","D","DE",""
"C000286","Senator, 2nd Class","Saxby","Chambliss","Saxby Chambliss","R","GA",""
"C000567","Senator, 2nd Class","Thad","Cochran","Thad Cochran","R","MS",""
"C000705","Senator, 1st Class","Kent","Conrad","Kent Conrad","D","ND",""
"C000858","Senator, 2nd Class","Larry","Craig","Larry Craig","R","ID",""
"C000880","Senator, 3rd Class","Michael","Crapo","Michael Crapo","R","ID",""
"C001035","Senator, 2nd Class","Susan","Collins","Susan Collins","R","ME",""
"C001040","Senator, 3rd Class","Lincoln","Chafee","Lincoln Chafee","R","RI",""
"C001041","Senator, 1st Class","Hillary","Clinton","Hillary Clinton","D","NY",""
"C001042","Senator, 1st Class","Jon","Corzine","Jon Corzine","D","NJ",""
"C001056","Senator, 2nd Class","John","Cornyn","John Cornyn","R","TX",""
"C001057","Senator, 2nd Class","Norm","Coleman","Norm Coleman","R","MN",""
"D000064","Senator, 3rd Class","Thomas","Daschle","Thomas Daschle","D","SD",""
"D000294","Senator, 1st Class","Michael","DeWine","Michael DeWine","R","OH",""
"D000388","Senator, 3rd Class","Christopher","Dodd","Christopher Dodd","D","CT",""
