api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,7,,,,,Gary,M,3607,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2016-06-14 16:25:53 -0400,,L.,,ocd-division/country:us/state:ny/cd:7,,D,,,8,Rep.,NY,,Representative,,,repgaryackerman,,,RepAckerman
https://api.propublica.org/congress/v1/members/A000069.json,False,,,,8704,1924-09-11,2,,,,,Daniel,M,1502,/m/01rbrq,300001,14400,A000069,,False,Akaka,2016-06-14 16:25:53 -0400,,K.,,ocd-division/country:us/state:hi/cd:2,,D,,,14,Rep.,HI,,Representative,,,SenatorAkaka,,,senatorakaka
https://api.propublica.org/congress/v1/members/A000103.json,False,,,,,1934-01-16,1,,,,,William,M,0501,,400761,12000,A000103,,False,Alexander,2013-04-12 20:11:55 -0400,,Vollie,,ocd-division/country:us/state:ar/cd:1,,D,,,22,Rep.,AR,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000189.json,False,,,,,1913-02-21,32,,,,,Glenn,,0632,,400844,12001,A000189,,False,Anderson,2013-04-12 20:11:55 -0400,,Malcolm,,ocd-division/country:us/state:ca/cd:32,,D,,,22,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000209.json,False,,,,,1944-02-07,25,,,,,Michael,M,4825,,400882,15000,A000209,,False,Andrews,2013-04-12 20:11:57 -0400,,,,ocd-division/country:us/state:tx/cd:25,,D,,,8,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000212.json,False,,,,,1915-01-12,11,,,,,Frank,M,1711,,400895,10703,A000212,,False,Annunzio,2013-04-12 20:11:55 -0400,,,,ocd-division/country:us/state:il/cd:11,,D,,,26,Rep.,IL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000213.json,False,,,,,1938-02-21,4,,,,,Beryl,,0504,,400898,14601,A000213,,False,Anthony,2013-04-12 20:11:55 -0400,,Franklin,,ocd-division/country:us/state:ar/cd:4,,D,,,12,Rep.,AR,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,,1928-03-27,18,,,,,Douglas,M,3918,,400906,14402,A000214,,False,Applegate,2013-04-12 20:11:57 -0400,,,,ocd-division/country:us/state:oh/cd:18,,D,,,14,Rep.,OH,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2013-04-12 20:11:59 -0400,,,,ocd-division/country:us/state:tx/cd:7,,R,,,20,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2013-04-12 20:12:00 -0400,,K.,,ocd-division/country:us/state:tx/cd:26,,R,,,6,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,,1938-07-21,1,,,,,Leslie,M,5501,,400967,13003,A000224,,False,Aspin,2013-04-12 20:11:57 -0400,,,,ocd-division/country:us/state:wi/cd:1,,D,,,20,Rep.,WI,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000226.json,False,,,,,1948-04-14,5,,,,,Chester,M,2505,,400975,15201,A000226,,False,Atkins,2013-04-12 20:11:55 -0400,,Greenough,,ocd-division/country:us/state:ma/cd:5,,D,,,6,Rep.,MA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/A000337.json,False,,,,,1942-10-21,1,,,,,Les,,4101,,400987,14201,A000337,,False,AuCoin,2013-04-12 20:11:55 -0400,,,,ocd-division/country:us/state:or/cd:1,,D,,,16,Rep.,OR,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2013-04-12 20:12:02 -0400,,Hugh,,ocd-division/country:us/state:la/cd:6,,R,,,4,Rep.,LA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,,1926-12-06,10,,,,,Cass,M,3710,,400015,15401,B000104,,False,Ballenger,2013-04-12 20:12:01 -0400,,,,ocd-division/country:us/state:nc/cd:10,,R,,,4,Rep.,NC,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000153.json,False,,,,,1922-03-20,10,,,,,Druie,,1310,,401155,14404,B000153,,False,Barnard,2013-04-12 20:11:55 -0400,,Douglas,,ocd-division/country:us/state:ga/cd:10,,D,,,14,Rep.,GA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000204.json,False,,,,,1947-09-19,3,,,,,Harry,M,4803,,401203,15001,B000204,,False,Bartlett,2013-04-12 20:11:55 -0400,,Stephen,,ocd-division/country:us/state:tx/cd:3,,R,,,8,Rep.,TX,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000213.json,False,,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,M,4806,/m/03rspq,400018,15085,B000213,,False,Barton,2018-03-07 08:14:15 -0500,,L.,,ocd-division/country:us/state:tx/cd:6,,R,,,6,Rep.,TX,,Representative,,,RepJoeBarton,https://joebarton.house.gov,27082,repjoebarton
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,,1928-08-07,1,,,,,Herbert,M,5101,,400569,15002,B000229,,False,Bateman,2013-04-12 20:11:59 -0400,,H.,,ocd-division/country:us/state:va/cd:1,,R,,,8,Rep.,VA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000236.json,False,,,,,1941-07-21,44,,,,,Jim,,0644,,401231,15003,B000236,,False,Bates,2013-04-12 20:11:54 -0400,,,,ocd-division/country:us/state:ca/cd:44,,D,,,8,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000318.json,False,,,,,1932-10-26,23,,,,,Anthony,M,0623,,401310,14405,B000318,,False,Beilenson,2013-04-12 20:11:58 -0400,,C.,,ocd-division/country:us/state:ca/cd:23,,D,,,14,Rep.,CA,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000371.json,False,,,,,1910-12-02,3,,,,,Charles,M,1203,,401363,633,B000371,,False,Bennett,2013-04-12 20:11:55 -0400,,Edward,,ocd-division/country:us/state:fl/cd:3,,D,,,42,Rep.,FL,,Representative,,,,,,
https://api.propublica.org/congress/v1/members/B000392.json,False,,,,,1923-11-28,2,,,,,Helen,F,2402,,401383,15203,B000392,,False,Bentley,2013-04-12 20:11:57 -0400,,Delich,,ocd-division/country:us/state:md/cd:2,,R,,,6,Rep.,MD,,Representative,,,,,,
