api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-08 03:11:45 -0400,,,57,5.08,ocd-division/country:us/state:hi/cd:1,,D,,,6,Rep.,HI,,Representative,0,1122,neilabercrombie,,10.69,88.63,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-08 03:11:45 -0400,,L.,80,7.13,ocd-division/country:us/state:ny/cd:5,,D,,,12,Rep.,NY,,Representative,0,1122,repgaryackerman,,6.56,92.64,,RepAckerman
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,,1943-12-02,4,,,,,Wayne,M,0804,,300003,15801,A000109,,False,Allard,2019-10-08 03:11:45 -0400,,A.,6,0.53,ocd-division/country:us/state:co/cd:4,,R,,,4,Rep.,CO,,Representative,0,1122,,,12.07,87.19,,
https://api.propublica.org/congress/v1/members/A000209.json,False,,,,,1944-02-07,25,,,,,Michael,M,4825,,400882,15000,A000209,,False,Andrews,2019-10-08 03:11:45 -0400,,,99,8.82,ocd-division/country:us/state:tx/cd:25,,D,,,12,Rep.,TX,,Representative,0,1122,,,15.54,83.65,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-08 03:11:45 -0400,,E.,50,4.46,ocd-division/country:us/state:nj/cd:1,,D,,,6,Rep.,NJ,,Representative,0,1122,RepAndrews,http://andrews.house.gov/,17.49,81.74,,
https://api.propublica.org/congress/v1/members/A000211.json,False,,,,,1953-03-22,1,,,,,Thomas,M,2301,,400885,15803,A000211,,False,Andrews,2019-10-08 03:11:45 -0400,,H.,22,1.96,ocd-division/country:us/state:me/cd:1,,D,,,4,Rep.,ME,,Representative,0,1122,,,7.81,91.44,,
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,,1928-03-27,18,,,,,Douglas,M,3918,,400906,14402,A000214,,False,Applegate,2019-10-08 03:11:45 -0400,,,70,6.24,ocd-division/country:us/state:oh/cd:18,,D,,,18,Rep.,OH,,Representative,1,1122,,,17.34,82.17,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2019-10-08 03:11:45 -0400,,,27,2.41,ocd-division/country:us/state:tx/cd:7,,R,,,24,Rep.,TX,,Representative,0,1122,,,13.49,86.23,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-08 03:11:45 -0400,,K.,28,2.5,ocd-division/country:us/state:tx/cd:26,,R,,,10,Rep.,TX,,Representative,0,1122,,,10.7,88.54,,
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,,1938-07-21,1,,,,,Leslie,M,5501,,400967,13003,A000224,,False,Aspin,2013-04-12 20:11:57 -0400,,,0,0.0,ocd-division/country:us/state:wi/cd:1,,D,,,24,Rep.,WI,,Representative,0,0,,,,0.0,,
https://api.propublica.org/congress/v1/members/B000008.json,False,,,,,1949-06-21,15,,,,,Jim,M,1215,,401014,15804,B000008,,False,Bacchus,2019-10-08 03:11:45 -0400,,,61,5.44,ocd-division/country:us/state:fl/cd:15,,D,,,4,Rep.,FL,,Representative,0,1122,,,10.64,88.67,,
https://api.propublica.org/congress/v1/members/B000013.json,False,,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2019-10-08 03:11:45 -0400,,,25,2.23,ocd-division/country:us/state:al/cd:6,,R,,,2,Rep.,AL,,Representative,0,1122,BachusAL06,http://bachus.house.gov,7.66,91.67,,congressmanbachus
https://api.propublica.org/congress/v1/members/B000028.json,False,,,,,1941-07-09,6,,,,,Scotty,M,2106,,401033,29353,B000028,,False,Baesler,2019-10-08 03:11:45 -0400,,,19,1.69,ocd-division/country:us/state:ky/cd:6,,D,,,2,Rep.,KY,,Representative,0,1122,,,11.53,87.72,,
