api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-08 02:28:37 -0400,,,15,1.26,ocd-division/country:us/state:hi/cd:1,,D,,,10,Rep.,HI,,Representative,3,1187,neilabercrombie,,11.86,88.67,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-08 02:28:37 -0400,,L.,105,8.85,ocd-division/country:us/state:ny/cd:5,,D,,,16,Rep.,NY,,Representative,0,1187,repgaryackerman,,5.1,95.38,,RepAckerman
https://api.propublica.org/congress/v1/members/A000055.json,False,,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2021-03-02 02:35:23 -0500,,B.,4,0.34,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,2,Rep.,AL,,Representative,0,1187,Robert_Aderholt,https://aderholt.house.gov,6.62,93.9,441,RobertAderholt
https://api.propublica.org/congress/v1/members/A000357.json,False,,,,,1945-04-16,1,,,,,Thomas,M,2301,,400007,29728,A000357,,False,Allen,2019-10-08 02:28:37 -0400,,H.,17,1.43,ocd-division/country:us/state:me/cd:1,,D,,,2,Rep.,ME,,Representative,0,1187,,,6.33,94.11,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-08 02:28:37 -0400,,E.,95,8.0,ocd-division/country:us/state:nj/cd:1,,D,,,10,Rep.,NJ,,Representative,1,1187,RepAndrews,http://andrews.house.gov/,12.18,88.4,,
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,,1928-03-22,7,,,,,Bill,M,4807,,400567,13002,A000215,,False,Archer,2019-10-08 02:28:37 -0400,,,54,4.55,ocd-division/country:us/state:tx/cd:7,,R,,,28,Rep.,TX,,Representative,0,1187,,,5.11,95.07,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-08 02:28:37 -0400,,K.,35,2.95,ocd-division/country:us/state:tx/cd:26,,R,,,14,Rep.,TX,,Representative,0,1187,,,5.82,94.72,,
https://api.propublica.org/congress/v1/members/B000013.json,False,,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2019-10-08 02:28:37 -0400,,,11,0.93,ocd-division/country:us/state:al/cd:6,,R,,,6,Rep.,AL,,Representative,0,1187,BachusAL06,http://bachus.house.gov,7.54,92.99,,congressmanbachus
https://api.propublica.org/congress/v1/members/B000028.json,False,,,,,1941-07-09,6,,,,,Scotty,M,2106,,401033,29353,B000028,,False,Baesler,2019-10-08 02:28:37 -0400,,,38,3.2,ocd-division/country:us/state:ky/cd:6,,D,,,6,Rep.,KY,,Representative,0,1187,,,20.04,80.51,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2019-10-08 02:28:37 -0400,,Hugh,65,5.48,ocd-division/country:us/state:la/cd:6,,R,,,12,Rep.,LA,,Representative,0,1187,,,3.76,96.79,,
https://api.propublica.org/congress/v1/members/B000081.json,False,,,,,1955-01-30,2,,,,,John,M,2302,,400525,29528,B000081,,False,Baldacci,2019-10-08 02:28:37 -0400,,,9,0.76,ocd-division/country:us/state:me/cd:2,,D,,,4,Rep.,ME,,Representative,1,1187,,,7.17,93.27,,
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,,1926-12-06,10,,,,,Cass,M,3710,,400015,15401,B000104,,False,Ballenger,2019-10-08 02:28:37 -0400,,,52,4.38,ocd-division/country:us/state:nc/cd:10,,R,,,14,Rep.,NC,,Representative,0,1187,,,5.79,94.75,,
