"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000014","Representative","Neil","Abercrombie","Neil Abercrombie","D","HI",""
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000109","Representative","Wayne","Allard","Wayne Allard","R","CO",""
"A000209","Representative","Michael","Andrews","Michael Andrews","D","TX",""
"A000210","Representative","Robert","Andrews","Robert Andrews","D","NJ",""
"A000211","Representative","Thomas","Andrews","Thomas Andrews","D","ME",""
"A000214","Representative","Douglas","Applegate","Douglas Applegate","D","OH",""
"A000215","Representative","Bill","Archer","Bill Archer","R","TX",""
"A000217","Representative","Richard","Armey","Richard Armey","R","TX",""
"A000224","Representative","Leslie","Aspin","Leslie Aspin","D","WI",""
"B000008","Representative","Jim","Bacchus","Jim Bacchus","D","FL",""
"B000013","Representative","Spencer","Bachus","Spencer Bachus","R","AL",""
"B000028","Representative","Scotty","Baesler","Scotty Baesler","D","KY",""
"B000072","Representative","Richard","Baker","Richard Baker","R","LA",""
"B000078","Representative","Bill","Baker","Bill Baker","R","CA",""
"B000104","Representative","Cass","Ballenger","Cass Ballenger","R","NC",""
"B000134","Representative","James","Barcia","James Barcia","D","MI",""
"B000151","Representative","Tom","Barlow","Tom Barlow","D","KY",""
"B000177","Representative","Thomas","Barrett","Thomas Barrett","D","WI",""
"B000179","Representative","Bill","Barrett","Bill Barrett","R","NE",""
"B000208","Representative","Roscoe","Bartlett","Roscoe Bartlett","R","MD",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000229","Representative","Herbert","Bateman","Herbert Bateman","R","VA",""
"B000287","Representative","Xavier","Becerra","Xavier Becerra","D","CA",""
"B000318","Representative","Anthony","Beilenson","Anthony Beilenson","D","CA",""
"B000392","Representative","Helen","Bentley","Helen Bentley","R","MD",""
"B000403","Representative","Douglas","Bereuter","Douglas Bereuter","R","NE",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000431","Representative","Tom","Bevill","Tom Bevill","D","AL",""
"B000462","Representative","James","Bilbray","James Bilbray","D","NV",""
"B000463","Representative","Michael","Bilirakis","Michael Bilirakis","R","FL",""
"B000490","Representative","Sanford","Bishop","Sanford Bishop","D","GA",""
"B000517","Representative","Lucien","Blackwell","Lucien Blackwell","D","PA",""
"B000556","Representative","Tom","Bliley","Tom Bliley","R","VA",""
"B000576","Representative","Peter","Blute","Peter Blute","R","MA",""
"B000586","Representative","Sherwood","Boehlert","Sherwood Boehlert","R","NY",""
"B000589","Representative","John","Boehner","John Boehner","R","OH",""
"B000617","Representative","Henry","Bonilla","Henry Bonilla","R","TX",""
"B000619","Representative","David","Bonior","David Bonior","D","MI",""
"B000644","Representative","Robert","Borski","Robert Borski","D","PA",""
"B000657","Representative","Rick","Boucher","Rick Boucher","D","VA",""
"B000817","Representative","Bill","Brewster","Bill Brewster","D","OK",""
"B000880","Representative","Jack","Brooks","Jack Brooks","D","TX",""
"B000897","Representative","Glen","Browder","Glen Browder","D","AL",""
"B000911","Representative","Corrine","Brown","Corrine Brown","D","FL",""
"B000918","Representative","George","Brown","George Brown","D","CA",""
"B000944","Representative","Sherrod","Brown","Sherrod Brown","D","OH",""
"B000997","Representative","John","Bryant","John Bryant","D","TX",""
"B001066","Representative","Jim","Bunning","Jim Bunning","R","KY",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001203","Representative","Steve","Buyer","Steve Buyer","R","IN",""
"B001213","Representative","Leslie","Byrne","Leslie Byrne","D","VA",""
"B001226","Representative","Peter","Barca","Peter Barca","D","WI",""
"C000052","Representative","Sonny","Callahan","Sonny Callahan","R","AL",""
"C000059","Representative","Ken","Calvert","Ken Calvert","R","CA",""
"C000071","Representative","Dave","Camp","Dave Camp","R","MI",""
"C000107","Representative","Charles","Canady","Charles Canady","R","FL",""
"C000127","Representative","Maria","Cantwell","Maria Cantwell","D","WA",""
"C000141","Representative","Benjamin","Cardin","Benjamin Cardin","D","MD",""
"C000178","Representative","Bob","Carr","Bob Carr","D","MI",""
"C000243","Representative","Michael","Castle","Michael Castle","R","DE",""
"C000312","Representative","Jim","Chapman","Jim Chapman","D","TX",""
"C000488","Representative","William","Clay","William Clay","D","MO",""
"C000494","Representative","Eva","Clayton","Eva Clayton","D","NC",""
"C000503","Representative","Bob","Clement","Bob Clement","D","TN",""
"C000523","Representative","William","Clinger","William Clinger","R","PA",""
"C000537","Representative","James","Clyburn","James Clyburn","D","SC",""
"C000556","Representative","Howard","Coble","Howard Coble","R","NC",""
"C000621","Representative","Ronald","Coleman","Ronald Coleman","D","TX",""
"C000633","Representative","Barbara-Rose","Collins","Barbara-Rose Collins","D","MI",""
"C000634","Representative","Cardiss","Collins","Cardiss Collins","D","IL",""
"C000640","Representative","Michael","Collins","Michael Collins","R","GA",""
"C000653","Representative","Larry","Combest","Larry Combest","R","TX",""
"C000670","Representative","Gary","Condit","Gary Condit","D","CA",""
"C000714","Representative","John","Conyers","John Conyers","D","MI",""
