open,close,date,volume,symbol,timestamp,low,high
1.54,1.54,2016-08-18,100,DC1,1471478400,1.54,1.54
1.64,1.64,2016-10-12,100,DC1,1476230400,1.64,1.64
1.49,1.49,2016-12-02,44000,DC1,1480636800,1.49,1.49
2.08,2.08,2017-03-07,200,DC1,1488844800,2.08,2.08
2.38,2.38,2017-03-09,3950,DC1,1489017600,2.38,2.38
2.73,2.73,2017-03-14,100,DC1,1489449600,2.73,2.73
3.13,3.13,2017-03-15,100,DC1,1489536000,3.13,3.13
3.57,3.57,2017-03-16,100,DC1,1489622400,3.57,3.57
4.07,4.07,2017-03-17,100,DC1,1489708800,4.07,4.07
4.66,4.66,2017-03-20,100,DC1,1489968000,4.66,4.66
6.15,6.15,2017-03-22,6190,DC1,1490140800,4.56,6.15
6.94,6.94,2017-03-23,100,DC1,1490227200,6.94,6.94
7.99,7.99,2017-03-24,27223,DC1,1490313600,7.94,7.99
9.18,7.99,2017-03-27,18827,DC1,1490572800,7.99,9.18
8.04,8.48,2017-03-28,17200,DC1,1490659200,8.04,8.48
8.38,9.43,2017-03-29,8953,DC1,1490745600,8.38,9.43
10.02,10.32,2017-03-30,26420,DC1,1490832000,9.92,10.42
9.92,9.92,2017-03-31,15500,DC1,1490918400,9.92,10.32
9.43,10.02,2017-04-03,16900,DC1,1491177600,9.43,10.32
9.43,8.43,2017-04-04,17130,DC1,1491264000,8.43,9.92
8.43,7.89,2017-04-05,11670,DC1,1491350400,7.89,8.43
7.89,7.04,2017-04-07,16300,DC1,1491523200,6.99,7.89
7.49,7.34,2017-04-10,12650,DC1,1491782400,6.99,7.49
7.09,7.39,2017-04-11,1050,DC1,1491868800,7.09,7.39
7.69,7.69,2017-04-12,400,DC1,1491955200,7.69,7.69
7.94,7.94,2017-04-13,100,DC1,1492041600,7.94,7.94
7.09,7.49,2017-04-14,9000,DC1,1492128000,7.04,7.54
7.04,7.39,2017-04-17,10000,DC1,1492387200,7.04,7.39
7.44,7.44,2017-04-18,2000,DC1,1492473600,7.44,7.44
7.04,6.94,2017-04-19,8900,DC1,1492560000,6.94,7.19
6.94,6.94,2017-04-20,900,DC1,1492646400,6.94,6.94
6.94,6.94,2017-04-21,6400,DC1,1492732800,6.94,6.94
6.94,6.75,2017-04-24,7200,DC1,1492992000,6.75,6.94
6.45,6.65,2017-04-25,16700,DC1,1493078400,6.45,6.8
6.65,6.89,2017-04-26,4600,DC1,1493164800,6.55,6.89
6.7,6.7,2017-04-27,5600,DC1,1493251200,6.7,6.8
6.65,7.44,2017-04-28,7800,DC1,1493337600,6.55,7.44
6.4,7.04,2017-05-03,3900,DC1,1493769600,6.35,7.04
6.35,6.75,2017-05-04,2900,DC1,1493856000,6.35,7.34
6.94,7.14,2017-05-05,2900,DC1,1493942400,6.94,7.14
6.94,7.29,2017-05-08,1107,DC1,1494201600,6.94,7.34
6.94,6.94,2017-05-09,5000,DC1,1494288000,6.94,6.94
6.84,7.19,2017-05-10,5300,DC1,1494374400,6.84,7.19
7.04,6.84,2017-05-11,10399,DC1,1494460800,5.85,7.04
6.89,6.65,2017-05-12,4400,DC1,1494547200,6.65,7.19
7.04,7.04,2017-05-15,1234,DC1,1494806400,7.04,7.04
6.05,7.14,2017-05-17,400,DC1,1494979200,6.05,7.14
6,6.89,2017-05-18,400,DC1,1495065600,6,6.89
6.2,7.19,2017-05-19,334,DC1,1495152000,6.2,7.19
6.84,6.84,2017-05-22,4000,DC1,1495411200,6.84,6.84
7.39,7.39,2017-05-23,200,DC1,1495497600,7.39,7.39
6.35,6.45,2017-05-24,600,DC1,1495584000,6.35,6.45
7.14,6.45,2017-05-25,316,DC1,1495670400,6.45,7.14
7.14,7.14,2017-05-26,200,DC1,1495756800,6.94,7.14
6.5,6.5,2017-05-29,200,DC1,1496016000,6.5,6.5
7.19,7.19,2017-06-02,200,DC1,1496361600,7.19,7.19
6.94,6.94,2017-06-05,300,DC1,1496620800,6.94,6.94
6.8,6.7,2017-06-06,1110,DC1,1496707200,6.7,6.8
6.65,6.65,2017-06-09,1000,DC1,1496966400,6.65,6.65
6.94,6.94,2017-06-13,500,DC1,1497312000,6.94,6.94
6.65,6.65,2017-06-16,100,DC1,1497571200,6.65,6.65
6.89,6.89,2017-06-19,200,DC1,1497830400,6.89,6.89
6.7,6.65,2017-06-20,3700,DC1,1497916800,6.65,6.94
6.65,6.65,2017-06-22,3900,DC1,1498089600,6.65,6.65
6.65,6.65,2017-06-23,100,DC1,1498176000,6.65,6.65
6.65,6.65,2017-06-26,207,DC1,1498435200,6.65,6.65
