open,close,date,volume,symbol,timestamp,low,high
7.29,7.29,2010-04-21,3000,CT3,1271808000,7.29,7.29
8.02,8.02,2010-04-22,3000,CT3,1271894400,8.02,8.02
8.82,8.82,2010-04-26,1000,CT3,1272240000,8.82,8.82
9.69,9.69,2010-04-28,200,CT3,1272412800,9.69,9.69
10.64,10.64,2010-04-29,100,CT3,1272499200,10.64,10.64
11.69,11.69,2010-05-04,100,CT3,1272931200,11.69,11.69
12.85,12.85,2010-05-05,1110,CT3,1273017600,12.85,12.85
12.85,12.85,2010-05-13,500,CT3,1273708800,12.85,12.85
11.9,11.9,2010-05-17,1000,CT3,1274054400,11.9,11.9
10.71,10.71,2010-07-05,1000,CT3,1278288000,10.71,10.71
11.76,11.76,2010-07-09,10,CT3,1278633600,11.76,11.76
12.9,12.9,2010-07-12,10,CT3,1278892800,12.9,12.9
14.16,14.16,2010-07-13,10,CT3,1278979200,14.16,14.16
15.55,15.55,2010-07-14,10,CT3,1279065600,15.55,15.55
16.93,16.93,2010-07-15,10,CT3,1279152000,16.93,16.93
16.86,16.86,2010-08-23,100,CT3,1282521600,16.86,16.86
15.18,15.18,2010-09-09,500,CT3,1283990400,15.18,15.18
16.76,16.76,2010-10-22,100,CT3,1287705600,16.76,16.76
2.19,2.19,2010-12-03,100,CT3,1291334400,2.19,2.19
2.4,2.4,2010-12-06,100,CT3,1291593600,2.4,2.4
2.62,2.62,2010-12-20,100,CT3,1292803200,2.62,2.62
2.67,2.67,2011-04-18,200,CT3,1303084800,2.67,2.67
2.94,2.94,2011-04-25,100,CT3,1303689600,2.94,2.94
2.96,2.96,2011-05-23,200,CT3,1306108800,2.96,2.96
3.26,2.99,2011-05-25,800,CT3,1306281600,2.99,3.26
3.47,3.47,2011-05-26,500,CT3,1306368000,3.47,3.47
3.13,3.13,2011-06-10,100,CT3,1307664000,3.13,3.13
2.84,2.84,2011-06-15,100,CT3,1308096000,2.84,2.84
2.58,2.58,2011-06-24,200,CT3,1308873600,2.58,2.58
2.62,2.62,2011-06-28,400,CT3,1309219200,2.62,2.62
2.87,2.87,2011-06-29,100,CT3,1309305600,2.87,2.87
3.13,3.13,2011-06-30,100,CT3,1309392000,3.13,3.13
3.43,3.43,2011-07-04,100,CT3,1309737600,3.43,3.43
3.11,3.08,2011-07-08,1300,CT3,1310083200,3.08,3.11
3.16,3.16,2011-07-19,100,CT3,1311033600,3.16,3.16
2.84,2.84,2011-08-09,100,CT3,1312848000,2.84,2.84
2.5,2.5,2011-08-17,600,CT3,1313539200,2.5,2.5
3.5,3.5,2011-10-25,100,CT3,1319500800,3.5,3.5
3.52,3.52,2011-12-20,500,CT3,1324339200,3.52,3.52
3.5,3.5,2012-03-01,500,CT3,1330560000,3.5,3.5
1.87,1.87,2012-06-06,100,CT3,1338940800,1.87,1.87
1.7,2.04,2012-06-13,600,CT3,1339545600,1.7,2.04
1.99,1.99,2012-06-15,100,CT3,1339718400,1.99,1.99
2.19,2.19,2012-06-18,100,CT3,1339977600,2.19,2.19
1.99,1.99,2012-06-22,100,CT3,1340323200,1.99,1.99
1.8,1.8,2012-06-27,100,CT3,1340755200,1.8,1.8
1.63,1.63,2012-06-29,100,CT3,1340928000,1.63,1.63
1.48,1.48,2012-07-12,100,CT3,1342051200,1.48,1.48
0.9,0.9,2012-09-12,800,CT3,1347408000,0.9,0.9
1.26,1.26,2014-02-06,100,CT3,1391644800,1.26,1.26
1.75,1.75,2014-07-14,100,CT3,1405296000,1.75,1.75
2.41,2.41,2014-11-18,100,CT3,1416268800,2.41,2.41
3.37,3.37,2015-05-20,100,CT3,1432080000,3.37,3.37
4.7,4.7,2015-07-16,100,CT3,1437004800,4.7,4.7
5.36,5.36,2015-07-24,100,CT3,1437696000,5.36,5.36
6.15,6.15,2015-07-28,100,CT3,1438041600,6.15,6.15
7.05,7.05,2015-07-29,100,CT3,1438128000,7.05,7.05
8.08,8.08,2015-07-30,100,CT3,1438214400,8.08,8.08
9.28,9.28,2015-07-31,700,CT3,1438300800,9.28,9.28
10.12,10.12,2015-08-07,300,CT3,1438905600,10.12,10.12
10.85,10.85,2015-08-10,100,CT3,1439164800,10.85,10.85
9.22,10.85,2015-08-21,400,CT3,1440115200,9.22,10.85
11.21,11.21,2015-08-25,200,CT3,1440460800,11.21,11.21
9.58,9.58,2015-09-23,100,CT3,1442966400,9.58,9.58
8.2,8.2,2015-09-24,100,CT3,1443052800,8.2,8.2
6.99,6.99,2015-09-25,300,CT3,1443139200,6.99,6.99
5.97,5.97,2015-09-29,200,CT3,1443484800,5.97,5.97
6.81,6.81,2015-10-20,100,CT3,1445299200,6.81,6.81
7.23,7.77,2015-10-22,1100,CT3,1445472000,7.23,7.77
7.83,7.71,2015-10-23,2200,CT3,1445558400,7.71,8.44
8.44,8.44,2015-10-26,100,CT3,1445817600,8.44,8.44
8.81,8.81,2015-10-30,100,CT3,1446163200,8.81,8.81
9.82,9.82,2015-11-09,100,CT3,1447027200,9.82,9.82
8.47,8.47,2015-11-11,100,CT3,1447200000,8.47,8.47
8.54,8.47,2015-11-27,1500,CT3,1448582400,8.47,8.54
9.69,9.69,2015-12-09,100,CT3,1449619200,9.69,9.69
11.11,11.11,2015-12-21,100,CT3,1450656000,11.11,11.11
12.2,9.49,2015-12-31,200,CT3,1451520000,9.49,12.2
9.49,9.49,2016-02-02,34,CT3,1454371200,9.49,9.49
9.49,9.49,2016-02-05,6,CT3,1454630400,9.49,9.49
9.49,9.49,2016-02-18,63,CT3,1455753600,9.49,9.49
9.49,9.49,2016-02-19,35,CT3,1455840000,9.49,9.49
11.52,11.52,2016-02-22,1000,CT3,1456099200,11.52,11.52
9.82,9.82,2016-02-25,1100,CT3,1456358400,9.82,9.82
8.4,8.4,2016-02-26,1000,CT3,1456444800,8.4,8.4
7.52,7.52,2016-03-01,2000,CT3,1456790400,7.52,7.52
7.52,7.52,2016-03-02,5,CT3,1456876800,7.52,7.52
6.78,6.78,2016-03-04,2000,CT3,1457049600,6.78,6.78
