symbol,close,timestamp,low,open,high,volume,date
LM3,18.5,1259625600,17.6,18,18.5,37400,2009-12-01
LM3,16.8,1259712000,16.8,18.5,18.5,3000,2009-12-02
LM3,16.7,1259798400,16.7,16.7,16.7,7800,2009-12-03
LM3,15.6,1259884800,15.6,15.6,15.6,3400,2009-12-04
LM3,15.2,1260144000,14.6,14.6,15.2,26700,2009-12-07
LM3,14.1,1260230400,14,15.1,15.1,7100,2009-12-08
LM3,13.3,1260316800,13.3,13.5,15,2500,2009-12-09
LM3,14.5,1260403200,13,14.6,14.6,800,2009-12-10
LM3,13,1260489600,13,14.5,14.5,2000,2009-12-11
LM3,14,1260748800,14,14,14,200,2009-12-14
LM3,14.4,1260835200,13.2,13.2,14.4,400,2009-12-15
LM3,12.9,1260921600,12.9,12.9,12.9,2000,2009-12-16
LM3,12,1261008000,12,12,12,5600,2009-12-17
LM3,12.8,1261094400,12.8,12.8,12.8,100,2009-12-18
LM3,13,1261353600,13,13.5,13.5,1200,2009-12-21
LM3,12.2,1261440000,12.2,12.4,12.4,10200,2009-12-22
LM3,11.7,1261526400,11.7,11.8,11.8,300,2009-12-23
LM3,12.6,1261612800,12.6,12.6,12.6,3400,2009-12-24
LM3,13.4,1261699200,13.4,13.4,13.4,8800,2009-12-25
LM3,14.3,1261958400,14.3,14.3,14.3,30100,2009-12-28
LM3,14.9,1262044800,14.9,14.9,14.9,100,2009-12-29
LM3,13.9,1262131200,13.9,14.9,14.9,5100,2009-12-30
LM3,14.5,1262217600,14.5,14.8,14.8,3500,2009-12-31
LM3,15.4,1262563200,14,14,15.4,50300,2010-01-04
LM3,15.6,1262649600,15,15.6,15.6,17500,2010-01-05
LM3,14.7,1262736000,14.7,16.2,16.2,3600,2010-01-06
LM3,14.5,1262822400,14.3,14.3,15.2,4600,2010-01-07
LM3,13.7,1262908800,13.7,14.7,14.7,11600,2010-01-08
LM3,13.6,1263168000,13.6,14,14,7500,2010-01-11
LM3,13.3,1263254400,13.2,13.9,13.9,9100,2010-01-12
LM3,12.5,1263340800,12.5,13,13,6100,2010-01-13
LM3,13.5,1263427200,13.5,13.5,13.5,3900,2010-01-14
LM3,13.5,1263513600,13.5,14,14,2300,2010-01-15
LM3,12.9,1263772800,12.8,12.8,12.9,3300,2010-01-18
LM3,13.6,1263859200,12,12,13.6,12300,2010-01-19
LM3,13,1263945600,12.9,12.9,13,1600,2010-01-20
LM3,12.9,1264032000,12.9,12.9,12.9,700,2010-01-21
LM3,13.7,1264118400,13.6,13.6,13.7,200,2010-01-22
LM3,12.8,1264377600,12.8,12.9,12.9,1000,2010-01-25
LM3,13.5,1264464000,13.5,13.5,13.5,100,2010-01-26
LM3,12.8,1264550400,12.6,12.7,12.8,1700,2010-01-27
LM3,12.7,1264636800,12.7,12.7,12.7,2400,2010-01-28
LM3,12.7,1264723200,12.7,12.7,12.7,100,2010-01-29
LM3,12.9,1264982400,12.7,12.7,12.9,200,2010-02-01
LM3,12.8,1265068800,12.8,12.8,12.8,500,2010-02-02
LM3,12.8,1265155200,12.8,12.8,12.8,2200,2010-02-03
LM3,12.8,1265241600,12.8,13.3,13.3,300,2010-02-04
LM3,13,1265587200,13,13,13,300,2010-02-08
LM3,13,1265760000,13,13,13,400,2010-02-10
LM3,13.5,1265846400,13.5,13.5,13.5,100,2010-02-11
LM3,13,1265932800,13,13,13,1700,2010-02-12
LM3,12.9,1266796800,12.9,12.9,12.9,100,2010-02-22
LM3,12.2,1266883200,12.2,12.2,12.2,500,2010-02-23
LM3,13,1266969600,13,13,13,400,2010-02-24
