symbol,close,timestamp,low,open,high,volume,date
HD6,13.53,1606089600,11.73,15.33,15.33,217100,2020-11-23
HD6,13.98,1606176000,13.98,13.98,13.98,2500,2020-11-24
HD6,11.91,1606348800,11.91,13.98,13.98,2500,2020-11-26
HD6,10.55,1606694400,10.55,12.18,12.18,2600,2020-11-30
HD6,10.82,1606780800,10.28,10.28,10.82,11700,2020-12-01
HD6,9.02,1606867200,9.02,9.02,9.02,3000,2020-12-02
HD6,7.76,1606953600,7.76,7.76,7.76,1500,2020-12-03
HD6,8.84,1607040000,8.84,8.84,8.84,100,2020-12-04
HD6,9.2,1607299200,9.2,9.2,9.2,100,2020-12-07
HD6,9.92,1607472000,9.2,9.29,9.92,20900,2020-12-09
HD6,9.2,1607904000,9.02,9.2,9.2,11000,2020-12-14
HD6,7.85,1607990400,7.85,7.85,7.85,2000,2020-12-15
HD6,7.22,1608249600,7.22,7.49,7.49,6800,2020-12-18
HD6,8.3,1608508800,8.3,8.3,8.3,300,2020-12-21
HD6,7.13,1608595200,7.13,7.13,7.13,9000,2020-12-22
HD6,6.22,1608768000,6.22,6.22,6.22,400,2020-12-24
HD6,7.13,1609200000,5.59,5.59,7.13,500,2020-12-29
HD6,6.67,1609804800,6.67,6.67,6.67,100,2021-01-05
HD6,7.67,1609891200,7.67,7.67,7.67,100,2021-01-06
HD6,8.75,1609977600,8.75,8.75,8.75,10000,2021-01-07
HD6,10.01,1610064000,10.01,10.01,10.01,1000,2021-01-08
HD6,11.46,1610323200,11.46,11.46,11.46,100,2021-01-11
HD6,11.46,1610409600,11.46,11.46,11.46,500,2021-01-12
HD6,10.73,1610668800,10.73,10.73,10.73,2000,2021-01-15
HD6,10.01,1610928000,10.01,10.01,10.01,1000,2021-01-18
HD6,9.02,1611273600,9.02,9.11,9.11,18500,2021-01-22
HD6,9.47,1611619200,9.47,9.47,9.47,100,2021-01-26
HD6,9.11,1611705600,9.11,9.11,9.11,2000,2021-01-27
HD6,9.02,1611792000,9.02,9.02,9.02,59700,2021-01-28
HD6,10.28,1612137600,9.02,9.02,10.28,500,2021-02-01
HD6,11.01,1612224000,8.57,8.57,11.01,200,2021-02-02
HD6,11.19,1612310400,10.1,10.1,11.19,200,2021-02-03
HD6,10.64,1612396800,10.64,10.64,10.64,700,2021-02-04
HD6,9.2,1612828800,9.2,9.2,9.2,1400,2021-02-09
HD6,9.11,1613520000,9.02,9.02,9.11,1700,2021-02-17
HD6,7.76,1613606400,7.76,10.28,10.46,400,2021-02-18
HD6,11.19,1614124800,11.19,11.19,11.19,100,2021-02-24
HD6,12.72,1615161600,12.72,12.72,12.72,100,2021-03-08
HD6,10.82,1615420800,10.82,10.82,10.82,100,2021-03-11
HD6,12.45,1615507200,12.45,12.45,12.45,100,2021-03-12
HD6,12.18,1615766400,12.18,12.18,12.18,100,2021-03-15
HD6,13.53,1615852800,13.53,13.53,13.53,100,2021-03-16
HD6,11.55,1616025600,11.55,11.55,11.55,1000,2021-03-18
HD6,11.55,1616112000,11.55,11.55,11.55,100,2021-03-19
HD6,13.17,1616371200,13.17,13.17,13.17,100,2021-03-22
HD6,11.28,1616457600,11.28,11.28,11.28,300,2021-03-23
HD6,10.82,1616630400,10.82,12.81,12.81,600,2021-03-25
HD6,9.56,1616976000,9.56,9.56,9.56,100,2021-03-29
HD6,9.56,1617062400,9.56,9.56,9.65,800,2021-03-30
HD6,10.91,1617148800,8.75,10.91,10.91,2200,2021-03-31
HD6,8.93,1617235200,8.93,10.19,10.19,3100,2021-04-01
HD6,8.75,1617321600,8.75,10.19,10.19,3100,2021-04-02
HD6,9.47,1617580800,9.47,9.47,9.47,1000,2021-04-05
HD6,9.92,1617667200,9.92,9.92,9.92,100,2021-04-06
HD6,10.82,1617753600,10.73,10.82,10.82,1800,2021-04-07
HD6,11.73,1617840000,9.47,10.37,11.73,66100,2021-04-08
HD6,9.56,1617926400,9.47,11.28,11.28,30100,2021-04-09
HD6,10.82,1618185600,10.82,10.82,10.82,100,2021-04-12
HD6,11.73,1618272000,11.73,11.73,11.73,100,2021-04-13
HD6,11.73,1618358400,11.73,11.73,11.73,100,2021-04-14
HD6,12.63,1618531200,12.63,13.35,13.35,1100,2021-04-16
