symbol,close,timestamp,low,open,high,volume,date
L43,11.87,1213142400,10.92,22.31,22.31,28100,2008-06-11
L43,11.95,1213228800,11.95,11.95,11.95,10900,2008-06-12
L43,12.27,1213315200,11.63,11.63,12.27,20500,2008-06-13
L43,12.11,1213574400,12.11,12.11,12.11,3100,2008-06-16
L43,12.43,1213660800,12.43,12.43,12.43,1100,2008-06-17
L43,12.11,1213747200,12.11,12.75,12.75,7100,2008-06-18
L43,12.19,1213833600,12.19,12.19,12.19,400,2008-06-19
L43,11.71,1213920000,11.71,11.71,11.71,100,2008-06-20
L43,11.32,1214179200,11.32,11.32,11.32,6800,2008-06-23
L43,11.39,1214265600,10.92,10.92,11.39,17000,2008-06-24
L43,11,1214352000,10.52,10.52,11.16,14200,2008-06-25
L43,10.52,1214438400,10.52,11.16,11.16,3200,2008-06-26
L43,10.76,1214524800,10.2,10.36,11,5600,2008-06-27
L43,10.84,1214784000,10.84,10.84,10.92,4200,2008-06-30
L43,11.24,1214870400,10.84,11.24,11.24,19600,2008-07-01
L43,11.47,1214956800,11.47,11.47,11.47,8900,2008-07-02
L43,11.87,1215043200,11.87,11.87,11.87,100,2008-07-03
L43,12.27,1215129600,12.27,12.27,12.27,3300,2008-07-04
L43,11.95,1215388800,11.95,12.75,12.75,31200,2008-07-07
L43,12.99,1215475200,12.19,12.19,13.15,25500,2008-07-08
L43,13.39,1215561600,12.91,13.15,13.39,10400,2008-07-09
L43,13.71,1215648000,13.55,13.55,13.71,17000,2008-07-10
L43,14.19,1215734400,14.19,14.19,14.19,5100,2008-07-11
L43,14.74,1215993600,13.95,14.74,14.74,13600,2008-07-14
L43,15.3,1216080000,14.74,15.3,15.3,23500,2008-07-15
L43,15.86,1216166400,15.78,15.86,15.86,33300,2008-07-16
L43,16.42,1216252800,16.42,16.42,16.42,2200,2008-07-17
L43,15.78,1216339200,15.78,17.05,17.05,14500,2008-07-18
L43,15.78,1216598400,15.78,15.78,15.78,100,2008-07-21
L43,15.22,1216771200,15.22,15.22,15.22,100,2008-07-23
L43,14.66,1216857600,14.66,14.66,14.66,800,2008-07-24
L43,14.11,1216944000,14.11,14.11,14.11,200,2008-07-25
L43,13.55,1217203200,13.55,13.55,13.55,5700,2008-07-28
L43,13.15,1217289600,13.07,13.07,14.03,26300,2008-07-29
