timestamp,symbol,close,low,open,high,volume,date
1167004800,SD3,22.24,22.24,22.24,22.24,600,2006-12-25
1167091200,SD3,21.53,20.46,23.13,23.13,10000,2006-12-26
1167177600,SD3,19.84,19.57,19.57,19.57,1000,2006-12-27
1167264000,SD3,20.37,19.57,20.46,20.46,2200,2006-12-28
1167350400,SD3,20.46,20.46,21.35,21.35,6200,2006-12-29
1167696000,SD3,22.06,18.68,18.68,22.24,16100,2007-01-02
1167868800,SD3,18.59,18.68,22.24,22.24,5800,2007-01-04
1167955200,SD3,20.91,21.35,22.24,22.24,4900,2007-01-05
1168214400,SD3,21.8,21.35,21.35,22.24,3600,2007-01-08
1168300800,SD3,22.06,22.24,22.24,22.24,15200,2007-01-09
1168387200,SD3,21.97,22.24,22.24,22.24,1100,2007-01-10
1168473600,SD3,21.44,21.35,21.35,21.35,1000,2007-01-11
1168560000,SD3,21.35,21.35,22.24,22.24,2600,2007-01-12
1168819200,SD3,21.35,21.35,21.35,21.35,3000,2007-01-15
1168905600,SD3,21.35,21.35,21.35,21.35,2500,2007-01-16
1168992000,SD3,21.35,21.35,21.35,21.35,5500,2007-01-17
1169078400,SD3,20.82,20.46,20.46,20.46,2000,2007-01-18
1169164800,SD3,20.73,20.46,20.46,20.46,1000,2007-01-19
1169424000,SD3,20.37,20.46,20.46,20.46,3000,2007-01-22
1169510400,SD3,20.37,20.46,20.46,20.46,1500,2007-01-23
1169596800,SD3,20.37,20.46,20.46,20.46,4000,2007-01-24
1169683200,SD3,20.28,20.46,20.46,20.46,8400,2007-01-25
1169769600,SD3,20.19,19.57,19.57,20.46,3000,2007-01-26
1170028800,SD3,20.02,20.46,20.46,20.46,5400,2007-01-29
1170115200,SD3,22.06,20.46,20.46,22.24,5800,2007-01-30
1170201600,SD3,23.57,24.02,24.02,24.02,9200,2007-01-31
1170288000,SD3,25.8,25.8,25.8,25.8,14800,2007-02-01
1170374400,SD3,28.47,28.47,28.47,28.47,800,2007-02-02
1170633600,SD3,31.31,31.14,31.14,31.14,12100,2007-02-05
1170720000,SD3,34.43,34.69,34.69,34.69,19800,2007-02-06
1170806400,SD3,37.81,38.25,38.25,38.25,13500,2007-02-07
1170892800,SD3,41.54,41.81,41.81,41.81,24800,2007-02-08
1170979200,SD3,41.81,41.81,45.37,45.37,19500,2007-02-09
1171238400,SD3,41.37,40.92,44.48,44.48,3600,2007-02-12
1171324800,SD3,38.07,38.25,38.25,38.25,10700,2007-02-13
1171411200,SD3,36.47,34.69,38.25,38.25,16900,2007-02-14
1171497600,SD3,39.41,38.25,38.25,39.14,2400,2007-02-15
1172448000,SD3,43.23,43.59,43.59,43.59,5700,2007-02-26
1172534400,SD3,47.5,47.15,47.15,47.15,1400,2007-02-27
1172620800,SD3,47.15,47.15,52.48,52.48,20500,2007-02-28
1172707200,SD3,53.29,47.15,48.04,55.15,17200,2007-03-01
1172793600,SD3,57.02,54.27,56.93,56.93,23500,2007-03-02
1173052800,SD3,62.18,62.27,62.27,62.27,4400,2007-03-05
1173139200,SD3,68.32,68.5,68.5,68.5,16300,2007-03-06
1173225600,SD3,75.08,74.72,74.72,74.72,11900,2007-03-07
1173312000,SD3,82.55,82.73,82.73,82.73,12700,2007-03-08
1173398400,SD3,83.62,83.62,90.74,90.74,10400,2007-03-09
1173657600,SD3,79.44,79.17,84.51,84.51,5400,2007-03-12
1173744000,SD3,71.97,72.06,72.06,72.06,2600,2007-03-13
1173830400,SD3,64.85,64.94,64.94,64.94,8200,2007-03-14
1173916800,SD3,58.45,58.71,58.71,61.38,4100,2007-03-15
1174003200,SD3,64.67,53.38,53.38,64.94,11500,2007-03-16
1174262400,SD3,66.01,65.83,65.83,65.83,10900,2007-03-19
1174348800,SD3,65.83,62.27,72.95,72.95,15600,2007-03-20
1174435200,SD3,65.38,62.27,65.83,65.83,5700,2007-03-21
1174521600,SD3,58.27,58.71,64.05,64.05,4300,2007-03-22
