open,close,date,volume,symbol,timestamp,low,high
17.82,17.82,2018-05-24,1000,C22,1527120000,17.82,17.82
18.94,18.94,2018-10-02,1000,C22,1538438400,18.94,18.94
21.75,21.75,2018-10-25,100,C22,1540425600,21.75,21.75
15.43,15.43,2019-04-11,100,C22,1554940800,15.43,15.43
9.29,9.29,2019-12-31,100,C22,1577750400,9.29,9.29
10.64,10.64,2020-01-02,400,C22,1577923200,10.64,10.64
10.56,10.56,2020-01-07,100,C22,1578355200,10.56,10.56
10.11,9.74,2020-01-08,300,C22,1578441600,9.74,10.11
8.54,8.54,2020-01-15,100,C22,1579046400,8.54,8.54
7.27,7.27,2020-01-22,100,C22,1579651200,7.27,7.27
8.32,8.32,2020-03-09,100,C22,1583712000,8.32,8.32
10.26,10.26,2020-04-17,400,C22,1587081600,10.26,10.26
10.86,10.86,2020-05-08,100,C22,1588896000,10.86,10.86
11.2,11.2,2020-05-15,100,C22,1589500800,11.2,11.2
11.2,11.2,2020-05-22,300,C22,1590105600,11.2,11.2
11.2,11.2,2020-06-16,300,C22,1592265600,11.2,11.2
9.54,9.54,2020-06-22,100,C22,1592784000,9.54,9.54
9.21,9.21,2020-06-26,100,C22,1593129600,9.21,9.21
7.88,7.88,2020-07-01,100,C22,1593561600,7.88,7.88
11.03,11.03,2020-08-31,100,C22,1598832000,11.03,11.03
12.61,12.61,2020-09-03,300,C22,1599091200,12.61,12.61
7.71,7.71,2020-10-26,100,C22,1603670400,7.71,7.71
10.78,10.78,2020-12-07,100,C22,1607299200,10.78,10.78
12.27,12.27,2020-12-11,100,C22,1607644800,12.27,12.27
10.53,10.53,2020-12-14,100,C22,1607904000,10.53,10.53
9.04,9.04,2021-01-04,100,C22,1609718400,9.04,9.04
9.54,9.12,2021-02-23,2000,C22,1614038400,9.12,9.54
9.12,9.12,2021-03-10,500,C22,1615334400,9.12,9.12
10.45,10.45,2021-04-02,800,C22,1617321600,10.45,10.45
11.94,11.94,2021-04-05,1900,C22,1617580800,11.94,11.94
11.94,11.94,2021-04-13,100,C22,1618272000,11.94,11.94
10.7,10.7,2021-04-26,100,C22,1619395200,10.7,10.7
9.7,9.7,2021-05-05,100,C22,1620172800,9.7,9.7
11.11,11.11,2021-05-06,1100,C22,1620259200,11.11,11.11
11.61,9.62,2021-06-07,700,C22,1623024000,9.62,11.61
12.44,12.44,2021-06-08,100,C22,1623110400,12.44,12.44
12.44,12.44,2021-06-09,1100,C22,1623196800,12.44,12.44
12.44,12.44,2021-06-10,100,C22,1623283200,12.44,12.44
10.78,11.78,2021-06-16,3500,C22,1623801600,10.62,11.78
12.36,12.44,2021-06-28,3100,C22,1624838400,12.36,12.44
14.18,14.18,2021-06-29,100,C22,1624924800,14.18,14.18
15.34,15.34,2021-06-30,100,C22,1625011200,15.34,15.34
15.18,15.18,2021-07-01,100,C22,1625097600,15.18,15.18
13.05,13.05,2021-07-13,300,C22,1626134400,13.05,13.05
11.54,11.54,2021-07-14,900,C22,1626220800,11.54,11.54
12.43,12.43,2021-08-10,100,C22,1628553600,12.43,12.43
13.76,13.76,2021-09-01,100,C22,1630454400,13.76,13.76
13.76,13.76,2021-09-06,1000,C22,1630886400,13.76,13.76
11.71,11.71,2021-09-13,100,C22,1631491200,11.71,11.71
11.71,11.71,2021-09-16,1000,C22,1631750400,11.71,11.71
12.87,12.87,2021-09-17,600,C22,1631836800,12.87,12.87
12.87,12.96,2021-09-20,500,C22,1632096000,12.87,12.96
12.96,12.96,2021-09-21,2000,C22,1632182400,12.96,12.96
12.96,12.96,2021-09-23,600,C22,1632355200,12.96,12.96
12.96,12.96,2021-10-04,100,C22,1633305600,12.96,12.96
13.93,12.43,2021-10-06,600,C22,1633478400,12.43,13.93
13.93,13.31,2021-10-20,200,C22,1634688000,13.31,13.93
13.93,13.93,2021-10-25,200,C22,1635120000,13.93,13.93
14.64,14.64,2021-11-10,100,C22,1636502400,14.64,14.64
14.64,14.64,2021-11-16,1400,C22,1637020800,14.64,14.64
16.42,16.6,2021-11-29,1900,C22,1638144000,16.42,16.6
16.86,16.86,2021-12-01,100,C22,1638316800,16.86,16.86
16.86,16.86,2022-02-10,100,C22,1644451200,16.86,16.86
15.97,15.09,2022-03-10,3500,C22,1646870400,15.09,15.97
15.89,15.89,2022-05-17,1000,C22,1652745600,15.89,15.89
14.2,14.2,2022-05-31,100,C22,1653955200,14.2,14.2
19.7,19.7,2022-07-25,100,C22,1658707200,19.7,19.7
