name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Trần Đông A,1941-06-11,nam,TP Hồ Chí Minh,0,,,,TRUE
Nguyễn Văn An,1937-10-01,nam,TP Đà Nẵng,0,,,,TRUE
Lê Hồng Anh (Lê Hồng Anh (Út Anh)),1949-11-12,nam,Kiên Giang,0,,,,TRUE
Mai Anh,1946-10-18,nam,Khánh Hoà,0,,,,TRUE
Nguyễn Hoàng Anh,1963-06-03,nam,TP Hải Phòng,0,,,,TRUE
Nguyễn Thị Ngọc Anh,1979-01-19,Nữ,Hải Dương,0,,,,TRUE
Dương Kim Anh,1952-06-05,Nữ,Trà Vinh,0,,,,TRUE
Lư Thị Ngọc Ánh,1956-08-11,Nữ,Cần Thơ,0,,,,TRUE
Đinh Hoài Bắc (Đinh Văn Bắc),1955-08-24,nam,Quảng Ngãi,0,,,,TRUE
Nguyễn Thị Bắc,1953-10-12,Nữ,Phú Thọ,0,,,,TRUE
Tôn Thất Bách,1946-02-25,nam,TP Hà Nội,0,,,,TRUE
Điều Bảo,1959-04-22,nam,Đồng Nai,0,,,,TRUE
Nguyễn Văn Bênh,1958-06-16,nam,Tây Ninh,0,,,,TRUE
Bùi Văn Bịn,1949-10-12,nam,Thanh Hoá,0,,,,TRUE
Bùi Thị Bình,1952-10-18,Nữ,Hoà Bình,0,,,,TRUE
Đào Đình Bình,1945-02-06,nam,Quảng Bình,0,,,,TRUE
Huỳnh Thị Hòa Bình,1973-02-02,Nữ,Bắc Giang,0,,,,TRUE
Trương Hòa Bình,1955-04-13,nam,TP Hồ Chí Minh,0,,,,TRUE
Lê Quang Bình,1947-10-02,nam,Kon Tum,0,,,,TRUE
Mai Quốc Bình (Nguyễn Văn Sáu),1951-06-12,nam,TP Hồ Chí Minh,0,,,,TRUE
Nguyễn Thái Bình,1953-05-12,nam,Trà Vinh,0,,,,TRUE
Nguyễn Thanh Bình,1974-10-22,Nữ,Bắc Ninh,0,,,,TRUE
Nguyễn Thị Hòa Bình,1957-03-08,Nữ,Thái Nguyên,0,,,,TRUE
Nguyễn Thị Thanh Bình,1958-05-16,Nữ,Bình Định,0,,,,TRUE
Phan Thanh Bình,1960-04-10,nam,TP Hồ Chí Minh,0,,,,TRUE
Triệu Thị Bình,1977-10-14,Nữ,Yên Bái,0,,,,TRUE
Bùi Công Bửu,1955-12-31,nam,Cà Mau,0,,,,TRUE
Sơn Cang,1948-02-28,nam,Trà Vinh,0,,,,TRUE
Trần Tiến Cảnh,1951-09-27,nam,Hà Nam,0,,,,TRUE
Vũ Ngọc Cảnh,1957-01-15,nam,Hà Tây,0,,,,TRUE
Hoàng Thiện Cát (Vũ Ngọc Cảnh),1957-01-15,nam,Hưng Yên,0,,,,TRUE
Trần Thị Minh Chánh,1948-12-25,Nữ,Phú Yên,0,,,,TRUE
Lê Thanh Châu,1950-04-03,nam,Quảng Nam,0,,,,TRUE
Nguyễn Văn Châu,1959-12-01,nam,An Giang,0,,,,TRUE
Nguyễn Văn Châu,1954-06-01,nam,Tiền Giang,0,,,,TRUE
NéAng Kim Cheng (A Tích),1954-03-02,Nữ,An Giang,0,,,,TRUE
Đặng Thị Kim Chi,1963-05-23,Nữ,Phú Yên,0,,,,TRUE
Nguyễn Văn Chi,1945-07-28,nam,Hà Tây,0,,,,TRUE
