name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Trần Thị Ân,1923-01-01,Nữ,TP Hà Nội,0,,,,TRUE
Lê Thị Ẩn,1948-01-01,Nữ,Thuận Hải,0,,,,TRUE
Mai Văn Ẩn,1942-01-01,nam,Cửu Long,0,,,,TRUE
Nguyễn Thị Ẩn (Nguyễn Thị Ánh),1927-01-01,Nữ,Tiền Giang,0,,,,TRUE
Hoàng Anh,1912-02-10,nam,Bình Trị Thiên,0,,,,TRUE
Lê Đức Anh,1920-12-01,nam,Hậu Giang,0,,,,TRUE
Lê Thị Kim Anh,1953-01-01,Nữ,TP Hà Nội,0,,,,TRUE
Phan Anh,1912-03-01,nam,Nghệ Tĩnh,0,,,,TRUE
Trương Ngọc Anh,1930-01-01,nam,Tây Ninh,0,,,,TRUE
Võ Thị Kim Anh (Võ Thị Kim Anh (Hai Kim)),1926-01-01,Nữ,Hậu Giang,0,,,,TRUE
Hoàng Thị Ba,1951-01-01,Nữ,Nghệ Tĩnh,0,,,,TRUE
Lê Quảng Ba,1915-03-18,nam,Cao Lạng,0,,,,TRUE
Linh mục Hồ Huệ Bá (Linh mục Hồ Huệ Bá (Joseph Marie)),1894-01-01,nam,An Giang,0,,,,TRUE
Hoàng Văn Bạch (Út Bạch),1943-01-01,nam,An Giang,0,,,,TRUE
Phạm Văn Bạch,1910-06-18,nam,Hậu Giang,0,,,,TRUE
Vũ Tất Ban,1937-01-01,nam,TP Hà Nội,0,,,,TRUE
Đinh Thị Bạn,1951-01-01,Nữ,Vĩnh Phú,0,,,,TRUE
Nguyễn Lương Bằng,1903-04-01,nam,TP Hà Nội,0,,,,TRUE
Võ Thái Bảo (Võ Thái Bảo (Võ Quang Sử)),1921-01-01,nam,An Giang,0,,,,TRUE
Hồ Văn Bé,1941-01-01,nam,Tiền Giang,0,,,,TRUE
Lê Thị Bích,1945-01-01,Nữ,Thanh Hoá,0,,,,TRUE
Nguyễn Thị Biên (Nguyễn Thị Biên (Thu Hương)),1937-01-01,Nữ,Cửu Long,0,,,,TRUE
Bùi Duy Bình,1951-01-01,nam,Thái Bình,0,,,,TRUE
Dương Thị Bình,1932-01-01,Nữ,An Giang,0,,,,TRUE
Nguyễn Công Bình (Nguyễn Văn Mè),1923-01-01,nam,Tiền Giang,0,,,,TRUE
Nguyễn Thanh Bình (Nguyễn Thanh Bình (Nguyễn Văn Huyền)),1918-05-04,nam,Hà Bắc,0,,,,TRUE
Nguyễn Thị Bình (Nguyễn Thị Bình (Nguyễn Châu Sa)),1927-05-26,Nữ,TP Hồ Chí Minh,0,,,,TRUE
Nguyễn Thị Bình,1952-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
Nguyễn Văn Bình,1933-01-01,nam,Hà Bắc,0,,,,TRUE
Y Buông,1948-01-01,Nữ,Gia Lai - Kon Tum,0,,,,TRUE
Tạ Quang Bửu,1910-07-23,nam,Nghệ Tĩnh,0,,,,TRUE
Vũ Văn Cẩn,1915-01-01,nam,Hà Tuyên,0,,,,TRUE
Tạ Minh Cang,1936-01-01,nam,Hậu Giang,0,,,,TRUE
Phạm Thị Cát,1940-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
Nguyễn Thọ Chân,1922-01-01,nam,TP Hải Phòng,0,,,,TRUE
Cha Ma Lé Chấn,1931-02-20,nam,Thuận Hải,0,,,,TRUE
Nguyễn Chấn,1924-01-01,nam,Vĩnh Phú,0,,,,TRUE
Lỷ Mềnh Chắn,1954-01-01,Nữ,Quảng Ninh,0,,,,TRUE
Hoàng Thị Chang,1948-01-01,Nữ,Hoàng Liên Sơn,0,,,,TRUE
Đỗ Chanh,1926-01-01,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Chánh,1917-01-01,nam,Nghĩa Bình,0,,,,TRUE
Đặng Việt Châu,1914-07-02,nam,Vĩnh Phú,0,,,,TRUE
Nghiêm Chưởng Châu,1929-01-01,Nữ,Hà Bắc,0,,,,TRUE
Phan Thị Hồng Châu (Phan Thị Hồng Châu (Minh Hiền)),1953-01-01,Nữ,Bến Tre,0,,,,TRUE
Trịnh Thị Ngọc Châu (Trịnh Thị Ngọc Châu (Út nhì)),1937-01-01,Nữ,Hậu Giang,0,,,,TRUE
Nguyễn Thị Chén,1928-01-01,Nữ,Hà Sơn Bình,0,,,,TRUE
Bà Nguyễn Đình Chi (Đào Thị Xuân Yến),1909-04-19,Nữ,Bình Trị Thiên,0,,,,TRUE
Hồ Thị Chí,1925-01-01,Nữ,Tiền Giang,0,,,,TRUE
Phạm Đăng Chỉ,1948-01-01,nam,Hải Hưng,0,,,,TRUE
Vũ Xuân Chiêm,1923-01-01,nam,Hà Sơn Bình,0,,,,TRUE
Lò Mí Chinh,1946-06-06,nam,Hà Tuyên,0,,,,TRUE
Nguyễn Thị Chinh,1948-01-01,Nữ,Hà Nam Ninh,0,,,,TRUE
Trường Chinh,1907-02-09,nam,TP Hà Nội,0,,,,TRUE
Dương Quốc Chính,1918-01-01,nam,Hà Sơn Bình,0,,,,TRUE
Đặng Thành Chơn (Tám Lý),1923-01-01,nam,Nghĩa Bình,0,,,,TRUE
Nguyễn Chơn (Nguyễn Văn Chơn),1928-01-01,nam,Quảng Nam - Đà Nẵng,0,,,,TRUE
Lê Quang Chữ,1922-01-01,nam,Đồng Nai,0,,,,TRUE
Nguyễn Thị Chung,1945-09-20,Nữ,Hà Sơn Bình,0,,,,TRUE
Nguyễn Tiến Chương,1920-01-01,nam,Nghệ Tĩnh,0,,,,TRUE
Nguyễn Côn,1917-05-15,nam,Nghệ Tĩnh,0,,,,TRUE
Nguyễn Duy Côn,1932-01-01,nam,Hà Bắc,0,,,,TRUE
Hoàng Minh Côn,1925-01-01,nam,Thanh Hoá,0,,,,TRUE
Võ Chí Công (Võ Toàn),1913-09-07,nam,Quảng Nam - Đà Nẵng,0,,,,TRUE
Võ Thành Công,1926-01-01,nam,Đồng Nai,0,,,,TRUE
Đồng Văn Cống,1918-01-01,nam,Bến Tre,0,,,,TRUE
Mai Xuân Cống,1922-01-01,nam,Phú Khánh,0,,,,TRUE
Lê Cứ,1924-01-01,nam,Nghĩa Bình,0,,,,TRUE
Lê Văn Cự,1930-01-01,nam,Tây Ninh,0,,,,TRUE
Nguyễn Văn Cung,1931-01-01,nam,Nghệ Tĩnh,0,,,,TRUE
Huỳnh Cương,1925-10-11,nam,Hậu Giang,0,,,,TRUE
Dương Hiền Cửu,1945-01-01,nam,TP Hồ Chí Minh,0,,,,TRUE
Nguyễn Đăng Đại,1918-01-01,nam,Hải Hưng,0,,,,TRUE
Trần Thành Đại,1915-01-01,nam,Cửu Long,0,,,,TRUE
Lê Văn Đạm,1920-01-01,nam,TP Hồ Chí Minh,0,,,,TRUE
Hà Văn Dân,1947-12-20,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Văn Đàn,1923-01-01,nam,Nghệ Tĩnh,0,,,,TRUE
Phan Văn Đáng,1918-10-01,nam,Cửu Long,0,,,,TRUE
Nguyễn Đăng,1921-11-01,nam,Tây Ninh,0,,,,TRUE
Trần Văn Danh,1923-01-01,nam,TP Hồ Chí Minh,0,,,,TRUE
Võ Văn Đầy (Võ Văn Đầy (Bảy Thà)),1920-01-01,nam,An Giang,0,,,,TRUE
Hà Giang Dẻ (K'Che),1936-01-01,nam,Lâm Đồng,0,,,,TRUE
Nguyễn Thị Dị,1952-01-01,Nữ,Vĩnh Phú,0,,,,TRUE
Phan Điền,1917-01-01,nam,Hà Nam Ninh,0,,,,TRUE
Phan Đình Diệu,1936-01-01,nam,Thái Bình,0,,,,TRUE
Huỳnh Văn Điều (Huỳnh Văn Điều (Ba Thành)),1933-01-01,nam,An Giang,0,,,,TRUE
Bạch Công Điệu,1946-01-01,nam,Hà Sơn Bình,0,,,,TRUE
Ninh Đình,1928-01-01,nam,Hà Nam Ninh,0,,,,TRUE
Lâm Thị Định,1938-10-01,Nữ,Hà Bắc,0,,,,TRUE
Nguyễn Thị Định,1920-03-15,Nữ,Bến Tre,0,,,,TRUE
Vũ Định,1925-01-01,nam,Bắc Thái,0,,,,TRUE
Nguyễn Thành Đô,1917-01-01,nam,Vĩnh Phú,0,,,,TRUE
