api_uri,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000360.json,http://www.alexander.senate.gov/public/index.cfm?p=Email,,N00009888,5,1940-07-03,0.324,senatorlamaralexander,202-228-3398,S2TN00058,Lamar,M,/m/01rbs3,300002,40304,A000360,,False,Alexander,2020-12-30 19:01:18 -0500,,S289,,133,18.55,2020,ocd-division/country:us/state:tn,455 Dirksen Senate Office Building,R,202-224-4944,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,17,Sen.,TN,senior,,"Senator, 2nd Class",0,717,SenAlexander,https://www.alexander.senate.gov/public,3.45,96.55,15691,lamaralexander
https://api.propublica.org/congress/v1/members/B001230.json,https://www.baldwin.senate.gov/feedback,,N00004367,57884,1962-02-11,-0.493,senatortammybaldwin,,H8WI00018,Tammy,F,/m/024v02,400013,29940,B001230,,False,Baldwin,2020-12-30 19:01:18 -0500,,S354,,2,0.28,2024,ocd-division/country:us/state:wi,709 Hart Senate Office Building,D,202-224-5653,,1,7,Sen.,WI,junior,,"Senator, 1st Class",1,717,SenatorBaldwin,https://www.baldwin.senate.gov,5.35,94.65,3470,witammybaldwin
https://api.propublica.org/congress/v1/members/B001261.json,https://www.barrasso.senate.gov/public/index.cfm/contact-form,,N00006236,1024777,1952-07-21,0.541,johnbarrasso,,S6WY00068,John,M,/m/02rsm32,412251,40707,B001261,,False,Barrasso,2020-12-30 19:01:18 -0500,Senate Republican Conference Chair,S317,,0,0.0,2024,ocd-division/country:us/state:wy,307 Dirksen Senate Office Building,R,202-224-6441,https://www.barrasso.senate.gov/public/?a=rss.feed,1,13,Sen.,WY,junior,,"Senator, 1st Class",0,717,SenJohnBarrasso,https://www.barrasso.senate.gov,3.09,96.91,52662,barrassowyo
https://api.propublica.org/congress/v1/members/B001267.json,https://www.bennet.senate.gov/public/index.cfm/contact,,N00030608,1031622,1964-11-28,-0.227,senbennetco,202-228-5097,S0CO00211,Michael,M,/m/05b60qf,412330,40910,B001267,,False,Bennet,2020-12-30 19:01:18 -0500,,S330,,129,17.99,2022,ocd-division/country:us/state:co,261 Russell Senate Office Building,D,202-224-5852,,3,11,Sen.,CO,senior,,"Senator, 3rd Class",1,717,SenBennetCo,https://www.bennet.senate.gov/public,5.09,94.91,110942,SenatorBennet
https://api.propublica.org/congress/v1/members/B001243.json,https://www.blackburn.senate.gov/contact_marsha,,N00003105,31226,1952-06-06,0.619,marshablackburn,,H2TN06030,Marsha,F,/m/01fnkt,400032,20351,B001243,,False,Blackburn,2020-12-30 19:01:18 -0500,,S396,,12,1.67,2024,ocd-division/country:us/state:tn,357 Dirksen Senate Office Building,R,202-224-3344,,1,1,Sen.,TN,junior,,"Senator, 1st Class",0,717,MarshaBlackburn,https://www.blackburn.senate.gov,5.99,94.01,25186,RepMarshaBlackburn
https://api.propublica.org/congress/v1/members/B001277.json,https://www.blumenthal.senate.gov/contact/,,N00031685,21799,1946-02-13,-0.438,SenBlumenthal,202-224-9673,S0CT00177,Richard,M,/m/03tg8m,412490,41101,B001277,,False,Blumenthal,2020-12-30 19:01:18 -0500,,S341,,7,0.98,2022,ocd-division/country:us/state:ct,706 Hart Senate Office Building,D,202-224-2823,https://www.blumenthal.senate.gov/rss/feeds/?type=press,3,9,Sen.,CT,senior,,"Senator, 3rd Class",1,717,SenBlumenthal,https://www.blumenthal.senate.gov,11.63,88.37,1568,SenatorBlumenthal
https://api.propublica.org/congress/v1/members/B000575.json,https://www.blunt.senate.gov/public/index.cfm/contact-roy,,N00005195,45465,1950-01-10,0.426,SenatorBlunt,202-224-8149,H6MO07128,Roy,M,/m/034fn4,400034,29735,B000575,,False,Blunt,2020-12-30 19:01:18 -0500,Senate Republican Policy Committee Chair,S342,,15,2.09,2022,ocd-division/country:us/state:mo,260 Russell Senate Office Building,R,202-224-5721,,3,9,Sen.,MO,senior,,"Senator, 3rd Class",0,717,RoyBlunt,https://www.blunt.senate.gov,1.72,98.28,418,SenatorBlunt
https://api.propublica.org/congress/v1/members/B001288.json,https://www.booker.senate.gov/?p=contact,,N00035267,84679,1969-04-27,-0.592,,202-224-8378,S4NJ00185,Cory,M,/m/06p430,412598,41308,B001288,,False,Booker,2020-12-30 19:01:18 -0500,,S370,,290,40.45,2020,ocd-division/country:us/state:nj,717 Hart Senate Office Building,D,202-224-3224,,2,7,Sen.,NJ,junior,,"Senator, 2nd Class",1,717,SenBooker,https://www.booker.senate.gov,16.63,83.37,76151,SenCoryBooker
https://api.propublica.org/congress/v1/members/B001236.json,https://www.boozman.senate.gov/public/index.cfm/contact,,N00013873,92069,1950-12-10,0.4,JohnBoozman,202-228-1371,H2AR03176,John,M,/m/024s3v,400040,20101,B001236,,False,Boozman,2020-12-30 19:01:18 -0500,,S343,,0,0.0,2022,ocd-division/country:us/state:ar,141 Hart Senate Office Building,R,202-224-4843,https://www.boozman.senate.gov/public/?a=RSS.Feed,3,9,Sen.,AR,senior,,"Senator, 3rd Class",0,717,JohnBoozman,https://www.boozman.senate.gov/public,1.54,98.46,27958,BoozmanPressOffice
https://api.propublica.org/congress/v1/members/B001310.json,http://www.braun.senate.gov/contact-mike,,N00041731,,1954-03-24,,,,S8IN00171,Mike,M,/g/11f2ckdwty,412839,,B001310,,False,Braun,2020-12-30 19:01:18 -0500,,S397,,6,0.84,2024,ocd-division/country:us/state:in,374 Russell Senate Office Building,R,202-224-4814,,1,1,Sen.,IN,junior,,"Senator, 1st Class",0,717,SenatorBraun,https://www.braun.senate.gov,6.79,93.21,148564,
https://api.propublica.org/congress/v1/members/B000944.json,http://www.brown.senate.gov/contact/,,N00003535,5051,1952-11-09,-0.428,SenatorSherrodBrown,,H2OH13033,Sherrod,M,/m/034s80,400050,29389,B000944,,False,Brown,2020-12-30 19:01:18 -0500,,S307,,12,1.67,2024,ocd-division/country:us/state:oh,503 Hart Senate Office Building,D,202-224-2315,,1,13,Sen.,OH,senior,,"Senator, 1st Class",1,717,SenSherrodBrown,https://www.brown.senate.gov,8.04,91.96,27018,SherrodBrownOhio
https://api.propublica.org/congress/v1/members/B001135.json,https://www.burr.senate.gov/contact/email,,N00002221,31054,1955-11-30,0.45,SenatorRichardBurr,202-228-2981,S4NC00089,Richard,M,/m/03g_s9,400054,29548,B001135,,False,Burr,2020-12-30 19:01:19 -0500,,S300,M.,88,12.27,2022,ocd-division/country:us/state:nc,217 Russell Senate Office Building,R,202-224-3154,,3,15,Sen.,NC,senior,,"Senator, 3rd Class",0,717,SenatorBurr,https://www.burr.senate.gov,1.6,98.4,21787,SenatorRichardBurr
https://api.propublica.org/congress/v1/members/C000127.json,http://www.cantwell.senate.gov/public/index.cfm/email-maria,,N00007836,26137,1958-10-13,-0.304,senatorcantwell,,S8WA00194,Maria,F,/m/01x68t,300018,39310,C000127,,False,Cantwell,2020-12-30 19:01:18 -0500,,S275,,8,1.12,2024,ocd-division/country:us/state:wa,511 Hart Senate Office Building,D,202-224-3441,,1,19,Sen.,WA,junior,,"Senator, 1st Class",1,717,SenatorCantwell,https://www.cantwell.senate.gov,9.42,90.58,27122,SenatorCantwell
https://api.propublica.org/congress/v1/members/C001047.json,https://www.capito.senate.gov/contact/contact-shelley,,N00009771,83737,1953-11-26,0.263,senshelley,202-225-7856,H0WV02138,Shelley,F,/m/024pwq,400061,20146,C001047,,False,Capito,2020-12-30 19:01:19 -0500,,S372,Moore,39,5.44,2020,ocd-division/country:us/state:wv,172 Russell Senate Office Building,R,202-224-6472,,2,5,Sen.,WV,junior,,"Senator, 2nd Class",0,717,SenCapito,https://www.capito.senate.gov,1.48,98.52,11701,
https://api.propublica.org/congress/v1/members/C000141.json,http://www.cardin.senate.gov/contact/,,N00001955,4004,1943-10-05,-0.32,senatorbencardin,,H6MD03177,Benjamin,M,/m/025k3k,400064,15408,C000141,,False,Cardin,2020-12-30 19:01:18 -0500,,S308,L.,15,2.09,2024,ocd-division/country:us/state:md,509 Hart Senate Office Building,D,202-224-4524,,1,13,Sen.,MD,senior,,"Senator, 1st Class",1,717,SenatorCardin,https://www.cardin.senate.gov,4.85,95.15,26888,senatorcardin
https://api.propublica.org/congress/v1/members/C000174.json,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,,N00012508,663,1947-01-23,-0.176,tomcarper,,S8DE00079,Thomas,M,/m/01xw7t,300019,15015,C000174,,False,Carper,2020-12-30 19:01:18 -0500,,S277,R.,4,0.56,2024,ocd-division/country:us/state:de,513 Hart Senate Office Building,D,202-224-2441,https://www.carper.senate.gov/public/?a=RSS.Feed,1,19,Sen.,DE,senior,,"Senator, 1st Class",1,717,SenatorCarper,https://www.carper.senate.gov/public,9.87,90.13,22421,senatorcarper
https://api.propublica.org/congress/v1/members/C001070.json,https://www.casey.senate.gov/contact/,,N00027503,47036,1960-04-13,-0.315,SenatorBobCasey,,S6PA00217,Bob,M,/m/047ymw,412246,40703,C001070,,False,Casey,2020-12-30 19:01:18 -0500,,S309,,0,0.0,2024,ocd-division/country:us/state:pa,393 Russell Senate Office Building,D,202-224-6324,,1,13,Sen.,PA,senior,,"Senator, 1st Class",1,717,SenBobCasey,https://www.casey.senate.gov,4.62,95.38,2541,SenatorBobCasey
https://api.propublica.org/congress/v1/members/C001075.json,https://www.cassidy.senate.gov/contact,,N00030245,1030546,1957-09-28,0.456,,202-225-7313,H8LA00017,Bill,M,/m/0286t7r,412269,20919,C001075,,False,Cassidy,2020-12-30 19:01:18 -0500,,S373,,46,6.42,2020,ocd-division/country:us/state:la,520 Hart Senate Office Building,R,202-224-5824,,2,5,Sen.,LA,senior,,"Senator, 2nd Class",0,717,,https://www.cassidy.senate.gov,3.0,97.0,69494,SenatorBillCassidy
https://api.propublica.org/congress/v1/members/C001035.json,http://www.collins.senate.gov/contact,,N00000491,45738,1952-12-07,0.114,susancollins,202-224-2693,S6ME00159,Susan,F,/m/020y8m,300025,49703,C001035,,False,Collins,2020-12-30 19:01:18 -0500,,S252,,0,0.0,2020,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,R,202-224-2523,https://www.collins.senate.gov/?q=rss.xml,2,23,Sen.,ME,senior,,"Senator, 2nd Class",0,717,SenatorCollins,https://www.collins.senate.gov,11.38,88.62,379,SenatorSusanCollins
https://api.propublica.org/congress/v1/members/C001088.json,https://www.coons.senate.gov/contact,,N00031820,9269028,1963-09-09,-0.229,senatorchriscoons,202-228-3075,S0DE00092,Christopher,M,/m/082d3d,412390,40916,C001088,,False,Coons,2020-12-30 19:01:18 -0500,,S337,A.,25,3.49,2020,ocd-division/country:us/state:de,218 Russell Senate Office Building,D,202-224-5042,,2,11,Sen.,DE,junior,,"Senator, 2nd Class",1,717,ChrisCoons,https://www.coons.senate.gov,5.53,94.47,122834,senatorchriscoons
https://api.propublica.org/congress/v1/members/C001056.json,https://www.cornyn.senate.gov/contact,,N00024852,93131,1952-02-02,0.492,sen.johncornyn,202-228-2856,S2TX00106,John,M,/m/01xcqs,300027,40305,C001056,,False,Cornyn,2020-12-30 19:01:18 -0500,Senate Majority Whip,S287,,7,0.98,2020,ocd-division/country:us/state:tx,517 Hart Senate Office Building,R,202-224-2934,,2,17,Sen.,TX,senior,,"Senator, 2nd Class",0,717,JohnCornyn,https://www.cornyn.senate.gov,1.98,98.02,15375,senjohncornyn
https://api.propublica.org/congress/v1/members/C001113.json,https://www.cortezmasto.senate.gov/contact,,N00037161,105698,1964-03-29,-0.371,SenatorCortezMasto,,S6NV00200,Catherine,F,/m/02rtp9t,412681,41700,C001113,,False,Cortez Masto,2020-12-30 19:01:18 -0500,,S385,,4,0.56,2022,ocd-division/country:us/state:nv,516 Hart Senate Office Building,D,202-224-3542,,3,3,Sen.,NV,senior,,"Senator, 3rd Class",1,717,sencortezmasto,https://www.cortezmasto.senate.gov,4.06,95.94,69579,
