"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000055","Representative","Robert","Aderholt","Robert Aderholt","R","AL",""
"A000367","Representative","Justin","Amash","Justin Amash","R","MI",""
"A000369","Representative","Mark","Amodei","Mark Amodei","R","NV",""
"A000370","Representative","Alma","Adams","Alma Adams","D","NC",""
"A000371","Representative","Pete","Aguilar","Pete Aguilar","D","CA",""
"A000372","Representative","Rick","Allen","Rick Allen","R","GA",""
"A000374","Representative","Ralph","Abraham","Ralph Abraham","R","LA",""
"A000375","Representative","Jodey","Arrington","Jodey Arrington","R","TX",""
"B000213","Representative","Joe","Barton","Joe Barton","R","TX",""
"B000287","Representative","Xavier","Becerra","Xavier Becerra","D","CA",""
"B000490","Representative","Sanford","Bishop","Sanford Bishop","D","GA",""
"B000574","Representative","Earl","Blumenauer","Earl Blumenauer","D","OR",""
"B000755","Representative","Kevin","Brady","Kevin Brady","R","TX",""
"B001227","Representative","Robert","Brady","Robert Brady","D","PA",""
"B001243","Representative","Marsha","Blackburn","Marsha Blackburn","R","TN",""
"B001245","Delegate","Madeleine","Bordallo","Madeleine Bordallo","D","GU",""
"B001248","Representative","Michael","Burgess","Michael Burgess","R","TX",""
"B001250","Representative","Rob","Bishop","Rob Bishop","R","UT",""
"B001251","Representative","G.","Butterfield","G. Butterfield","D","NC",""
"B001257","Representative","Gus","Bilirakis","Gus Bilirakis","R","FL",""
"B001260","Representative","Vern","Buchanan","Vern Buchanan","R","FL",""
"B001269","Representative","Lou","Barletta","Lou Barletta","R","PA",""
"B001270","Representative","Karen","Bass","Karen Bass","D","CA",""
"B001273","Representative","Diane","Black","Diane Black","R","TN",""
"B001274","Representative","Mo","Brooks","Mo Brooks","R","AL",""
"B001275","Representative","Larry","Bucshon","Larry Bucshon","R","IN",""
"B001278","Representative","Suzanne","Bonamici","Suzanne Bonamici","D","OR",""
"B001281","Representative","Joyce","Beatty","Joyce Beatty","D","OH",""
"B001282","Representative","Andy","Barr","Andy Barr","R","KY",""
"B001283","Representative","Jim","Bridenstine","Jim Bridenstine","R","OK",""
"B001284","Representative","Susan","Brooks","Susan Brooks","R","IN",""
"B001285","Representative","Julia","Brownley","Julia Brownley","D","CA",""
"B001286","Representative","Cheri","Bustos","Cheri Bustos","D","IL",""
"B001287","Representative","Ami","Bera","Ami Bera","D","CA",""
"B001289","Representative","Bradley","Byrne","Bradley Byrne","R","AL",""
"B001290","Representative","David","Brat","David Brat","R","VA",""
"B001291","Representative","Brian","Babin","Brian Babin","R","TX",""
"B001292","Representative","Donald","Beyer","Donald Beyer","D","VA",""
"B001293","Representative","Mike","Bishop","Mike Bishop","R","MI",""
"B001294","Representative","Rod","Blum","Rod Blum","R","IA",""
"B001295","Representative","Mike","Bost","Mike Bost","R","IL",""
"B001296","Representative","Brendan","Boyle","Brendan Boyle","D","PA",""
"B001297","Representative","Ken","Buck","Ken Buck","R","CO",""
"B001298","Representative","Don","Bacon","Don Bacon","R","NE",""
"B001299","Representative","Jim","Banks","Jim Banks","R","IN",""
"B001300","Representative","Nanette","Barragán","Nanette Barragán","D","CA",""
"B001301","Representative","Jack","Bergman","Jack Bergman","R","MI",""
"B001302","Representative","Andy","Biggs","Andy Biggs","R","AZ",""
"B001303","Representative","Lisa","Blunt Rochester","Lisa Blunt Rochester","D","DE",""
"B001304","Representative","Anthony","Brown","Anthony Brown","D","MD",""
"B001305","Representative","Ted","Budd","Ted Budd","R","NC",""
"B001306","Representative","Troy","Balderson","Troy Balderson","R","OH",""
"C000059","Representative","Ken","Calvert","Ken Calvert","R","CA",""
"C000266","Representative","Steven","Chabot","Steven Chabot","R","OH",""
"C000537","Representative","James","Clyburn","James Clyburn","D","SC","Assistant Leader"
"C000714","Representative","John","Conyers","John Conyers","D","MI",""
"C000754","Representative","Jim","Cooper","Jim Cooper","D","TN",""
"C000984","Representative","Elijah","Cummings","Elijah Cummings","D","MD",""
"C001037","Representative","Michael","Capuano","Michael Capuano","D","MA",""
"C001038","Representative","Joseph","Crowley","Joseph Crowley","D","NY","Caucus Chair"
"C001048","Representative","John","Culberson","John Culberson","R","TX",""
"C001049","Representative","William","Clay","William Clay","D","MO",""
"C001051","Representative","John","Carter","John Carter","R","TX",""
"C001053","Representative","Tom","Cole","Tom Cole","R","OK",""
"C001059","Representative","Jim","Costa","Jim Costa","D","CA",""
"C001061","Representative","Emanuel","Cleaver","Emanuel Cleaver","D","MO",""
"C001062","Representative","K.","Conaway","K. Conaway","R","TX",""
"C001063","Representative","Henry","Cuellar","Henry Cuellar","D","TX",""
"C001066","Representative","Kathy","Castor","Kathy Castor","D","FL",""
"C001067","Representative","Yvette","Clarke","Yvette Clarke","D","NY",""
"C001068","Representative","Steve","Cohen","Steve Cohen","D","TN",""
"C001069","Representative","Joe","Courtney","Joe Courtney","D","CT",""
"C001072","Representative","André","Carson","André Carson","D","IN",""
"C001076","Representative","Jason","Chaffetz","Jason Chaffetz","R","UT",""
"C001077","Representative","Mike","Coffman","Mike Coffman","R","CO",""
"C001078","Representative","Gerald","Connolly","Gerald Connolly","D","VA",""
"C001080","Representative","Judy","Chu","Judy Chu","D","CA",""
"C001084","Representative","David","Cicilline","David Cicilline","D","RI",""
"C001087","Representative","Rick","Crawford","Rick Crawford","R","AR",""
"C001090","Representative","Matt","Cartwright","Matt Cartwright","D","PA",""
"C001091","Representative","Joaquín","Castro","Joaquín Castro","D","TX",""
"C001092","Representative","Chris","Collins","Chris Collins","R","NY",""
"C001093","Representative","Doug","Collins","Doug Collins","R","GA",""
"C001094","Representative","Paul","Cook","Paul Cook","R","CA",""
"C001096","Representative","Kevin","Cramer","Kevin Cramer","R","ND",""
"C001097","Representative","Tony","Cárdenas","Tony Cárdenas","D","CA",""
"C001101","Representative","Katherine","Clark","Katherine Clark","D","MA",""
"C001103","Representative","Buddy","Carter","Buddy Carter","R","GA",""
"C001105","Representative","Barbara","Comstock","Barbara Comstock","R","VA",""
"C001106","Representative","Ryan","Costello","Ryan Costello","R","PA",""
"C001107","Representative","Carlos","Curbelo","Carlos Curbelo","R","FL",""
"C001108","Representative","James","Comer","James Comer","R","KY",""
"C001109","Representative","Liz","Cheney","Liz Cheney","R","WY",""
"C001110","Representative","J.","Correa","J. Correa","D","CA",""
"C001111","Representative","Charlie","Crist","Charlie Crist","D","FL",""
"C001112","Representative","Salud","Carbajal","Salud Carbajal","D","CA",""
"C001114","Representative","John","Curtis","John Curtis","R","UT",""
"C001115","Representative","Michael","Cloud","Michael Cloud","R","TX",""
"D000096","Representative","Danny","Davis","Danny Davis","D","IL",""
"D000191","Representative","Peter","DeFazio","Peter DeFazio","D","OR",""
"D000197","Representative","Diana","DeGette","Diana DeGette","D","CO",""
"D000216","Representative","Rosa","DeLauro","Rosa DeLauro","D","CT",""
"D000399","Representative","Lloyd","Doggett","Lloyd Doggett","D","TX",""
"D000482","Representative","Mike","Doyle","Mike Doyle","D","PA",""
"D000533","Representative","John","Duncan","John Duncan","R","TN",""
"D000598","Representative","Susan","Davis","Susan Davis","D","CA",""
"D000600","Representative","Mario","Diaz-Balart","Mario Diaz-Balart","R","FL",""
"D000604","Representative","Charlie","Dent","Charlie Dent","R","PA",""
"D000610","Representative","Ted","Deutch","Ted Deutch","D","FL",""
"D000612","Representative","Jeffrey","Denham","Jeffrey Denham","R","CA",""
"D000614","Representative","Sean","Duffy","Sean Duffy","R","WI",""
"D000615","Representative","Jeffrey","Duncan","Jeffrey Duncan","R","SC",""
"D000616","Representative","Scott","DesJarlais","Scott DesJarlais","R","TN",""
"D000617","Representative","Suzan","DelBene","Suzan DelBene","D","WA",""
"D000619","Representative","Rodney","Davis","Rodney Davis","R","IL",""
"D000620","Representative","John","Delaney","John Delaney","D","MD",""
"D000621","Representative","Ron","DeSantis","Ron DeSantis","R","FL",""
"D000623","Representative","Mark","DeSaulnier","Mark DeSaulnier","D","CA",""
"D000624","Representative","Debbie","Dingell","Debbie Dingell","D","MI",""
"D000625","Representative","Daniel","Donovan","Daniel Donovan","R","NY",""
"D000626","Representative","Warren","Davidson","Warren Davidson","R","OH",""
"D000627","Representative","Val","Demings","Val Demings","D","FL",""
"D000628","Representative","Neal","Dunn","Neal Dunn","R","FL",""
"E000179","Representative","Eliot","Engel","Eliot Engel","D","NY",""
"E000215","Representative","Anna","Eshoo","Anna Eshoo","D","CA",""
"E000288","Representative","Keith","Ellison","Keith Ellison","D","MN",""
"E000293","Representative","Elizabeth","Esty","Elizabeth Esty","D","CT",""
"E000294","Representative","Tom","Emmer","Tom Emmer","R","MN",""
"E000296","Representative","Dwight","Evans","Dwight Evans","D","PA",""
"E000297","Representative","Adriano","Espaillat","Adriano Espaillat","D","NY",""
"E000298","Representative","Ron","Estes","Ron Estes","R","KS",""
"F000372","Representative","Rodney","Frelinghuysen","Rodney Frelinghuysen","R","NJ",""
"F000448","Representative","Trent","Franks","Trent Franks","R","AZ",""
"F000449","Representative","Jeff","Fortenberry","Jeff Fortenberry","R","NE",""
"F000450","Representative","Virginia","Foxx","Virginia Foxx","R","NC",""
"F000454","Representative","Bill","Foster","Bill Foster","D","IL",""
"F000455","Representative","Marcia","Fudge","Marcia Fudge","D","OH",""
"F000459","Representative","Chuck","Fleischmann","Chuck Fleischmann","R","TN",""
"F000460","Representative","Blake","Farenthold","Blake Farenthold","R","TX",""
"F000461","Representative","Bill","Flores","Bill Flores","R","TX",""
"F000462","Representative","Lois","Frankel","Lois Frankel","D","FL",""
"F000464","Representative","John","Faso","John Faso","R","NY",""
"F000465","Representative","A.","Ferguson","A. Ferguson","R","GA",""
"F000466","Representative","Brian","Fitzpatrick","Brian Fitzpatrick","R","PA",""
"G000289","Representative","Robert","Goodlatte","Robert Goodlatte","R","VA",""
"G000377","Representative","Kay","Granger","Kay Granger","R","TX",""
"G000410","Representative","Gene","Green","Gene Green","D","TX",""
"G000535","Representative","Luis","Gutiérrez","Luis Gutiérrez","D","IL",""
"G000546","Representative","Sam","Graves","Sam Graves","R","MO",""
"G000551","Representative","Raúl","Grijalva","Raúl Grijalva","D","AZ",""
"G000552","Representative","Louie","Gohmert","Louie Gohmert","R","TX",""
"G000553","Representative","Al","Green","Al Green","D","TX",""
"G000558","Representative","Brett","Guthrie","Brett Guthrie","R","KY",""
"G000559","Representative","John","Garamendi","John Garamendi","D","CA",""
"G000560","Representative","Tom","Graves","Tom Graves","R","GA",""
"G000563","Representative","Bob","Gibbs","Bob Gibbs","R","OH",""
"G000565","Representative","Paul","Gosar","Paul Gosar","R","AZ",""
"G000566","Representative","Trey","Gowdy","Trey Gowdy","R","SC",""
