api_uri,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000069.json,,,,8704,1924-09-11,,,,,Daniel,M,/m/01rbrq,300001,14400,A000069,,False,Akaka,2019-10-07 08:26:42 -0400,,S213,K.,1,0.14,2012,ocd-division/country:us/state:hi,,D,,,1,19,Sen.,HI,,,"Senator, 1st Class",0,696,SenatorAkaka,,2.89,97.11,,senatorakaka
https://api.propublica.org/congress/v1/members/A000360.json,,,N00009888,5,1940-07-03,,senatorlamaralexander,,,Lamar,M,/m/01rbs3,300002,40304,A000360,,False,Alexander,2019-10-07 08:26:42 -0400,,S289,,10,1.44,2014,ocd-division/country:us/state:tn,,R,,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,7,Sen.,TN,,,"Senator, 2nd Class",0,696,SenAlexander,https://www.alexander.senate.gov/public,15.66,84.34,15691,lamaralexander
https://api.propublica.org/congress/v1/members/B001261.json,,,N00006236,1024777,1952-07-21,,johnbarrasso,,,John,M,/m/02rsm32,412251,40707,B001261,,False,Barrasso,2019-10-07 08:26:42 -0400,,S317,,0,0.0,2012,ocd-division/country:us/state:wy,,R,,https://www.barrasso.senate.gov/public/?a=rss.feed,1,3,Sen.,WY,,,"Senator, 1st Class",0,696,SenJohnBarrasso,https://www.barrasso.senate.gov,4.81,95.19,52662,barrassowyo
https://api.propublica.org/congress/v1/members/B000243.json,,,,1727,1941-12-11,,,,,Max,M,/m/01rcm2,300005,14203,B000243,,False,Baucus,2019-10-07 08:26:42 -0400,,S127,,5,0.72,2014,ocd-division/country:us/state:mt,,D,,,2,31,Sen.,MT,,,"Senator, 2nd Class",0,696,,http://www.baucus.senate.gov,6.55,93.45,,SenatorBaucus
https://api.propublica.org/congress/v1/members/B001233.json,,,,,1955-12-26,,,,,Evan,M,/m/01rcnr,300006,49901,B001233,,False,Bayh,2019-10-07 08:26:42 -0400,,S264,,35,5.03,2010,ocd-division/country:us/state:in,,D,,,3,11,Sen.,IN,,,"Senator, 3rd Class",0,696,,,27.09,72.91,,SenEvanBayh
https://api.propublica.org/congress/v1/members/B001265.json,,,,1030732,1962-03-30,,Begich,,,Mark,M,/m/05pqtr,412326,40900,B001265,,False,Begich,2019-10-07 08:26:42 -0400,,S319,,21,3.02,2014,ocd-division/country:us/state:ak,,D,,,2,1,Sen.,AK,,,"Senator, 2nd Class",0,696,,http://www.begich.senate.gov,5.96,94.04,,
https://api.propublica.org/congress/v1/members/B001267.json,,,N00030608,1031622,1964-11-28,,senbennetco,,,Michael,M,/m/05b60qf,412330,40910,B001267,,False,Bennet,2019-10-07 08:26:42 -0400,,S330,,0,0.0,2010,ocd-division/country:us/state:co,,D,,,3,1,Sen.,CO,,,"Senator, 3rd Class",0,686,SenBennetCo,https://www.bennet.senate.gov/public,8.8,91.2,110942,SenatorBennet
https://api.propublica.org/congress/v1/members/B000382.json,,,,25708,1933-09-18,,,,,Robert,M,/m/01xtg9,300007,49307,B000382,,False,Bennett,2019-10-07 08:26:42 -0400,,S231,F.,58,8.33,2010,ocd-division/country:us/state:ut,,R,,,3,17,Sen.,UT,,,"Senator, 3rd Class",0,696,,,11.55,88.45,,SenatorBennett
https://api.propublica.org/congress/v1/members/B000444.json,,,,34,1942-11-20,,,,,Joseph,M,,300008,14101,B000444,,False,Biden,2019-10-07 08:26:42 -0400,,S010,R.,3,60.0,,ocd-division/country:us/state:de,,D,,,2,36,Sen.,DE,,Jr.,"Senator, 2nd Class",0,5,,,0.0,100.0,,
https://api.propublica.org/congress/v1/members/B000468.json,,,,590,1943-10-03,,,,,Jeff,M,/m/01xck2,300009,15101,B000468,,False,Bingaman,2019-10-07 08:26:42 -0400,,S167,,1,0.14,2012,ocd-division/country:us/state:nm,,D,,,1,27,Sen.,NM,,,"Senator, 1st Class",0,696,jeffbingaman,,5.21,94.79,,SenJeffBingaman
