"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"A000009","Senator, 3rd Class","James","Abdnor","James Abdnor","SD","R",""
"A000208","Senator, 3rd Class","Mark","Andrews","Mark Andrews","ND","R",""
"A000219","Senator, 2nd Class","William","Armstrong","William Armstrong","CO","R",""
"B000243","Senator, 2nd Class","Max","Baucus","Max Baucus","MT","D",""
"B000401","Senator, 1st Class","Lloyd","Bentsen","Lloyd Bentsen","TX","D",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","DE","D",""
"B000468","Senator, 1st Class","Jeff","Bingaman","Jeff Bingaman","NM","D",""
"B000639","Senator, 2nd Class","David","Boren","David Boren","OK","D",""
"B000647","Senator, 2nd Class","Rudolph","Boschwitz","Rudolph Boschwitz","MN","R",""
"B000966","Senator, 3rd Class","James","Broyhill","James Broyhill","NC","R",""
"B001057","Senator, 3rd Class","Dale","Bumpers","Dale Bumpers","AR","D",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","ND","D",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","WV","D",""
"B001225","Senator, 2nd Class","William","Bradley","William Bradley","NJ","D",""
"C000269","Senator, 1st Class","John","Chafee","John Chafee","RI","R",""
"C000322","Senator, 3rd Class","Eugene","Chappie","Eugene Chappie","WA","R",""
"C000356","Senator, 1st Class","Lawton","Chiles","Lawton Chiles","FL","D",""
"C000567","Senator, 2nd Class","Thad","Cochran","Thad Cochran","MS","R",""
"C000598","Senator, 2nd Class","William","Cohen","William Cohen","ME","R",""
"C000877","Senator, 3rd Class","Alan","Cranston","Alan Cranston","CA","D",""
"D000018","Senator, 3rd Class","Alfonse","D'Amato","Alfonse D'Amato","NY","R",""
"D000030","Senator, 1st Class","John","Danforth","John Danforth","MO","R",""
"D000185","Senator, 1st Class","Dennis","DeConcini","Dennis DeConcini","AZ","D",""
"D000259","Senator, 3rd Class","Jeremiah","Denton","Jeremiah Denton","AL","R",""
"D000366","Senator, 3rd Class","Alan","Dixon","Alan Dixon","IL","D",""
"D000388","Senator, 3rd Class","Christopher","Dodd","Christopher Dodd","CT","D",""
"D000401","Senator, 3rd Class","Robert","Dole","Robert Dole","KS","R",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","NM","R",""
"D000566","Senator, 1st Class","David","Durenberger","David Durenberger","MN","R",""
"E000004","Senator, 3rd Class","Thomas","Eagleton","Thomas Eagleton","MO","D",""
"E000017","Senator, 3rd Class","John","East","John East","NC","R",""
"E000236","Senator, 1st Class","Daniel","Evans","Daniel Evans","WA","R",""
