api_uri,at_large,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2019-10-07 12:32:54 -0400,,,48,4.82,ocd-division/country:us/state:hi/cd:1,,D,,,14,Rep.,HI,,Representative,1,996,neilabercrombie,,11.31,89.22,,hawaiirep1
https://api.propublica.org/congress/v1/members/A000359.json,True,,,,,1962-02-13,At-Large,,,,,An,M,7298,,400002,70601,A000359,,False,Acevedo-Vila,2013-04-12 20:12:01 -0400,,,0,0.0,ocd-division/country:us/state:pr/cd:80,,D,,,2,R.C.,PR,,Resident Commissioner,0,0,,,,0.0,,
https://api.propublica.org/congress/v1/members/A000022.json,False,,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2019-10-07 12:32:54 -0400,,L.,89,8.94,ocd-division/country:us/state:ny/cd:5,,D,,,20,Rep.,NY,,Representative,4,996,repgaryackerman,,5.98,94.59,,RepAckerman
https://api.propublica.org/congress/v1/members/A000055.json,False,,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2021-03-02 02:35:23 -0500,,B.,24,2.41,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,6,Rep.,AL,,Representative,0,996,Robert_Aderholt,https://aderholt.house.gov,9.1,91.42,441,RobertAderholt
https://api.propublica.org/congress/v1/members/A000358.json,False,,,,87412,1947-07-05,2,,,,,Todd,M,2902,/m/025xzm,400005,20123,A000358,,False,Akin,2019-10-07 12:32:54 -0400,,,6,0.6,ocd-division/country:us/state:mo/cd:2,,R,,,2,Rep.,MO,,Representative,0,996,reptoddakin,,6.16,94.35,,RepToddAkin
https://api.propublica.org/congress/v1/members/A000357.json,False,,,,,1945-04-16,1,,,,,Thomas,M,2301,,400007,29728,A000357,,False,Allen,2019-10-07 12:32:54 -0400,,H.,29,2.91,ocd-division/country:us/state:me/cd:1,,D,,,6,Rep.,ME,,Representative,1,996,,,4.75,95.78,,
https://api.propublica.org/congress/v1/members/A000210.json,False,,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2019-10-07 12:32:54 -0400,,E.,27,2.71,ocd-division/country:us/state:nj/cd:1,,D,,,14,Rep.,NJ,,Representative,0,996,RepAndrews,http://andrews.house.gov/,7.16,93.37,,
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,,1940-07-07,26,,,,,Richard,M,4826,,400551,15200,A000217,,False,Armey,2019-10-07 12:32:54 -0400,,K.,26,2.61,ocd-division/country:us/state:tx/cd:26,,R,,,18,Rep.,TX,,Representative,0,996,,,3.04,97.48,,
https://api.propublica.org/congress/v1/members/B001234.json,False,,,,81682,1947-01-23,42,,,,,Joe,M,0642,/m/024xk0,400009,29942,B001234,,False,Baca,2019-10-07 12:32:54 -0400,,,14,1.41,ocd-division/country:us/state:ca/cd:42,,D,,,4,Rep.,CA,,Representative,0,996,,,5.09,95.43,,
https://api.propublica.org/congress/v1/members/B000013.json,False,,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2019-10-07 12:32:54 -0400,,,62,6.22,ocd-division/country:us/state:al/cd:6,,R,,,10,Rep.,AL,,Representative,0,996,BachusAL06,http://bachus.house.gov,2.51,98.04,,congressmanbachus
https://api.propublica.org/congress/v1/members/B001229.json,False,,,,45981,1956-03-07,3,,,,,Brian,M,5303,/m/02593n,400011,29938,B001229,,False,Baird,2019-10-07 12:32:54 -0400,,,17,1.71,ocd-division/country:us/state:wa/cd:3,,D,,,4,Rep.,WA,,Representative,0,996,,,12.07,88.35,,
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,,1948-05-22,6,,,,,Richard,M,2206,,400012,15400,B000072,,False,Baker,2019-10-07 12:32:54 -0400,,Hugh,49,4.92,ocd-division/country:us/state:la/cd:6,,R,,,16,Rep.,LA,,Representative,0,996,,,2.58,97.96,,
https://api.propublica.org/congress/v1/members/B000081.json,False,,,,,1955-01-30,2,,,,,John,M,2302,,400525,29528,B000081,,False,Baldacci,2019-10-07 12:32:54 -0400,,,46,4.62,ocd-division/country:us/state:me/cd:2,,D,,,8,Rep.,ME,,Representative,0,996,,,4.61,95.92,,
https://api.propublica.org/congress/v1/members/B001230.json,False,,,N00004367,57884,1962-02-11,2,,senatortammybaldwin,,,Tammy,F,5502,/m/024v02,400013,29940,B001230,,False,Baldwin,2019-10-07 12:32:54 -0400,,,19,1.91,ocd-division/country:us/state:wi/cd:2,,D,,,4,Rep.,WI,,Representative,1,996,SenatorBaldwin,https://www.baldwin.senate.gov,9.92,90.61,3470,witammybaldwin
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,,1926-12-06,10,,,,,Cass,M,3710,,400015,15401,B000104,,False,Ballenger,2019-10-07 12:32:54 -0400,,,39,3.92,ocd-division/country:us/state:nc/cd:10,,R,,,18,Rep.,NC,,Representative,0,996,,,3.08,97.35,,
https://api.propublica.org/congress/v1/members/B000134.json,False,,,,,1952-02-25,5,,,,,James,M,2605,,400526,29363,B000134,,False,Barcia,2019-10-07 12:32:54 -0400,,A.,40,4.02,ocd-division/country:us/state:mi/cd:5,,D,,,10,Rep.,MI,,Representative,1,996,,,15.06,85.47,,
