api_uri,contact_form,cook_pvi,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votes_against_party_pct,votes_with_party_pct,votesmart_id,youtube_account
https://api.propublica.org/congress/v1/members/A000360.json,http://www.alexander.senate.gov/public/index.cfm?p=Email,,N00009888,5,1940-07-03,0.323,senatorlamaralexander,202-228-3398,S2TN00058,Lamar,M,/m/01rbs3,300002,40304,A000360,,False,Alexander,2019-10-07 08:09:47 -0400,,S289,,27,4.51,2020,ocd-division/country:us/state:tn,455 Dirksen Senate Office Building,R,202-224-4944,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,15,Sen.,TN,senior,,"Senator, 2nd Class",0,599,SenAlexander,https://www.alexander.senate.gov/public,3.0,97.0,15691,lamaralexander
https://api.propublica.org/congress/v1/members/B001230.json,https://www.baldwin.senate.gov/feedback,,N00004367,57884,1962-02-11,-0.522,senatortammybaldwin,202-225-6942,S2WI00219,Tammy,F,/m/024v02,400013,29940,B001230,,False,Baldwin,2019-10-07 08:09:47 -0400,,S354,,3,0.5,2018,ocd-division/country:us/state:wi,709 Hart,D,202-224-5653,,1,5,Sen.,WI,junior,,"Senator, 1st Class",1,599,SenatorBaldwin,https://www.baldwin.senate.gov,4.08,95.92,3470,witammybaldwin
https://api.propublica.org/congress/v1/members/B001261.json,https://www.barrasso.senate.gov/public/index.cfm/contact-form,,N00006236,1024777,1952-07-21,0.534,johnbarrasso,202-224-1724,S6WY00068,John,M,/m/02rsm32,412251,40707,B001261,,False,Barrasso,2019-10-07 08:09:47 -0400,Policy Committee Chair,S317,,1,0.17,2018,ocd-division/country:us/state:wy,307 Dirksen Senate Office Building,R,202-224-6441,https://www.barrasso.senate.gov/public/?a=rss.feed,1,11,Sen.,WY,junior,,"Senator, 1st Class",0,599,SenJohnBarrasso,https://www.barrasso.senate.gov,2.87,97.13,52662,barrassowyo
https://api.propublica.org/congress/v1/members/B001267.json,https://www.bennet.senate.gov/?p=contact,,N00030608,1031622,1964-11-28,-0.207,senbennetco,202-228-5097,S0CO00211,Michael,M,/m/05b60qf,412330,40910,B001267,,False,Bennet,2019-10-07 08:09:47 -0400,,S330,,5,0.83,2022,ocd-division/country:us/state:co,261 Russell Senate Office Building,D,202-224-5852,,3,9,Sen.,CO,senior,,"Senator, 3rd Class",1,599,SenBennetCo,https://www.bennet.senate.gov/public,7.69,92.31,110942,SenatorBennet
https://api.propublica.org/congress/v1/members/B001277.json,https://www.blumenthal.senate.gov/contact/,,N00031685,21799,1946-02-13,-0.417,SenBlumenthal,202-224-9673,S0CT00177,Richard,M,/m/03tg8m,412490,41101,B001277,,False,Blumenthal,2019-10-07 08:09:47 -0400,,S341,,3,0.5,2022,ocd-division/country:us/state:ct,706 Hart Senate Office Building,D,202-224-2823,https://www.blumenthal.senate.gov/rss/feeds/?type=press,3,7,Sen.,CT,senior,,"Senator, 3rd Class",1,599,SenBlumenthal,https://www.blumenthal.senate.gov,7.5,92.5,1568,SenatorBlumenthal
https://api.propublica.org/congress/v1/members/B000575.json,https://www.blunt.senate.gov/public/index.cfm/contact-roy,,N00005195,45465,1950-01-10,0.43,SenatorBlunt,202-224-8149,S0MO00183,Roy,M,/m/034fn4,400034,29735,B000575,,False,Blunt,2019-10-07 08:09:47 -0400,,S342,,14,2.34,2022,ocd-division/country:us/state:mo,260 Russell Senate Office Building,R,202-224-5721,,3,7,Sen.,MO,junior,,"Senator, 3rd Class",0,599,RoyBlunt,https://www.blunt.senate.gov,0.86,99.14,418,SenatorBlunt
https://api.propublica.org/congress/v1/members/B001288.json,https://www.booker.senate.gov/?p=contact,,N00035267,84679,1969-04-27,-0.612,,202-224-8378,S4NJ00185,Cory,M,/m/06p430,412598,41308,B001288,,False,Booker,2019-10-07 08:09:47 -0400,,S370,,28,4.67,2020,ocd-division/country:us/state:nj,359 Dirksen Senate Office Building,D,202-224-3224,,2,5,Sen.,NJ,junior,,"Senator, 2nd Class",1,599,SenBooker,https://www.booker.senate.gov,13.68,86.32,76151,SenCoryBooker
https://api.propublica.org/congress/v1/members/B001236.json,https://www.boozman.senate.gov/public/index.cfm/contact,,N00013873,92069,1950-12-10,0.401,JohnBoozman,202-228-1371,S0AR00150,John,M,/m/024s3v,400040,20101,B001236,,False,Boozman,2019-10-07 08:09:47 -0400,,S343,,4,0.67,2022,ocd-division/country:us/state:ar,141 Hart Senate Office Building,R,202-224-4843,https://www.boozman.senate.gov/public/?a=RSS.Feed,3,7,Sen.,AR,senior,,"Senator, 3rd Class",0,599,JohnBoozman,https://www.boozman.senate.gov/public,0.85,99.15,27958,BoozmanPressOffice
https://api.propublica.org/congress/v1/members/B000944.json,http://www.brown.senate.gov/contact/,,N00003535,5051,1952-11-09,-0.438,SenatorSherrodBrown,202-228-6321,S6OH00163,Sherrod,M,/m/034s80,400050,29389,B000944,,False,Brown,2019-10-07 08:09:47 -0400,,S307,,2,0.33,2018,ocd-division/country:us/state:oh,713 Hart Senate Office Building,D,202-224-2315,,1,11,Sen.,OH,senior,,"Senator, 1st Class",1,599,SenSherrodBrown,https://www.brown.senate.gov,4.59,95.41,27018,SherrodBrownOhio
https://api.propublica.org/congress/v1/members/B001135.json,https://www.burr.senate.gov/contact/email,,N00002221,31054,1955-11-30,0.453,SenatorRichardBurr,202-228-2981,S4NC00089,Richard,M,/m/03g_s9,400054,29548,B001135,,False,Burr,2019-10-07 08:09:47 -0400,,S300,M.,25,4.17,2022,ocd-division/country:us/state:nc,217 Russell Senate Office Building,R,202-224-3154,,3,13,Sen.,NC,senior,,"Senator, 3rd Class",0,599,SenatorBurr,https://www.burr.senate.gov,1.58,98.42,21787,SenatorRichardBurr
https://api.propublica.org/congress/v1/members/C000127.json,http://www.cantwell.senate.gov/public/index.cfm/email-maria,,N00007836,26137,1958-10-13,-0.293,senatorcantwell,202-228-0514,S8WA00194,Maria,F,/m/01x68t,300018,39310,C000127,,False,Cantwell,2019-10-07 08:09:47 -0400,,S275,,2,0.33,2018,ocd-division/country:us/state:wa,511 Hart Senate Office Building,D,202-224-3441,,1,17,Sen.,WA,junior,,"Senator, 1st Class",1,599,SenatorCantwell,https://www.cantwell.senate.gov,3.23,96.77,27122,SenatorCantwell
https://api.propublica.org/congress/v1/members/C001047.json,https://www.capito.senate.gov/contact/contact-shelley,,N00009771,83737,1953-11-26,0.261,senshelley,202-225-7856,S4WV00159,Shelley,F,/m/024pwq,400061,20146,C001047,,False,Capito,2019-10-07 08:09:47 -0400,,S372,Moore,6,1.0,2020,ocd-division/country:us/state:wv,172 Russell Senate Office Building,R,202-224-6472,,2,3,Sen.,WV,junior,,"Senator, 2nd Class",0,599,SenCapito,https://www.capito.senate.gov,2.04,97.96,11701,
https://api.propublica.org/congress/v1/members/C000141.json,http://www.cardin.senate.gov/contact/,,N00001955,4004,1943-10-05,-0.327,senatorbencardin,202-224-1651,S6MD03177,Benjamin,M,/m/025k3k,400064,15408,C000141,,False,Cardin,2019-10-07 08:09:47 -0400,,S308,L.,5,0.83,2018,ocd-division/country:us/state:md,509 Hart Senate Office Building,D,202-224-4524,,1,11,Sen.,MD,senior,,"Senator, 1st Class",1,599,SenatorCardin,https://www.cardin.senate.gov,3.25,96.75,26888,senatorcardin
https://api.propublica.org/congress/v1/members/C000174.json,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,,N00012508,663,1947-01-23,-0.174,tomcarper,202-228-2190,S8DE00079,Thomas,M,/m/01xw7t,300019,15015,C000174,,False,Carper,2019-11-18 02:30:22 -0500,,S277,R.,6,1.0,2018,ocd-division/country:us/state:de,513 Hart Senate Office Building,D,202-224-2441,https://www.carper.senate.gov/public/?a=RSS.Feed,1,17,Sen.,DE,senior,,"Senator, 1st Class",1,599,SenatorCarper,https://www.carper.senate.gov/public,8.73,91.27,22421,senatorcarper
https://api.propublica.org/congress/v1/members/C001070.json,https://www.casey.senate.gov/contact/,,N00027503,47036,1960-04-13,-0.304,SenatorBobCasey,202-228-0604,S6PA00217,Bob,M,/m/047ymw,412246,40703,C001070,,False,Casey,2019-10-07 08:09:47 -0400,,S309,,1,0.17,2018,ocd-division/country:us/state:pa,393 Russell Senate Office Building,D,202-224-6324,,1,11,Sen.,PA,senior,,"Senator, 1st Class",1,599,SenBobCasey,https://www.casey.senate.gov,4.24,95.76,2541,SenatorBobCasey
https://api.propublica.org/congress/v1/members/C001075.json,https://www.cassidy.senate.gov/contact,,N00030245,1030546,1957-09-28,0.452,,202-225-7313,S4LA00107,Bill,M,/m/0286t7r,412269,20919,C001075,,False,Cassidy,2019-11-18 02:30:24 -0500,,S373,,6,1.0,2020,ocd-division/country:us/state:la,520 Hart Senate Office Building,R,202-224-5824,,2,3,Sen.,LA,senior,,"Senator, 2nd Class",0,599,,https://www.cassidy.senate.gov,2.89,97.11,69494,SenatorBillCassidy
https://api.propublica.org/congress/v1/members/C000567.json,https://www.cochran.senate.gov/public/index.cfm/email-me,,N00003328,1200,1937-12-07,0.287,,202-224-9450,S8MS00055,Thad,M,/m/01fmcd,300023,14009,C000567,,False,Cochran,2019-10-07 08:09:47 -0400,,S136,,37,9.54,2020,ocd-division/country:us/state:ms,113 Dirksen Senate Office Building,R,202-224-5054,,2,39,Sen.,MS,senior,,"Senator, 2nd Class",0,388,SenThadCochran,https://www.cochran.senate.gov,0.29,99.71,53312,sencochran
https://api.propublica.org/congress/v1/members/C001035.json,http://www.collins.senate.gov/contact,,N00000491,45738,1952-12-07,0.111,susancollins,202-224-2693,S6ME00159,Susan,F,/m/020y8m,300025,49703,C001035,,False,Collins,2019-11-18 02:30:22 -0500,,S252,,0,0.0,2020,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,R,202-224-2523,https://www.collins.senate.gov/?q=rss.xml,2,21,Sen.,ME,senior,,"Senator, 2nd Class",0,599,SenatorCollins,https://www.collins.senate.gov,9.6,90.4,379,SenatorSusanCollins
https://api.propublica.org/congress/v1/members/C001088.json,https://www.coons.senate.gov/contact,,N00031820,9269028,1963-09-09,-0.24,senatorchriscoons,202-228-3075,S0DE00092,Christopher,M,/m/082d3d,412390,40916,C001088,,False,Coons,2019-11-18 02:30:22 -0500,,S337,A.,23,3.84,2020,ocd-division/country:us/state:de,127a Russell Senate Office Building,D,202-224-5042,,2,9,Sen.,DE,junior,,"Senator, 2nd Class",1,599,ChrisCoons,https://www.coons.senate.gov,8.45,91.55,122834,senatorchriscoons
https://api.propublica.org/congress/v1/members/C001071.json,https://www.corker.senate.gov/public/index.cfm/emailme,,N00027441,1021114,1952-08-24,0.395,bobcorker,202-228-0566,S6TN00216,Bob,M,/m/0d9fz3,412248,40705,C001071,,False,Corker,2019-10-07 08:09:47 -0400,,S310,,25,4.17,2018,ocd-division/country:us/state:tn,425 Dirksen Senate Office Building,R,202-224-3344,,1,11,Sen.,TN,junior,,"Senator, 1st Class",0,599,SenBobCorker,https://www.corker.senate.gov,5.61,94.39,65905,senatorcorker
https://api.propublica.org/congress/v1/members/C001056.json,https://www.cornyn.senate.gov/contact,,N00024852,93131,1952-02-02,0.495,sen.johncornyn,202-228-2856,S2TX00106,John,M,/m/01xcqs,300027,40305,C001056,,False,Cornyn,2019-11-18 02:30:20 -0500,Assistant Leader,S287,,2,0.33,2020,ocd-division/country:us/state:tx,517 Hart Senate Office Building,R,202-224-2934,,2,15,Sen.,TX,senior,,"Senator, 2nd Class",0,599,JohnCornyn,https://www.cornyn.senate.gov,1.01,98.99,15375,senjohncornyn
https://api.propublica.org/congress/v1/members/C001113.json,https://www.cortezmasto.senate.gov/content/contact-senator,,N00037161,105698,1964-03-29,-0.395,SenatorCortezMasto,,S6NV00200,Catherine,F,/m/02rtp9t,412681,41700,C001113,,False,Cortez Masto,2019-10-07 08:09:47 -0400,,S385,,10,1.67,2022,ocd-division/country:us/state:nv,B40a Dirksen Senate Office Building,D,202-224-3542,,3,1,Sen.,NV,junior,,"Senator, 3rd Class",1,599,sencortezmasto,https://www.cortezmasto.senate.gov,7.59,92.41,69579,
https://api.propublica.org/congress/v1/members/C001095.json,http://www.cotton.senate.gov/?p=contact,,N00033363,63928,1977-05-13,0.613,SenatorTomCotton,,S4AR00103,Tom,M,/m/02g3ds,412508,21301,C001095,,False,Cotton,2019-10-07 08:09:47 -0400,,S374,,2,0.33,2020,ocd-division/country:us/state:ar,124 Russell Senate Office Building,R,202-224-2353,,2,3,Sen.,AR,junior,,"Senator, 2nd Class",0,599,SenTomCotton,https://www.cotton.senate.gov,2.7,97.3,135651,RepTomCotton
https://api.propublica.org/congress/v1/members/C000880.json,http://www.crapo.senate.gov/contact/email.cfm,,N00006267,26440,1951-05-20,0.509,mikecrapo,202-228-1375,S8ID00027,Michael,M,/m/021pgp,300030,29345,C000880,,False,Crapo,2019-10-07 08:09:47 -0400,,S266,D.,5,0.83,2022,ocd-division/country:us/state:id,239 Dirksen Senate Office Building,R,202-224-6142,,3,19,Sen.,ID,senior,,"Senator, 3rd Class",0,599,MikeCrapo,https://www.crapo.senate.gov,3.23,96.77,26830,senatorcrapo
https://api.propublica.org/congress/v1/members/C001098.json,http://www.cruz.senate.gov/?p=email_senator,,N00033085,1019953,1970-12-22,0.818,SenatorTedCruz,202-228-3398,S2TX00312,Ted,M,/m/07j6ty,412573,41304,C001098,,False,Cruz,2019-10-07 08:09:47 -0400,,S355,,32,5.34,2018,ocd-division/country:us/state:tx,404 Russell Senate Office Building,R,202-224-5922,,1,5,Sen.,TX,junior,,"Senator, 1st Class",0,599,SenTedCruz,https://www.cruz.senate.gov,4.09,95.91,135705,sentedcruz
