"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000022","Representative","Gary","Ackerman","Gary Ackerman","D","NY",""
"A000052","Representative","Joseph","Addabbo","Joseph Addabbo","D","NY",""
"A000069","Representative","Daniel","Akaka","Daniel Akaka","D","HI",""
"A000076","Representative","Donald","Albosta","Donald Albosta","D","MI",""
"A000103","Representative","William","Alexander","William Alexander","D","AR",""
"A000189","Representative","Glenn","Anderson","Glenn Anderson","D","CA",""
"A000207","Representative","Ike","Andrews","Ike Andrews","D","NC",""
"A000209","Representative","Michael","Andrews","Michael Andrews","D","TX",""
"A000212","Representative","Frank","Annunzio","Frank Annunzio","D","IL",""
"A000213","Representative","Beryl","Anthony","Beryl Anthony","D","AR",""
"A000214","Representative","Douglas","Applegate","Douglas Applegate","D","OH",""
"A000215","Representative","Bill","Archer","Bill Archer","R","TX",""
"A000224","Representative","Leslie","Aspin","Leslie Aspin","D","WI",""
"A000337","Representative","Les","AuCoin","Les AuCoin","D","OR",""
"B000024","Representative","Robert","Badham","Robert Badham","R","CA",""
"B000153","Representative","Druie","Barnard","Druie Barnard","D","GA",""
"B000160","Representative","Michael","Barnes","Michael Barnes","D","MD",""
"B000204","Representative","Harry","Bartlett","Harry Bartlett","R","TX",""
"B000229","Representative","Herbert","Bateman","Herbert Bateman","R","VA",""
"B000236","Representative","Jim","Bates","Jim Bates","D","CA",""
"B000298","Representative","Berkley","Bedell","Berkley Bedell","D","IA",""
"B000318","Representative","Anthony","Beilenson","Anthony Beilenson","D","CA",""
"B000371","Representative","Charles","Bennett","Charles Bennett","D","FL",""
"B000403","Representative","Douglas","Bereuter","Douglas Bereuter","R","NE",""
"B000410","Representative","Howard","Berman","Howard Berman","D","CA",""
"B000422","Representative","Edwin","Bethune","Edwin Bethune","R","AR",""
"B000431","Representative","Tom","Bevill","Tom Bevill","D","AL",""
"B000432","Representative","Mario","Biaggi","Mario Biaggi","D","NY",""
"B000463","Representative","Michael","Bilirakis","Michael Bilirakis","R","FL",""
"B000556","Representative","Tom","Bliley","Tom Bliley","R","VA",""
"B000586","Representative","Sherwood","Boehlert","Sherwood Boehlert","R","NY",""
"B000592","Representative","Corinne","Boggs","Corinne Boggs","D","LA",""
"B000600","Representative","Edward","Boland","Edward Boland","D","MA",""
"B000615","Representative","William","Boner","William Boner","D","TN",""
"B000619","Representative","David","Bonior","David Bonior","D","MI",""
"B000620","Representative","Don","Bonker","Don Bonker","D","WA",""
"B000644","Representative","Robert","Borski","Robert Borski","D","PA",""
"B000648","Representative","Douglas","Bosco","Douglas Bosco","D","CA",""
"B000657","Representative","Rick","Boucher","Rick Boucher","D","VA",""
"B000711","Representative","Barbara","Boxer","Barbara Boxer","D","CA",""
"B000780","Representative","John","Breaux","John Breaux","D","LA",""
"B000845","Representative","Charles","Britt","Charles Britt","D","NC",""
"B000880","Representative","Jack","Brooks","Jack Brooks","D","TX",""
"B000890","Representative","William","Broomfield","William Broomfield","R","MI",""
"B000918","Representative","George","Brown","George Brown","D","CA",""
"B000919","Representative","Hank","Brown","Hank Brown","R","CO",""
"B000966","Representative","James","Broyhill","James Broyhill","R","NC",""
"B000997","Representative","John","Bryant","John Bryant","D","TX",""
"B001149","Representative","Dan","Burton","Dan Burton","R","IN",""
"B001156","Representative","Phillip","Burton","Phillip Burton","D","CA",""
"B001158","Representative","Sala","Burton","Sala Burton","D","CA",""
"B001158","Representative","Sala","Burton","Sala Burton","R","CO",""
"B001220","Representative","Beverly","Byron","Beverly Byron","D","MD",""
