"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"A000017","Senator, 2nd Class","James","Abourezk","James Abourezk","D","SD",""
"A000062","Senator, 3rd Class","George","Aiken","George Aiken","R","VT",""
"A000127","Senator, 3rd Class","James","Allen","James Allen","D","AL",""
"B000063","Senator, 2nd Class","Howard","Baker","Howard Baker","R","TN",""
"B000200","Senator, 2nd Class","Dewey","Bartlett","Dewey Bartlett","R","OK",""
"B000254","Senator, 3rd Class","Birch","Bayh","Birch Bayh","D","IN",""
"B000272","Senator, 1st Class","John","Beall","John Beall","R","MD",""
"B000351","Senator, 3rd Class","Henry","Bellmon","Henry Bellmon","R","OK",""
"B000384","Senator, 3rd Class","Wallace","Bennett","Wallace Bennett","R","UT",""
"B000401","Senator, 1st Class","Lloyd","Bentsen","Lloyd Bentsen","D","TX",""
"B000436","Senator, 3rd Class","Alan","Bible","Alan Bible","D","NV",""
"B000444","Senator, 2nd Class","Joseph","Biden","Joseph Biden","D","DE",""
"B000851","Senator, 1st Class","William","Brock","William Brock","R","TN",""
"B000871","Senator, 2nd Class","Edward","Brooke","Edward Brooke","R","MA",""
"B001026","Senator, 1st Class","James","Buckley","James Buckley","I","NY",""
"B001077","Senator, 1st Class","Quentin","Burdick","Quentin Burdick","D","ND",""
"B001209","Senator, 1st Class","Harry","Byrd","Harry Byrd","I","VA",""
"B001210","Senator, 1st Class","Robert","Byrd","Robert Byrd","D","WV",""
"C000120","Senator, 1st Class","Howard","Cannon","Howard Cannon","D","NV",""
"C000220","Senator, 2nd Class","Clifford","Case","Clifford Case","R","NJ",""
"C000356","Senator, 1st Class","Lawton","Chiles","Lawton Chiles","D","FL",""
"C000388","Senator, 3rd Class","Frank","Church","Frank Church","D","ID",""
"C000448","Senator, 2nd Class","Richard","Clark","Richard Clark","D","IA",""
"C000721","Senator, 3rd Class","Marlow","Cook","Marlow Cook","R","KY",""
"C000802","Senator, 3rd Class","Norris","Cotton","Norris Cotton","R","NH",""
"C000877","Senator, 3rd Class","Alan","Cranston","Alan Cranston","D","CA",""
"C001006","Senator, 2nd Class","Carl","Curtis","Carl Curtis","R","NE",""
"D000401","Senator, 3rd Class","Robert","Dole","Robert Dole","R","KS",""
"D000407","Senator, 2nd Class","Pete","Domenici","Pete Domenici","R","NM",""
"D000409","Senator, 3rd Class","Peter","Dominick","Peter Dominick","R","CO",""
"E000004","Senator, 3rd Class","Thomas","Eagleton","Thomas Eagleton","D","MO",""
"E000018","Senator, 2nd Class","James","Eastland","James Eastland","D","MS",""
"E000210","Senator, 3rd Class","Joseph","Ervin","Joseph Ervin","D","NC",""
"F000013","Senator, 1st Class","Paul","Fannin","Paul Fannin","R","AZ",""
"F000245","Senator, 1st Class","Hiram","Fong","Hiram Fong","R","HI",""
"F000268","Senator, 3rd Class","Wendell","Ford","Wendell Ford","D","KY",""
"F000401","Senator, 3rd Class","James","Fulbright","James Fulbright","D","AR",""
"G000072","Senator, 3rd Class","Edwin","Garn","Edwin Garn","R","UT",""
"G000236","Senator, 3rd Class","John","Glenn","John Glenn","D","OH",""
